Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2046	247.187,394963
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2045	253.188,989647
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2044	253.123,253839
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2043	261.955,267360
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2042	268.744,175684
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2041	280.293,614242
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2040	289.136,947958
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2039	293.917,500976
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2038	297.948,334092
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2037	295.174,313126
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2036	308.348,656105
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2035	314.223,820235
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2034	319.430,345432
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2033	323.841,236585
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2032	334.381,017550
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2031	323.296,356465
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2030	320.093,998420
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2029	313.388,429281
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2028	309.787,026782
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2027	299.578,920947
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2026	285.737,025702
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2025	276.580,105357
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	23 años	2024	271.247,000000
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2074	278.467,376647
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2073	280.168,279375
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2072	281.793,524662
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2071	283.252,799884
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2070	284.481,456185
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2069	285.427,881040
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2068	286.034,286553
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2067	286.273,240756
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2066	286.138,205039
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2065	285.624,769502
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2064	284.761,648585
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2063	283.602,322538
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2062	281.331,599068
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2061	278.886,370074
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2060	276.346,568997
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2059	273.794,780094
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2058	271.293,265966
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2057	268.862,315208
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2056	266.503,659953
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2055	264.206,455682
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2054	261.940,011202
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2053	259.676,253559
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2052	257.402,631384
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2051	255.136,420193
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2050	252.954,945641
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2049	251.014,807032
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2048	250.588,162110
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2047	252.517,012060
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2046	258.384,336105
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2045	258.278,406495
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2044	267.038,662601
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2043	273.733,398137
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2042	285.170,758442
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2041	293.916,795432
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2040	298.637,725372
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2039	302.632,242364
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2038	299.879,835116
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2037	313.056,596561
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2036	319.007,050681
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2035	324.345,280089
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2034	328.979,715591
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2033	339.827,624167
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2032	329.245,944129
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2031	326.611,247805
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2030	320.563,843055
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2029	317.713,052188
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2028	308.418,311299
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2027	295.412,088962
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2026	286.809,918770
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2025	281.499,791766
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	24 años	2024	266.332,000000
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2074	286.145,068481
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2073	287.736,315993
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2072	289.170,777247
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2071	290.377,308680
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2070	291.301,584977
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2069	291.885,414260
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2068	292.102,067096
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2067	291.945,999330
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2066	291.413,823316
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2065	290.534,826654
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2064	289.362,484724
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2063	287.085,144514
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2062	284.634,800489
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2061	282.090,162342
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2060	279.532,385331
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2059	277.022,430532
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2058	274.579,461364
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2057	272.204,377974
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2056	269.885,727534
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2055	267.592,525418
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2054	265.296,665514
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2053	262.985,652765
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2052	260.677,100567
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2051	258.448,660522
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2050	256.457,495229
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2049	255.991,242699
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2048	257.893,760207
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2047	263.629,387201
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2046	263.486,221689
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2045	272.175,329000
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2044	278.777,760243
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2043	290.102,150359
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2042	298.747,844680
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2041	303.401,836749
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2040	307.345,298236
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2039	304.590,750297
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2038	317.728,913585
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2037	323.699,502568
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2036	329.096,782100
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2035	333.862,582576
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2034	344.906,323239
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2033	334.703,213221
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2032	332.505,299784
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2031	326.995,496096
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2030	324.801,576823
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2029	316.379,200888
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2028	304.278,075775
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2027	296.474,106470
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2026	291.693,779989
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2025	276.699,566130
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	25 años	2024	262.697,000000
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2074	293.655,505352
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2073	295.057,113622
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2072	296.239,529545
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2071	297.142,640289
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2070	297.705,888879
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2069	297.902,029436
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2068	297.726,035016
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2067	297.175,385929
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2066	296.280,108531
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2065	295.094,030262
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2064	292.810,004808
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2063	290.354,541393
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2062	287.805,632931
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2061	285.243,131440
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2060	282.726,598186
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2059	280.274,038130
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2058	277.885,261655
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2057	275.548,019220
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2056	273.230,829405
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2055	270.905,369758
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2054	268.559,226440
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2053	266.210,243933
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2052	263.936,622760
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2051	261.896,176977
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2050	261.391,074528
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2049	263.266,874903
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2048	268.873,468579
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2047	268.695,821015
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2046	277.314,466829
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2045	283.827,555141
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2044	295.040,364019
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2043	303.586,591343
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2042	308.172,271441
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2041	312.058,287678
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2040	309.289,008342
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2039	322.361,314375
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2038	328.313,209698
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2037	333.714,958322
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2036	338.538,484073
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2035	349.682,793855
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2034	339.745,993135
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2033	337.856,997982
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2032	332.751,964797
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2031	331.086,257359
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2030	323.427,537688
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2029	312.187,022915
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2028	305.249,143776
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2027	301.247,618133
Tipo de dato	Proyección a largo plazo	Sexo	Hombres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	26 años	2026	286.939,149579
