"id";"age";"job";"marital";"education";"default_credit";"contact";"contact_day";"contact_month";"duration";"campaign";"pdays";"previous";"poutcome";"deposit";"age_slot";"duration_slot";"prevdays_slot"
13852;34;"self-employed";"single";"secondary";"no";"cellular";27;"aug";609;13;-1;0;"n/a";"yes";"3X";"d>10";"nc"
13853;27;"unemployed";"single";"tertiary";"no";"cellular";30;"jan";533;1;-1;0;"n/a";"no";"2X";"d<10";"nc"
13854;36;"technician";"single";"secondary";"no";"cellular";4;"may";303;3;-1;0;"n/a";"yes";"3X";"d<7";"nc"
13855;42;"technician";"divorced";"secondary";"no";"unknown";28;"may";471;2;-1;0;"n/a";"no";"4X";"d<10";"nc"
13856;23;"student";"single";"secondary";"no";"unknown";9;"may";97;1;-1;0;"n/a";"no";"2X";"d<2";"nc"
13857;45;"blue-collar";"single";"primary";"no";"cellular";29;"jan";182;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
13858;37;"unemployed";"single";"tertiary";"no";"cellular";5;"aug";150;1;97;2;"success";"yes";"3X";"d<5";"m04"
13859;30;"admin";"married";"secondary";"no";"cellular";13;"may";366;3;348;2;"failure";"yes";"3X";"d<7";"m12"
13860;32;"technician";"single";"tertiary";"no";"cellular";14;"may";638;1;175;3;"success";"no";"3X";"d>10";"m06"
13861;26;"blue-collar";"single";"secondary";"no";"cellular";8;"jul";392;2;-1;0;"n/a";"no";"2X";"d<7";"nc"
13862;36;"admin";"married";"secondary";"no";"cellular";15;"jul";118;5;-1;0;"n/a";"no";"3X";"d<2";"nc"
13863;46;"management";"divorced";"tertiary";"no";"cellular";6;"jul";319;1;-1;0;"n/a";"yes";"4X";"d<7";"nc"
13864;63;"retired";"married";"secondary";"no";"cellular";7;"jul";371;1;-1;0;"n/a";"yes";"6X";"d<7";"nc"
13865;74;"retired";"married";"tertiary";"no";"telephone";21;"oct";129;3;-1;0;"n/a";"no";"7X";"d<2";"nc"
13866;58;"services";"married";"primary";"no";"unknown";27;"jun";162;1;-1;0;"n/a";"no";"5X";"d<5";"nc"
13867;32;"management";"single";"tertiary";"no";"cellular";29;"jan";215;3;-1;0;"n/a";"no";"3X";"d<5";"nc"
13868;37;"housemaid";"married";"secondary";"no";"cellular";5;"feb";630;3;-1;0;"n/a";"yes";"3X";"d>10";"nc"
13869;53;"technician";"married";"secondary";"no";"unknown";6;"jun";648;2;-1;0;"n/a";"yes";"5X";"d>10";"nc"
13870;18;"student";"single";"unknown";"no";"cellular";10;"aug";167;1;-1;0;"n/a";"yes";"1X";"d<5";"nc"
13871;43;"management";"divorced";"secondary";"no";"cellular";2;"feb";430;1;-1;0;"n/a";"yes";"4X";"d<7";"nc"
13872;31;"self-employed";"single";"tertiary";"no";"cellular";14;"may";745;1;174;3;"failure";"yes";"3X";"d>10";"m06"
13873;34;"management";"married";"tertiary";"no";"cellular";8;"aug";265;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
13874;36;"technician";"single";"secondary";"no";"unknown";4;"jun";25;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
13875;33;"management";"married";"tertiary";"no";"cellular";10;"aug";73;1;440;2;"failure";"no";"3X";"d<2";"m15"
13876;31;"services";"single";"secondary";"no";"cellular";30;"apr";325;1;-1;0;"n/a";"yes";"3X";"d<7";"nc"
13877;27;"admin";"single";"tertiary";"no";"cellular";15;"jun";89;2;-1;0;"n/a";"yes";"2X";"d<2";"nc"
13878;35;"technician";"single";"tertiary";"no";"telephone";28;"aug";46;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
13879;51;"management";"married";"tertiary";"no";"unknown";7;"jun";302;1;-1;0;"n/a";"yes";"5X";"d<7";"nc"
13880;41;"management";"single";"tertiary";"no";"unknown";18;"jun";1540;1;-1;0;"n/a";"yes";"4X";"d>10";"nc"
13881;55;"blue-collar";"married";"secondary";"no";"cellular";18;"may";565;1;-1;0;"n/a";"yes";"5X";"d<10";"nc"
13882;46;"technician";"married";"tertiary";"no";"unknown";12;"jun";153;6;-1;0;"n/a";"no";"4X";"d<5";"nc"
13883;40;"admin";"married";"secondary";"no";"cellular";7;"jul";122;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
13884;37;"admin";"single";"secondary";"no";"cellular";7;"may";28;2;289;5;"failure";"no";"3X";"d<2";"m10"
13885;45;"blue-collar";"divorced";"primary";"no";"unknown";5;"jun";1018;3;-1;0;"n/a";"yes";"4X";"d>10";"nc"
13886;38;"management";"single";"tertiary";"no";"cellular";9;"nov";347;4;189;2;"success";"yes";"3X";"d<7";"m07"
13887;33;"management";"married";"tertiary";"no";"cellular";29;"aug";27;7;-1;0;"n/a";"no";"3X";"d<2";"nc"
13888;41;"blue-collar";"divorced";"secondary";"no";"cellular";31;"jul";228;4;-1;0;"n/a";"no";"4X";"d<5";"nc"
13889;38;"admin";"divorced";"secondary";"no";"unknown";26;"may";431;2;-1;0;"n/a";"yes";"3X";"d<7";"nc"
13890;38;"management";"married";"tertiary";"no";"cellular";3;"feb";239;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
13891;33;"services";"married";"secondary";"no";"cellular";11;"nov";131;1;96;5;"failure";"yes";"3X";"d<2";"m04"
13892;32;"student";"single";"tertiary";"no";"cellular";4;"may";214;3;83;3;"success";"yes";"3X";"d<5";"m03"
13893;27;"services";"single";"secondary";"no";"cellular";17;"jun";453;2;-1;0;"n/a";"yes";"2X";"d<10";"nc"
13894;35;"blue-collar";"single";"primary";"no";"cellular";21;"nov";258;1;157;4;"failure";"no";"3X";"d<5";"m06"
13895;30;"technician";"single";"secondary";"no";"cellular";8;"apr";108;2;-1;0;"n/a";"yes";"3X";"d<2";"nc"
13896;49;"management";"single";"tertiary";"no";"cellular";28;"jul";674;3;-1;0;"n/a";"no";"4X";"d>10";"nc"
13897;36;"technician";"divorced";"tertiary";"no";"cellular";23;"jul";127;8;-1;0;"n/a";"no";"3X";"d<2";"nc"
13898;53;"management";"married";"tertiary";"no";"telephone";29;"jan";32;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
13899;33;"blue-collar";"married";"tertiary";"no";"unknown";20;"may";369;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
13900;50;"technician";"married";"tertiary";"no";"unknown";23;"may";173;1;-1;0;"n/a";"no";"5X";"d<5";"nc"
13901;22;"student";"single";"tertiary";"no";"cellular";16;"jun";119;1;-1;0;"n/a";"no";"2X";"d<2";"nc"
13902;42;"admin";"married";"secondary";"no";"cellular";30;"jul";158;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
13903;32;"technician";"married";"primary";"no";"unknown";13;"may";120;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
13904;60;"retired";"divorced";"secondary";"no";"cellular";15;"oct";187;2;213;10;"success";"yes";"6X";"d<5";"m08"
13905;26;"services";"single";"tertiary";"no";"telephone";1;"jul";261;4;-1;0;"n/a";"yes";"2X";"d<5";"nc"
13906;56;"blue-collar";"married";"primary";"no";"cellular";21;"jul";853;1;-1;0;"n/a";"no";"5X";"d>10";"nc"
13907;27;"blue-collar";"single";"secondary";"no";"unknown";28;"may";694;2;-1;0;"n/a";"yes";"2X";"d>10";"nc"
13908;39;"management";"divorced";"tertiary";"no";"cellular";2;"jul";194;2;88;1;"success";"yes";"3X";"d<5";"m03"
13909;61;"management";"married";"tertiary";"no";"cellular";2;"feb";670;3;-1;0;"n/a";"yes";"6X";"d>10";"nc"
13910;77;"retired";"married";"primary";"no";"cellular";15;"mar";257;1;91;2;"other";"yes";"7X";"d<5";"m04"
13911;38;"management";"married";"tertiary";"no";"cellular";30;"apr";571;1;-1;0;"n/a";"yes";"3X";"d<10";"nc"
13912;46;"technician";"single";"secondary";"no";"cellular";19;"nov";819;3;-1;0;"n/a";"yes";"4X";"d>10";"nc"
13913;30;"management";"single";"tertiary";"no";"cellular";4;"feb";111;1;204;2;"other";"no";"3X";"d<2";"m07"
13914;34;"blue-collar";"single";"secondary";"no";"unknown";27;"may";47;5;-1;0;"n/a";"no";"3X";"d<2";"nc"
13915;65;"retired";"married";"secondary";"no";"cellular";14;"apr";450;1;-1;0;"n/a";"yes";"6X";"d<10";"nc"
13916;48;"services";"divorced";"secondary";"no";"cellular";8;"may";561;1;-1;0;"n/a";"no";"4X";"d<10";"nc"
13917;22;"admin";"single";"secondary";"no";"cellular";12;"feb";369;1;-1;0;"n/a";"yes";"2X";"d<7";"nc"
13918;76;"retired";"married";"primary";"no";"telephone";3;"nov";383;1;-1;0;"n/a";"yes";"7X";"d<7";"nc"
13919;49;"blue-collar";"married";"secondary";"no";"cellular";16;"jul";486;1;-1;0;"n/a";"yes";"4X";"d<10";"nc"
13920;57;"retired";"married";"secondary";"no";"unknown";3;"jul";256;3;-1;0;"n/a";"no";"5X";"d<5";"nc"
13921;50;"management";"married";"tertiary";"yes";"cellular";22;"aug";171;13;-1;0;"n/a";"no";"5X";"d<5";"nc"
13922;26;"blue-collar";"married";"primary";"no";"cellular";25;"jul";57;3;-1;0;"n/a";"no";"2X";"d<2";"nc"
13923;30;"blue-collar";"single";"secondary";"no";"unknown";27;"may";149;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
13924;31;"management";"married";"tertiary";"no";"cellular";11;"feb";280;4;-1;0;"n/a";"yes";"3X";"d<5";"nc"
13925;41;"technician";"married";"secondary";"no";"cellular";14;"jul";53;8;-1;0;"n/a";"no";"4X";"d<2";"nc"
13926;40;"technician";"single";"tertiary";"no";"cellular";4;"may";392;2;91;3;"success";"yes";"4X";"d<7";"m04"
13927;37;"technician";"married";"unknown";"no";"cellular";16;"jun";162;2;-1;0;"n/a";"yes";"3X";"d<5";"nc"
13928;48;"management";"married";"tertiary";"no";"cellular";25;"aug";14;22;-1;0;"n/a";"no";"4X";"d<2";"nc"
13929;33;"blue-collar";"single";"primary";"no";"cellular";20;"apr";42;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
13930;54;"blue-collar";"married";"primary";"no";"unknown";30;"may";324;3;-1;0;"n/a";"no";"5X";"d<7";"nc"
13931;56;"management";"divorced";"tertiary";"no";"unknown";28;"may";77;3;-1;0;"n/a";"no";"5X";"d<2";"nc"
13932;55;"housemaid";"married";"secondary";"no";"telephone";21;"jul";1130;8;-1;0;"n/a";"yes";"5X";"d>10";"nc"
13933;35;"management";"single";"tertiary";"no";"unknown";14;"may";192;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
13934;49;"blue-collar";"divorced";"primary";"no";"cellular";29;"jul";468;2;-1;0;"n/a";"no";"4X";"d<10";"nc"
13935;38;"management";"married";"tertiary";"no";"cellular";2;"feb";157;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
13936;47;"admin";"married";"secondary";"no";"cellular";21;"may";403;1;87;6;"success";"yes";"4X";"d<7";"m03"
13937;49;"management";"married";"secondary";"no";"telephone";6;"nov";234;1;-1;0;"n/a";"yes";"4X";"d<5";"nc"
13938;36;"services";"married";"secondary";"no";"cellular";15;"jul";157;5;-1;0;"n/a";"no";"3X";"d<5";"nc"
13939;42;"blue-collar";"divorced";"primary";"no";"unknown";14;"may";96;4;-1;0;"n/a";"no";"4X";"d<2";"nc"
13940;48;"management";"married";"tertiary";"no";"cellular";28;"jan";417;4;-1;0;"n/a";"yes";"4X";"d<7";"nc"
13941;50;"technician";"married";"secondary";"no";"unknown";12;"may";79;6;-1;0;"n/a";"no";"5X";"d<2";"nc"
13942;47;"services";"married";"secondary";"no";"unknown";20;"jun";415;4;-1;0;"n/a";"no";"4X";"d<7";"nc"
13943;35;"admin";"married";"secondary";"no";"cellular";20;"apr";18;5;-1;0;"n/a";"no";"3X";"d<2";"nc"
13944;38;"entrepreneur";"married";"tertiary";"no";"cellular";16;"jul";158;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
13945;38;"self-employed";"single";"secondary";"no";"cellular";6;"may";275;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
13946;40;"management";"married";"tertiary";"no";"cellular";6;"aug";131;2;98;6;"success";"yes";"4X";"d<2";"m04"
13947;38;"management";"single";"tertiary";"no";"cellular";5;"aug";231;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
13948;25;"blue-collar";"married";"secondary";"no";"cellular";8;"jul";460;3;-1;0;"n/a";"yes";"2X";"d<10";"nc"
13949;42;"management";"married";"tertiary";"no";"cellular";11;"aug";667;2;-1;0;"n/a";"no";"4X";"d>10";"nc"
13950;38;"blue-collar";"married";"secondary";"no";"unknown";7;"may";1521;1;-1;0;"n/a";"no";"3X";"d>10";"nc"
13951;35;"management";"married";"tertiary";"no";"cellular";14;"aug";76;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
13952;48;"entrepreneur";"single";"secondary";"no";"unknown";11;"feb";271;1;-1;0;"n/a";"yes";"4X";"d<5";"nc"
13953;54;"admin";"married";"primary";"no";"cellular";30;"jul";255;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
13954;36;"technician";"divorced";"secondary";"no";"cellular";8;"aug";1242;3;-1;0;"n/a";"yes";"3X";"d>10";"nc"
13955;27;"management";"single";"tertiary";"no";"cellular";22;"may";685;1;101;1;"other";"yes";"2X";"d>10";"m04"
13956;40;"management";"married";"primary";"no";"cellular";2;"apr";399;2;258;3;"failure";"no";"4X";"d<7";"m09"
13957;31;"admin";"married";"secondary";"no";"cellular";18;"jul";191;3;-1;0;"n/a";"no";"3X";"d<5";"nc"
13958;33;"services";"married";"secondary";"no";"cellular";21;"jul";333;3;-1;0;"n/a";"no";"3X";"d<7";"nc"
13959;74;"retired";"married";"primary";"no";"cellular";25;"feb";385;2;-1;0;"n/a";"yes";"7X";"d<7";"nc"
13960;36;"blue-collar";"married";"secondary";"no";"cellular";8;"apr";274;3;-1;0;"n/a";"yes";"3X";"d<5";"nc"
13961;72;"retired";"married";"tertiary";"no";"cellular";7;"aug";147;2;-1;0;"n/a";"yes";"7X";"d<2";"nc"
13962;33;"blue-collar";"married";"primary";"no";"unknown";2;"jun";445;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
13963;30;"blue-collar";"single";"secondary";"yes";"cellular";19;"nov";426;2;189;6;"failure";"no";"3X";"d<7";"m07"
13964;51;"management";"single";"tertiary";"no";"cellular";4;"may";126;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
13965;23;"technician";"single";"secondary";"no";"cellular";14;"may";502;2;-1;0;"n/a";"no";"2X";"d<10";"nc"
13966;50;"technician";"married";"secondary";"no";"cellular";29;"oct";215;2;78;2;"other";"yes";"5X";"d<5";"m03"
13967;42;"management";"married";"secondary";"yes";"cellular";5;"feb";176;1;-1;0;"n/a";"no";"4X";"d<5";"nc"
13968;26;"technician";"married";"tertiary";"no";"unknown";13;"may";262;2;-1;0;"n/a";"no";"2X";"d<5";"nc"
13969;58;"housemaid";"married";"primary";"no";"telephone";15;"may";71;5;364;3;"failure";"no";"5X";"d<2";"m15"
13970;43;"management";"single";"secondary";"no";"unknown";27;"may";64;3;-1;0;"n/a";"no";"4X";"d<2";"nc"
13971;26;"unemployed";"single";"secondary";"no";"cellular";12;"aug";312;3;181;1;"success";"yes";"2X";"d<7";"m07"
13972;28;"unemployed";"married";"secondary";"no";"cellular";31;"jul";143;4;-1;0;"n/a";"no";"2X";"d<2";"nc"
13973;36;"management";"single";"secondary";"no";"unknown";6;"jun";351;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
13974;32;"management";"married";"tertiary";"no";"telephone";14;"aug";698;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
13975;40;"unemployed";"single";"tertiary";"no";"cellular";2;"mar";263;2;180;2;"success";"yes";"4X";"d<5";"m07"
13976;34;"technician";"single";"tertiary";"no";"cellular";30;"jul";87;3;-1;0;"n/a";"no";"3X";"d<2";"nc"
13977;21;"student";"single";"secondary";"no";"cellular";2;"sep";115;3;-1;0;"n/a";"no";"2X";"d<2";"nc"
13978;59;"technician";"married";"secondary";"no";"cellular";18;"mar";224;1;-1;0;"n/a";"yes";"5X";"d<5";"nc"
13979;43;"unemployed";"divorced";"secondary";"no";"cellular";30;"apr";323;1;-1;0;"n/a";"yes";"4X";"d<7";"nc"
13980;39;"services";"married";"primary";"no";"unknown";23;"may";208;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
13981;32;"technician";"single";"tertiary";"no";"cellular";18;"aug";547;11;-1;0;"n/a";"no";"3X";"d<10";"nc"
13982;26;"admin";"single";"secondary";"no";"cellular";30;"mar";171;4;-1;0;"n/a";"no";"2X";"d<5";"nc"
13983;29;"services";"single";"secondary";"no";"unknown";3;"jul";587;3;-1;0;"n/a";"yes";"2X";"d<10";"nc"
13984;41;"technician";"single";"secondary";"no";"cellular";20;"nov";2420;3;-1;0;"n/a";"yes";"4X";"d>10";"nc"
13985;28;"services";"single";"primary";"no";"cellular";4;"feb";976;2;-1;0;"n/a";"yes";"2X";"d>10";"nc"
13986;32;"services";"married";"secondary";"no";"unknown";18;"jun";110;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
13987;26;"services";"single";"secondary";"no";"cellular";20;"apr";120;1;-1;0;"n/a";"yes";"2X";"d<2";"nc"
13988;26;"technician";"married";"secondary";"no";"cellular";8;"jul";1061;4;-1;0;"n/a";"yes";"2X";"d>10";"nc"
13989;31;"management";"single";"tertiary";"no";"cellular";9;"feb";65;3;-1;0;"n/a";"no";"3X";"d<2";"nc"
13990;51;"management";"married";"tertiary";"no";"unknown";5;"may";336;1;-1;0;"n/a";"no";"5X";"d<7";"nc"
13991;42;"management";"married";"tertiary";"no";"cellular";6;"aug";92;6;-1;0;"n/a";"no";"4X";"d<2";"nc"
13992;55;"retired";"married";"tertiary";"no";"unknown";16;"jun";556;3;-1;0;"n/a";"no";"5X";"d<10";"nc"
13993;45;"management";"single";"tertiary";"no";"cellular";31;"jul";59;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
13994;27;"management";"single";"tertiary";"no";"cellular";15;"jun";188;1;-1;0;"n/a";"yes";"2X";"d<5";"nc"
13995;31;"management";"married";"tertiary";"no";"cellular";20;"aug";763;14;-1;0;"n/a";"yes";"3X";"d>10";"nc"
13996;37;"management";"divorced";"tertiary";"no";"cellular";14;"may";668;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
13997;35;"admin";"single";"secondary";"no";"cellular";8;"may";376;3;-1;0;"n/a";"no";"3X";"d<7";"nc"
13998;26;"technician";"single";"secondary";"no";"unknown";28;"may";87;2;-1;0;"n/a";"no";"2X";"d<2";"nc"
13999;40;"admin";"married";"secondary";"no";"unknown";8;"may";598;3;-1;0;"n/a";"no";"4X";"d<10";"nc"
14000;29;"management";"single";"unknown";"no";"cellular";5;"apr";459;1;307;1;"failure";"yes";"2X";"d<10";"m11"
14001;52;"housemaid";"married";"secondary";"no";"cellular";20;"nov";208;1;-1;0;"n/a";"no";"5X";"d<5";"nc"
14002;30;"services";"single";"primary";"no";"cellular";19;"nov";686;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
14003;34;"technician";"married";"secondary";"no";"cellular";28;"aug";183;10;-1;0;"n/a";"no";"3X";"d<5";"nc"
14004;68;"retired";"married";"secondary";"no";"telephone";14;"jul";897;2;-1;0;"n/a";"yes";"6X";"d>10";"nc"
14005;54;"blue-collar";"married";"primary";"no";"cellular";29;"jul";337;2;-1;0;"n/a";"no";"5X";"d<7";"nc"
14006;48;"unemployed";"married";"secondary";"no";"unknown";9;"may";241;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
14007;40;"unemployed";"single";"tertiary";"no";"cellular";3;"sep";733;1;93;1;"success";"yes";"4X";"d>10";"m04"
14008;33;"blue-collar";"married";"primary";"no";"cellular";18;"may";170;6;-1;0;"n/a";"no";"3X";"d<5";"nc"
14009;45;"technician";"divorced";"secondary";"no";"cellular";8;"jul";216;1;-1;0;"n/a";"no";"4X";"d<5";"nc"
14010;38;"technician";"married";"secondary";"no";"cellular";12;"aug";926;4;-1;0;"n/a";"yes";"3X";"d>10";"nc"
14011;40;"housemaid";"divorced";"secondary";"no";"unknown";9;"may";93;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
14012;28;"blue-collar";"married";"secondary";"no";"cellular";22;"jul";598;5;-1;0;"n/a";"yes";"2X";"d<10";"nc"
14013;33;"admin";"single";"tertiary";"no";"cellular";22;"oct";380;1;91;3;"success";"yes";"3X";"d<7";"m04"
14014;57;"management";"married";"tertiary";"no";"cellular";1;"jun";295;1;-1;0;"n/a";"yes";"5X";"d<5";"nc"
14015;25;"management";"married";"secondary";"no";"cellular";23;"jul";754;1;-1;0;"n/a";"yes";"2X";"d>10";"nc"
14016;58;"unemployed";"married";"secondary";"no";"cellular";7;"aug";221;1;99;2;"success";"yes";"5X";"d<5";"m04"
14017;28;"management";"single";"tertiary";"no";"cellular";1;"sep";222;2;-1;0;"n/a";"yes";"2X";"d<5";"nc"
14018;35;"technician";"single";"secondary";"no";"cellular";30;"jul";1005;5;134;10;"success";"yes";"3X";"d>10";"m05"
14019;69;"retired";"married";"secondary";"no";"cellular";8;"jul";967;3;-1;0;"n/a";"yes";"6X";"d>10";"nc"
14020;26;"student";"single";"unknown";"no";"cellular";29;"jan";177;1;-1;0;"n/a";"no";"2X";"d<5";"nc"
14021;35;"management";"married";"tertiary";"no";"cellular";6;"may";1489;3;-1;0;"n/a";"yes";"3X";"d>10";"nc"
14022;27;"management";"single";"tertiary";"no";"unknown";4;"jun";767;2;-1;0;"n/a";"yes";"2X";"d>10";"nc"
14023;58;"management";"divorced";"tertiary";"no";"unknown";29;"oct";11;1;-1;0;"n/a";"yes";"5X";"d<2";"nc"
14024;31;"technician";"married";"tertiary";"no";"cellular";8;"aug";1000;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
14025;54;"management";"married";"tertiary";"no";"telephone";29;"jul";211;5;491;4;"other";"yes";"5X";"d<5";"mAS15"
14026;49;"management";"married";"tertiary";"no";"cellular";4;"feb";117;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
14027;51;"admin";"divorced";"secondary";"no";"cellular";29;"jul";97;2;-1;0;"n/a";"no";"5X";"d<2";"nc"
14028;48;"management";"married";"tertiary";"no";"telephone";23;"jul";350;2;-1;0;"n/a";"no";"4X";"d<7";"nc"
14029;48;"services";"married";"secondary";"no";"cellular";8;"jul";117;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
14030;39;"blue-collar";"married";"primary";"no";"unknown";3;"jun";350;3;-1;0;"n/a";"no";"3X";"d<7";"nc"
14031;52;"housemaid";"married";"secondary";"no";"unknown";14;"may";942;3;-1;0;"n/a";"yes";"5X";"d>10";"nc"
14032;54;"self-employed";"married";"tertiary";"no";"telephone";31;"jul";7;4;-1;0;"n/a";"no";"5X";"d<2";"nc"
14033;38;"blue-collar";"married";"secondary";"no";"unknown";16;"jun";1323;9;-1;0;"n/a";"yes";"3X";"d>10";"nc"
14034;40;"admin";"married";"primary";"no";"cellular";21;"nov";849;1;-1;0;"n/a";"yes";"4X";"d>10";"nc"
14035;31;"housemaid";"married";"secondary";"no";"cellular";23;"sep";305;2;842;1;"failure";"yes";"3X";"d<7";"mAS15"
14036;29;"admin";"single";"tertiary";"no";"cellular";17;"mar";136;19;-1;0;"n/a";"no";"2X";"d<2";"nc"
14037;33;"blue-collar";"married";"secondary";"no";"unknown";21;"may";206;3;-1;0;"n/a";"no";"3X";"d<5";"nc"
14038;34;"blue-collar";"married";"secondary";"no";"cellular";28;"jul";123;3;-1;0;"n/a";"no";"3X";"d<2";"nc"
14039;69;"retired";"married";"secondary";"no";"cellular";25;"aug";412;2;-1;0;"n/a";"yes";"6X";"d<7";"nc"
14040;40;"management";"single";"tertiary";"no";"cellular";1;"feb";147;1;209;1;"failure";"no";"4X";"d<2";"m07"
14041;39;"technician";"married";"primary";"no";"cellular";17;"apr";266;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
14042;31;"management";"single";"tertiary";"no";"cellular";11;"aug";69;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
14043;38;"blue-collar";"married";"secondary";"no";"unknown";6;"jun";84;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
14044;52;"management";"married";"tertiary";"no";"cellular";10;"mar";135;1;-1;0;"n/a";"yes";"5X";"d<2";"nc"
14045;40;"blue-collar";"married";"secondary";"no";"cellular";17;"apr";156;2;318;1;"other";"no";"4X";"d<5";"m11"
14046;93;"retired";"married";"unknown";"no";"cellular";4;"aug";476;2;13;9;"success";"yes";"9X";"d<10";"m01"
14047;35;"services";"married";"secondary";"no";"unknown";26;"may";240;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
14048;55;"management";"divorced";"tertiary";"no";"cellular";11;"may";175;5;333;19;"other";"no";"5X";"d<5";"m12"
14049;60;"management";"married";"tertiary";"no";"cellular";2;"feb";343;1;210;3;"success";"no";"6X";"d<7";"m08"
14050;52;"services";"married";"secondary";"no";"unknown";29;"may";150;1;-1;0;"n/a";"no";"5X";"d<5";"nc"
14051;59;"services";"divorced";"secondary";"no";"cellular";28;"jan";602;1;253;5;"other";"yes";"5X";"d>10";"m09"
14052;29;"blue-collar";"single";"secondary";"no";"cellular";5;"feb";355;1;-1;0;"n/a";"no";"2X";"d<7";"nc"
14053;40;"entrepreneur";"married";"primary";"no";"unknown";15;"may";101;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
14054;33;"management";"single";"tertiary";"no";"unknown";27;"may";277;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
14055;30;"management";"single";"tertiary";"no";"cellular";6;"aug";1456;3;-1;0;"n/a";"yes";"3X";"d>10";"nc"
14056;28;"services";"single";"secondary";"no";"cellular";22;"jul";405;2;-1;0;"n/a";"no";"2X";"d<7";"nc"
14057;51;"housemaid";"divorced";"secondary";"no";"cellular";18;"jul";655;4;-1;0;"n/a";"yes";"5X";"d>10";"nc"
14058;44;"entrepreneur";"divorced";"secondary";"no";"cellular";31;"jul";388;4;-1;0;"n/a";"no";"4X";"d<7";"nc"
14059;59;"technician";"married";"secondary";"no";"cellular";11;"feb";268;1;183;7;"success";"yes";"5X";"d<5";"m07"
14060;31;"management";"single";"tertiary";"no";"cellular";21;"nov";86;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
14061;31;"blue-collar";"married";"secondary";"no";"unknown";15;"may";112;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
14062;40;"blue-collar";"married";"primary";"no";"cellular";6;"may";350;2;344;1;"failure";"no";"4X";"d<7";"m12"
14063;38;"management";"single";"tertiary";"no";"cellular";14;"aug";81;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
14064;53;"admin";"married";"secondary";"no";"telephone";15;"dec";476;1;193;1;"failure";"yes";"5X";"d<10";"m07"
14065;32;"management";"single";"tertiary";"no";"cellular";3;"feb";152;2;160;5;"other";"yes";"3X";"d<5";"m06"
14066;56;"management";"married";"tertiary";"no";"unknown";30;"may";116;6;-1;0;"n/a";"no";"5X";"d<2";"nc"
14067;30;"management";"single";"tertiary";"no";"cellular";9;"sep";234;1;100;1;"failure";"yes";"3X";"d<5";"m04"
14068;59;"management";"married";"tertiary";"no";"cellular";18;"mar";467;2;188;6;"other";"yes";"5X";"d<10";"m07"
14069;52;"management";"married";"tertiary";"no";"cellular";17;"may";376;1;181;3;"success";"yes";"5X";"d<7";"m07"
14070;29;"student";"single";"secondary";"no";"cellular";13;"aug";485;3;105;1;"success";"no";"2X";"d<10";"m04"
14071;32;"blue-collar";"married";"primary";"no";"cellular";29;"jan";696;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
14072;35;"self-employed";"married";"tertiary";"yes";"cellular";8;"jul";259;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
14073;53;"entrepreneur";"single";"secondary";"no";"unknown";30;"may";1044;5;-1;0;"n/a";"yes";"5X";"d>10";"nc"
