id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
35008,37,services,divorced,secondary,no,49,yes,no,unknown,16,may,619,2,-1,0,unknown,yes
35009,58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,3,-1,0,unknown,yes
35010,33,self-employed,married,tertiary,no,263,no,no,cellular,16,nov,79,4,94,3,failure,no
35011,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no
35012,26,services,single,secondary,no,335,no,no,telephone,29,jan,393,2,-1,0,unknown,no
35013,39,services,single,secondary,no,326,yes,no,unknown,27,may,115,1,-1,0,unknown,no
35014,72,retired,married,primary,no,2304,no,no,telephone,5,may,510,4,-1,0,unknown,yes
35015,49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,0,unknown,no
35016,36,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown,yes
35017,74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,yes
35018,32,blue-collar,married,secondary,no,1,yes,no,unknown,8,may,102,1,-1,0,unknown,no
35019,33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,0,unknown,yes
35020,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,yes
35021,47,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
35022,30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no
35023,34,blue-collar,married,tertiary,no,748,yes,yes,cellular,6,may,161,1,-1,0,unknown,no
35024,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,300,1,failure,yes
35025,84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
35026,58,entrepreneur,married,tertiary,no,2920,yes,no,unknown,9,jun,136,1,-1,0,unknown,no
35027,31,admin.,married,secondary,no,1130,yes,no,cellular,23,jul,236,5,-1,0,unknown,no
35028,49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,1,-1,0,unknown,yes
35029,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no
35030,33,management,married,tertiary,no,0,no,no,cellular,29,aug,60,2,-1,0,unknown,no
35031,43,unemployed,married,secondary,no,210,yes,no,unknown,12,may,88,5,-1,0,unknown,no
35032,42,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,183,1,189,16,other,no
35033,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
35034,31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,no
35035,33,technician,single,secondary,no,177,yes,no,unknown,23,may,293,1,-1,0,unknown,no
35036,42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,yes
35037,59,blue-collar,married,secondary,no,1376,no,yes,unknown,9,may,61,4,-1,0,unknown,no
35038,30,management,married,tertiary,no,0,no,no,cellular,7,aug,74,1,-1,0,unknown,no
35039,40,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,1,-1,0,unknown,yes
35040,31,self-employed,married,secondary,no,157,yes,no,unknown,19,may,285,1,-1,0,unknown,no
35041,38,technician,divorced,secondary,no,1221,yes,yes,cellular,18,aug,73,7,-1,0,unknown,no
35042,37,management,married,tertiary,no,203,no,no,cellular,21,oct,759,1,90,5,success,yes
35043,20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
35044,29,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,903,4,-1,0,unknown,yes
35045,55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,no
35046,30,management,single,tertiary,no,1675,no,no,cellular,4,sep,181,1,-1,0,unknown,no
35047,74,retired,married,primary,no,5539,no,no,cellular,12,jul,390,2,159,3,failure,no
35048,48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,1,98,5,success,yes
35049,39,services,single,tertiary,no,410,no,no,unknown,19,jun,266,4,-1,0,unknown,no
35050,35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,1,-1,0,unknown,yes
35051,47,management,divorced,tertiary,no,8226,yes,no,cellular,30,jul,137,2,-1,0,unknown,no
35052,58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
35053,33,management,married,tertiary,no,22867,yes,no,cellular,10,aug,73,1,440,2,failure,no
35054,31,self-employed,married,tertiary,no,322,yes,no,unknown,8,may,159,1,-1,0,unknown,no
35055,57,retired,married,primary,no,1532,no,no,telephone,6,feb,286,3,-1,0,unknown,no
35056,39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,147,1,170,1,failure,no
35057,56,services,married,secondary,no,9,no,yes,cellular,20,aug,285,2,-1,0,unknown,no
35058,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,yes
35059,57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,no
35060,46,services,married,primary,no,437,yes,no,cellular,13,may,546,3,-1,0,unknown,yes
35061,33,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,160,1,-1,0,unknown,no
35062,28,admin.,married,secondary,no,934,yes,no,unknown,4,jul,53,2,-1,0,unknown,no
35063,51,management,married,primary,no,98,yes,no,unknown,7,may,114,2,-1,0,unknown,no
35064,50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,176,1,failure,yes
35065,49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,722,1,-1,0,unknown,yes
35066,41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,1,-1,0,unknown,yes
35067,56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,yes
35068,77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,yes
35069,33,unemployed,single,tertiary,no,4874,no,no,telephone,22,feb,363,2,-1,0,unknown,no
35070,44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown,no
35071,30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no
35072,35,blue-collar,married,secondary,no,154,yes,no,unknown,23,may,211,4,-1,0,unknown,no
35073,38,unemployed,married,secondary,no,0,no,no,cellular,24,jul,168,2,-1,0,unknown,no
35074,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,6,-1,0,unknown,yes
35075,39,entrepreneur,married,tertiary,yes,-172,yes,no,cellular,15,may,562,2,-1,0,unknown,yes
35076,37,management,married,secondary,no,80,no,no,cellular,27,aug,155,3,-1,0,unknown,no
35077,36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,260,2,success,yes
35078,46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
35079,62,retired,married,tertiary,no,2557,yes,no,cellular,14,sep,211,1,216,7,success,yes
35080,51,entrepreneur,married,secondary,no,0,no,no,unknown,30,may,510,3,-1,0,unknown,no
35081,36,admin.,single,tertiary,no,364,no,yes,cellular,31,aug,185,1,123,1,failure,yes
35082,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,1,other,yes
35083,41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253,2,failure,no
35084,33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,no
35085,55,housemaid,married,primary,no,1537,no,no,unknown,19,jun,359,1,-1,0,unknown,no
35086,62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
35087,46,housemaid,married,primary,no,296,yes,no,unknown,20,jun,205,4,-1,0,unknown,no
35088,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,yes
35089,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,yes
35090,36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes
35091,42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,2,-1,0,unknown,yes
35092,37,blue-collar,single,secondary,no,847,no,no,unknown,20,jun,54,1,-1,0,unknown,no
35093,58,admin.,married,secondary,no,2160,yes,yes,cellular,5,may,1090,1,-1,0,unknown,yes
35094,50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,yes
35095,31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,nov,290,1,-1,0,unknown,no
35096,41,blue-collar,married,primary,no,512,yes,no,unknown,6,may,233,2,-1,0,unknown,no
35097,35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
35098,34,services,single,secondary,no,258,yes,no,unknown,4,jun,131,2,-1,0,unknown,no
35099,35,admin.,divorced,secondary,no,0,no,no,cellular,30,jul,186,6,-1,0,unknown,no
35100,59,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52,8,-1,0,unknown,no
35101,54,admin.,married,secondary,no,0,yes,yes,cellular,23,jul,117,1,-1,0,unknown,no
35102,38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,yes
35103,33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,unknown,yes
35104,37,technician,married,secondary,no,28,no,no,cellular,21,aug,101,2,-1,0,unknown,no
35105,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,yes
35106,32,services,married,secondary,no,109,yes,no,unknown,2,jun,364,13,-1,0,unknown,no
35107,27,management,single,tertiary,no,574,yes,no,cellular,18,may,196,3,-1,0,unknown,no
35108,35,entrepreneur,married,secondary,no,2971,no,no,cellular,21,nov,112,2,-1,0,unknown,no
35109,39,services,married,secondary,no,208,no,yes,cellular,9,feb,122,2,-1,0,unknown,no
35110,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,188,1,-1,0,unknown,no
35111,45,management,married,tertiary,no,904,yes,yes,unknown,20,jun,14,9,-1,0,unknown,no
35112,32,technician,single,tertiary,no,5514,no,no,cellular,22,apr,319,1,182,1,success,yes
35113,38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,no
35114,31,admin.,married,secondary,no,212,yes,no,cellular,18,jul,191,3,-1,0,unknown,no
35115,31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes
35116,30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,1,343,4,failure,yes
35117,45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,4,-1,0,unknown,yes
35118,77,retired,married,primary,no,2590,no,no,telephone,15,feb,112,5,94,15,success,no
35119,35,management,married,secondary,no,53,yes,no,cellular,18,nov,378,1,-1,0,unknown,no
35120,57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,189,2,-1,0,unknown,no
35121,65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,unknown,no
35122,55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,293,3,-1,0,unknown,no
35123,59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,yes
35124,74,retired,married,secondary,no,935,no,no,cellular,25,oct,400,1,173,3,success,yes
35125,47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,111,1,-1,0,unknown,no
35126,54,unknown,married,secondary,no,2206,no,no,cellular,13,may,260,1,91,4,success,yes
35127,47,services,divorced,secondary,no,-288,yes,no,unknown,28,may,107,7,-1,0,unknown,no
35128,66,retired,divorced,unknown,no,53,no,no,cellular,12,jul,562,4,-1,0,unknown,yes
35129,37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,-1,0,unknown,yes
35130,55,retired,married,secondary,no,241,yes,no,unknown,20,jun,14,6,-1,0,unknown,no
35131,44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
35132,60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success,yes
35133,29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,yes
35134,26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,-1,0,unknown,yes
35135,30,self-employed,single,tertiary,no,432,yes,no,cellular,2,feb,402,1,-1,0,unknown,yes
35136,43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,4,-1,0,unknown,yes
35137,46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown,no
35138,53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown,yes
35139,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown,yes
35140,38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,yes
35141,29,admin.,single,secondary,no,3528,no,no,cellular,8,oct,137,1,-1,0,unknown,yes
35142,57,admin.,divorced,secondary,no,-461,yes,yes,unknown,4,jun,145,8,-1,0,unknown,no
35143,48,technician,divorced,secondary,no,-154,no,no,unknown,3,jun,342,3,-1,0,unknown,no
35144,57,entrepreneur,married,tertiary,no,958,no,no,unknown,6,jun,250,2,-1,0,unknown,no
35145,31,technician,married,secondary,no,106,yes,no,unknown,13,may,101,13,-1,0,unknown,no
35146,30,management,single,tertiary,no,156,yes,no,unknown,9,jun,174,9,-1,0,unknown,no
35147,60,retired,married,secondary,no,8121,yes,yes,cellular,18,aug,98,7,-1,0,unknown,no
35148,43,technician,married,secondary,no,3288,yes,no,cellular,21,nov,775,3,-1,0,unknown,yes
35149,26,admin.,single,secondary,no,255,no,no,cellular,14,aug,209,2,106,2,success,yes
35150,33,services,married,primary,no,0,yes,no,cellular,7,may,227,2,-1,0,unknown,no
35151,33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,4,-1,0,unknown,yes
35152,86,retired,divorced,unknown,no,157,no,no,telephone,7,sep,147,1,-1,0,unknown,no
35153,37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,7,failure,no
35154,28,technician,single,secondary,no,2000,no,no,telephone,3,feb,226,2,-1,0,unknown,no
35155,27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,435,2,-1,0,unknown,no
35156,38,technician,single,tertiary,no,2496,no,no,unknown,17,jun,193,1,-1,0,unknown,no
35157,39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no
35158,59,technician,married,primary,no,3163,yes,no,unknown,29,may,240,2,-1,0,unknown,no
35159,31,services,married,secondary,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown,no
35160,45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,yes
35161,32,student,married,secondary,no,833,yes,no,telephone,2,nov,227,5,164,3,other,no
35162,43,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,no
35163,31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown,yes
35164,56,retired,married,primary,no,152,yes,yes,cellular,30,jul,65,7,-1,0,unknown,no
35165,53,technician,married,secondary,no,1982,yes,yes,cellular,27,nov,160,1,-1,0,unknown,yes
35166,57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,286,3,-1,0,unknown,no
35167,69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes
35168,49,technician,married,secondary,no,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,no
35169,46,admin.,married,secondary,no,1264,no,no,telephone,28,jan,100,2,-1,0,unknown,no
35170,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,-1,0,unknown,yes
35171,30,entrepreneur,single,secondary,no,265,yes,yes,unknown,3,jun,67,10,-1,0,unknown,no
35172,34,entrepreneur,married,tertiary,no,105,yes,no,unknown,28,may,249,2,-1,0,unknown,no
35173,34,management,married,tertiary,no,3402,no,no,cellular,3,jun,88,2,-1,0,unknown,no
35174,54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,-1,0,unknown,yes
35175,34,blue-collar,married,tertiary,no,17672,no,no,cellular,20,nov,548,1,-1,0,unknown,no
35176,36,blue-collar,married,primary,no,1503,no,no,cellular,19,nov,138,1,-1,0,unknown,no
35177,38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,jul,138,4,-1,0,unknown,no
35178,40,management,single,tertiary,no,27,no,no,cellular,27,aug,165,6,-1,0,unknown,no
35179,71,retired,married,secondary,no,5715,no,no,cellular,17,nov,747,2,-1,0,unknown,yes
35180,39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,882,2,-1,0,unknown,yes
35181,35,management,married,tertiary,no,0,yes,yes,cellular,25,jul,86,4,-1,0,unknown,no
35182,29,self-employed,married,tertiary,no,1,no,no,cellular,18,jul,167,3,-1,0,unknown,no
35183,46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,no
35184,59,retired,married,secondary,no,5678,yes,no,unknown,14,may,238,2,-1,0,unknown,no
35185,52,blue-collar,married,secondary,no,665,yes,no,unknown,15,may,57,4,-1,0,unknown,no
35186,34,management,married,tertiary,no,16,yes,no,telephone,29,sep,316,1,119,1,other,yes
35187,36,blue-collar,divorced,secondary,no,2278,yes,no,unknown,23,may,152,2,-1,0,unknown,no
35188,55,retired,married,secondary,no,493,yes,no,unknown,13,may,647,7,-1,0,unknown,no
35189,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown,yes
35190,60,blue-collar,married,primary,no,5,no,no,cellular,4,may,494,1,95,2,success,yes
35191,49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,-1,0,unknown,yes
35192,37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown,yes
35193,39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,346,2,128,8,success,no
35194,45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
35195,31,blue-collar,married,primary,no,196,no,no,cellular,7,aug,248,1,-1,0,unknown,no
35196,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
35197,41,management,married,secondary,no,3096,NULL,no,cellular,24,jul,273,6,-1,0,unknown,no
35198,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes
35199,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
35200,31,management,single,tertiary,no,0,yes,no,cellular,8,sep,76,1,-1,0,unknown,no
35201,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
35202,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,yes
35203,30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes
35204,34,technician,single,tertiary,no,2671,no,no,cellular,19,aug,119,9,-1,0,unknown,no
35205,76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,yes
35206,48,management,married,primary,no,606,no,no,cellular,5,mar,77,6,-1,0,unknown,no
35207,32,technician,single,tertiary,no,392,yes,no,cellular,21,nov,148,2,-1,0,unknown,no
35208,36,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,859,1,235,1,other,no
35209,57,services,married,primary,no,1728,yes,no,telephone,16,jul,164,1,-1,0,unknown,no
35210,28,services,single,secondary,no,60,no,yes,cellular,29,jan,248,1,-1,0,unknown,no
35211,29,blue-collar,married,primary,no,787,yes,no,cellular,24,jul,257,2,-1,0,unknown,no
35212,43,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,351,1,337,3,failure,no
35213,32,blue-collar,single,secondary,no,138,yes,no,cellular,15,may,215,2,-1,0,unknown,no
35214,35,management,single,tertiary,no,995,no,no,cellular,5,feb,39,1,-1,0,unknown,no
35215,28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,-1,0,unknown,no
35216,41,technician,single,secondary,no,5329,no,no,cellular,14,jul,397,2,-1,0,unknown,yes
35217,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
35218,32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,281,4,188,1,failure,yes
35219,33,self-employed,married,tertiary,no,1278,no,no,cellular,6,oct,649,1,-1,0,unknown,yes
35220,27,admin.,single,secondary,no,592,yes,yes,cellular,5,feb,466,3,-1,0,unknown,no
35221,57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,-1,0,unknown,yes
35222,43,management,single,tertiary,no,1806,yes,no,cellular,12,aug,161,2,-1,0,unknown,no
35223,30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,unknown,yes
35224,34,services,single,secondary,no,1239,yes,no,unknown,23,may,164,1,-1,0,unknown,no
35225,35,services,married,tertiary,no,0,yes,no,unknown,2,jun,312,2,-1,0,unknown,no
35226,39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,1,-1,0,unknown,no
35227,48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,yes
35228,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown,yes
35229,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
35230,45,retired,divorced,secondary,no,1735,no,yes,unknown,17,jun,306,1,-1,0,unknown,no
35231,36,management,single,tertiary,no,8,no,no,cellular,29,jul,858,7,-1,0,unknown,no
35232,33,management,married,tertiary,no,2071,no,no,cellular,8,aug,106,2,-1,0,unknown,no
35233,20,student,single,unknown,no,755,no,no,cellular,29,dec,284,1,-1,0,unknown,yes
35234,28,admin.,single,secondary,no,0,yes,yes,cellular,18,may,390,5,-1,0,unknown,yes
35235,44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,483,1,-1,0,unknown,yes
35236,58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138,5,-1,0,unknown,no
35237,31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,no
35238,52,blue-collar,married,primary,no,4660,no,no,cellular,18,aug,82,3,-1,0,unknown,no
35239,55,technician,married,secondary,no,517,yes,yes,unknown,19,may,61,4,-1,0,unknown,no
35240,21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,156,4,99,2,success,no
35241,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes
35242,58,housemaid,married,primary,no,435,yes,no,telephone,28,jul,122,6,-1,0,unknown,no
35243,29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure,no
35244,50,management,divorced,tertiary,no,810,no,no,cellular,15,sep,91,1,103,3,success,yes
35245,43,blue-collar,married,primary,no,3064,yes,no,cellular,20,nov,2453,2,-1,0,unknown,yes
35246,48,management,divorced,tertiary,no,700,yes,no,cellular,29,aug,488,2,-1,0,unknown,no
35247,47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
35248,36,services,single,secondary,no,99,no,no,unknown,17,jun,256,9,-1,0,unknown,no
35249,29,management,married,tertiary,no,8103,no,no,cellular,28,may,473,3,-1,0,unknown,yes
35250,50,housemaid,single,primary,no,1158,yes,no,cellular,3,feb,116,3,265,3,failure,no
35251,31,technician,single,secondary,no,816,no,no,cellular,9,jun,100,2,-1,0,unknown,no
35252,26,management,single,tertiary,no,1438,no,no,cellular,27,apr,321,1,449,1,other,yes
35253,64,management,married,unknown,no,2352,no,no,cellular,3,nov,181,4,183,7,success,yes
35254,55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,273,1,failure,yes
35255,35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,yes
35256,53,blue-collar,divorced,primary,no,559,no,no,telephone,9,feb,16,5,-1,0,unknown,no
35257,44,admin.,single,secondary,no,275,yes,no,cellular,14,may,7,5,367,4,failure,no
35258,62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,unknown,yes
35259,35,technician,divorced,secondary,no,84,yes,yes,cellular,6,may,954,1,-1,0,unknown,yes
35260,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
35261,57,entrepreneur,divorced,tertiary,no,873,no,no,unknown,17,jun,441,3,-1,0,unknown,no
35262,33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes
35263,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
35264,46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,207,1,-1,0,unknown,no
35265,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
35266,44,housemaid,single,secondary,no,299,no,no,cellular,20,nov,186,1,-1,0,unknown,no
35267,59,retired,divorced,primary,no,20,no,no,cellular,10,jul,298,1,-1,0,unknown,no
35268,45,technician,married,secondary,no,0,no,no,telephone,13,aug,99,1,-1,0,unknown,no
35269,31,blue-collar,married,primary,no,50,yes,no,unknown,8,may,300,2,-1,0,unknown,no
35270,35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes
35271,51,management,married,tertiary,no,4,yes,no,cellular,21,nov,58,2,-1,0,unknown,no
35272,48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes
35273,48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
35274,40,admin.,married,secondary,no,732,no,no,cellular,9,sep,71,1,139,4,success,no
35275,59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes
35276,34,admin.,married,secondary,no,-312,yes,no,unknown,9,may,232,1,-1,0,unknown,no
35277,32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,jun,112,1,-1,0,unknown,no
35278,60,services,divorced,secondary,no,758,no,no,cellular,3,feb,282,1,-1,0,unknown,no
35279,28,blue-collar,single,secondary,no,3430,yes,no,unknown,6,jun,72,6,-1,0,unknown,no
35280,32,unemployed,single,secondary,no,1026,yes,no,cellular,13,may,289,1,-1,0,unknown,yes
35281,37,unemployed,divorced,tertiary,no,1085,no,no,cellular,25,aug,146,4,-1,0,unknown,no
35282,44,services,married,secondary,no,850,no,yes,cellular,16,jul,220,5,-1,0,unknown,no
35283,46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,87,3,-1,0,unknown,no
35284,43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes
35285,30,technician,single,secondary,no,863,yes,no,unknown,16,may,1193,5,-1,0,unknown,yes
35286,38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158,1,-1,0,unknown,no
35287,56,management,married,tertiary,no,171,no,yes,telephone,17,jul,610,2,-1,0,unknown,no
35288,38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
35289,33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
35290,64,housemaid,married,unknown,no,2645,no,no,telephone,3,feb,219,2,-1,0,unknown,yes
35291,30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,yes
35292,47,housemaid,married,secondary,no,582,no,no,cellular,13,aug,73,1,-1,0,unknown,no
35293,54,management,single,secondary,no,602,no,no,cellular,30,jul,101,2,-1,0,unknown,no
35294,34,technician,single,secondary,no,85,yes,no,unknown,20,may,1182,4,-1,0,unknown,yes
35295,28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown,yes
35296,47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown,yes
35297,26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes
35298,43,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,187,1,152,2,failure,no
