id,age,job,marital,education,producto,is_in_default,balance
12212,49.0,blue-collar,married,secondary,hipoteca,0.0,30
12213,31.0,admin.,married,secondary,hipoteca_credito,0.0,298
12214,29.0,management,single,tertiary,hipoteca__deposit,0.0,572
12215,28.0,management,single,tertiary,hipoteca__deposit,0.0,890
12217,50.0,blue-collar,married,primary,hipoteca__deposit,0.0,-522
12218,30.0,blue-collar,married,primary,hipoteca__deposit,0.0,201
12220,32.0,management,married,tertiary,hipoteca,0.0,141
12221,60.0,retired,married,tertiary,hipoteca,0.0,2194
12223,22.0,admin.,single,secondary,deposit,0.0,33
12224,27.0,management,married,tertiary,deposit,0.0,893
12225,66.0,retired,married,primary,deposit,0.0,206
12226,41.0,entrepreneur,married,tertiary,hipoteca,0.0,306
12227,30.0,services,married,secondary,hipoteca__deposit,0.0,48
12228,42.0,admin.,married,secondary,hipoteca,0.0,214
12229,32.0,services,single,secondary,hipoteca,0.0,182
12230,51.0,services,married,primary,hipoteca,0.0,-553
12232,41.0,admin.,single,secondary,hipoteca_credito_deposit,0.0,-109
12235,32.0,technician,married,tertiary,hipoteca__deposit,0.0,2976
12236,61.0,retired,married,tertiary,deposit,0.0,32685
12237,46.0,blue-collar,divorced,secondary,hipoteca,0.0,709
12238,46.0,management,married,unknown,hipoteca,0.0,802
12241,39.0,management,married,tertiary,hipoteca,0.0,22
12242,40.0,blue-collar,married,secondary,hipoteca,0.0,679
12243,58.0,technician,married,unknown,hipoteca,0.0,49
12244,41.0,unknown,single,unknown,deposit,0.0,942
12245,39.0,admin.,divorced,secondary,hipoteca,0.0,83
12246,27.0,admin.,single,secondary,credito,0.0,454
12247,49.0,management,married,tertiary,deposit,0.0,561
12248,57.0,services,married,secondary,hipoteca,0.0,84
12249,36.0,admin.,married,tertiary,hipoteca,0.0,211
12250,48.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1405
12251,40.0,blue-collar,married,secondary,hipoteca,0.0,1023
12253,53.0,management,married,tertiary,deposit,0.0,1624
12254,55.0,housemaid,divorced,primary,deposit,0.0,77
12256,82.0,retired,divorced,primary,deposit,0.0,0
12257,46.0,blue-collar,married,primary,hipoteca,0.0,-29
12258,41.0,management,single,tertiary,deposit,0.0,1253
12259,34.0,technician,married,tertiary,hipoteca,0.0,932
12260,28.0,admin.,single,tertiary,deposit,0.0,832
12261,30.0,management,single,tertiary,deposit,0.0,3340
12262,38.0,management,married,tertiary,deposit,0.0,3436
12263,29.0,management,single,tertiary,hipoteca__deposit,0.0,983
12264,38.0,services,single,secondary,hipoteca,0.0,322
12265,23.0,services,married,secondary,hipoteca,0.0,1309
12266,52.0,management,married,tertiary,deposit,0.0,7192
12267,35.0,blue-collar,divorced,primary,credito,0.0,13
12268,47.0,unknown,married,unknown,deposit,0.0,677
12269,67.0,retired,divorced,primary,deposit,0.0,2027
12270,37.0,management,single,tertiary,hipoteca__deposit,0.0,62
12271,40.0,technician,single,tertiary,deposit,0.0,431
12272,22.0,self-employed,single,tertiary,deposit,0.0,780
12273,30.0,self-employed,married,tertiary,hipoteca_credito_deposit,0.0,543
12274,31.0,admin.,single,tertiary,hipoteca,0.0,-218
12275,26.0,blue-collar,single,tertiary,deposit,0.0,644
12276,40.0,blue-collar,married,secondary,hipoteca,0.0,-60
12277,62.0,management,married,secondary,hipoteca__deposit,0.0,4562
12278,52.0,technician,married,secondary,hipoteca__deposit,0.0,5303
12280,41.0,entrepreneur,single,secondary,deposit,0.0,663
12282,69.0,retired,married,primary,deposit,0.0,324
12283,30.0,management,married,tertiary,hipoteca__deposit,0.0,7
12285,71.0,retired,married,primary,deposit,0.0,4657
12287,30.0,blue-collar,married,primary,hipoteca,0.0,0
12290,36.0,management,single,tertiary,deposit,0.0,2944
12291,47.0,blue-collar,married,secondary,hipoteca__deposit,0.0,182
12292,43.0,technician,married,tertiary,deposit,0.0,2643
12295,53.0,management,divorced,tertiary,credito_deposit,0.0,380
12297,59.0,unemployed,married,secondary,deposit,0.0,1625
12298,35.0,services,married,tertiary,hipoteca,0.0,0
12299,32.0,management,single,tertiary,deposit,0.0,623
12300,76.0,retired,married,primary,deposit,0.0,3324
12301,39.0,technician,divorced,secondary,hipoteca__deposit,0.0,291
12302,36.0,entrepreneur,divorced,tertiary,credito_deposit,0.0,776
12303,54.0,services,married,unknown,credito,0.0,386
12304,60.0,retired,married,secondary,deposit,0.0,1853
12305,36.0,management,married,tertiary,hipoteca__deposit,0.0,0
12307,33.0,management,single,tertiary,deposit,0.0,935
12308,22.0,housemaid,single,secondary,deposit,0.0,1796
12312,29.0,services,single,secondary,hipoteca,0.0,197
12314,40.0,admin.,single,tertiary,deposit,0.0,1248
12315,31.0,admin.,married,secondary,hipoteca,0.0,212
12316,30.0,blue-collar,single,secondary,hipoteca,0.0,1165
12318,51.0,technician,married,secondary,hipoteca_credito_deposit,0.0,371
12319,49.0,blue-collar,married,secondary,hipoteca,0.0,90
12320,55.0,blue-collar,married,primary,credito,0.0,-79
12321,66.0,housemaid,divorced,primary,deposit,0.0,3701
12322,61.0,management,married,tertiary,deposit,0.0,6016
12325,49.0,technician,divorced,secondary,credito,0.0,342
12326,40.0,management,married,tertiary,hipoteca__deposit,0.0,3352
12327,54.0,services,divorced,secondary,deposit,0.0,0
12328,36.0,blue-collar,married,secondary,hipoteca,0.0,153
12329,32.0,technician,single,secondary,hipoteca__deposit,0.0,116
12330,50.0,technician,married,secondary,deposit,0.0,3370
12332,33.0,self-employed,single,tertiary,deposit,0.0,61
12333,52.0,blue-collar,married,primary,hipoteca,0.0,2396
12334,30.0,services,single,secondary,hipoteca_credito,0.0,-100
12335,46.0,student,single,unknown,deposit,0.0,1527
12336,40.0,blue-collar,married,secondary,hipoteca,0.0,1938
12337,37.0,blue-collar,married,primary,hipoteca,0.0,157
12338,38.0,management,single,tertiary,hipoteca__deposit,0.0,619
12340,45.0,management,married,tertiary,hipoteca__deposit,0.0,309
12341,37.0,blue-collar,married,secondary,hipoteca_credito,1.0,-399
12342,31.0,admin.,single,secondary,hipoteca,0.0,396
12343,59.0,technician,married,secondary,deposit,0.0,259
12344,27.0,technician,married,tertiary,hipoteca_credito,0.0,8
12345,33.0,management,married,tertiary,deposit,0.0,1047
12346,43.0,admin.,married,secondary,hipoteca_credito,0.0,2
12347,59.0,retired,married,secondary,deposit,0.0,493
12348,30.0,services,single,secondary,credito,0.0,245
12350,32.0,self-employed,single,tertiary,hipoteca__deposit,0.0,1249
12351,41.0,services,married,primary,hipoteca,0.0,0
12352,52.0,management,divorced,tertiary,hipoteca,0.0,-803
12353,41.0,admin.,married,secondary,credito,0.0,683
12354,61.0,retired,divorced,secondary,deposit,0.0,4243
12355,47.0,admin.,married,secondary,deposit,0.0,3480
12358,44.0,blue-collar,divorced,primary,hipoteca,0.0,-57
12361,28.0,admin.,single,secondary,deposit,0.0,127
12362,36.0,management,married,tertiary,hipoteca,0.0,2326
12363,49.0,entrepreneur,single,secondary,deposit,0.0,5802
12364,36.0,management,single,tertiary,deposit,0.0,436
12365,41.0,blue-collar,single,primary,hipoteca__deposit,0.0,1618
12366,35.0,management,divorced,tertiary,deposit,0.0,2885
12367,60.0,retired,married,tertiary,hipoteca__deposit,0.0,2557
12368,35.0,management,married,tertiary,hipoteca__deposit,0.0,1133
12370,30.0,management,single,tertiary,deposit,0.0,533
12371,46.0,technician,married,secondary,hipoteca_credito_deposit,0.0,3
12372,39.0,blue-collar,divorced,secondary,hipoteca,0.0,36
12373,43.0,services,divorced,unknown,hipoteca,0.0,2363
12374,27.0,student,single,tertiary,deposit,0.0,5291
12375,46.0,admin.,married,tertiary,deposit,0.0,2552
12376,33.0,admin.,divorced,tertiary,deposit,0.0,891
12377,25.0,management,married,tertiary,hipoteca_credito_deposit,0.0,-242
12378,25.0,admin.,single,tertiary,hipoteca__deposit,0.0,760
12380,35.0,services,single,tertiary,deposit,0.0,0
12381,49.0,blue-collar,married,secondary,hipoteca_credito,0.0,134
12382,60.0,retired,married,secondary,deposit,0.0,597
12384,29.0,management,single,secondary,hipoteca__deposit,0.0,703
12385,38.0,management,married,tertiary,deposit,0.0,613
12386,28.0,services,single,secondary,hipoteca__deposit,0.0,341
12388,50.0,housemaid,married,secondary,deposit,0.0,388
12389,32.0,technician,married,secondary,hipoteca,0.0,5
12390,30.0,blue-collar,married,secondary,hipoteca,0.0,-529
12391,40.0,unemployed,divorced,secondary,deposit,0.0,1694
12392,38.0,admin.,married,secondary,hipoteca_credito_deposit,0.0,0
12393,32.0,blue-collar,single,secondary,deposit,0.0,400
12394,36.0,management,married,primary,deposit,0.0,1506
12395,38.0,blue-collar,married,secondary,hipoteca_credito,0.0,292
12396,38.0,technician,divorced,tertiary,hipoteca,0.0,791
12397,76.0,retired,married,secondary,deposit,0.0,820
12398,37.0,management,married,tertiary,hipoteca,0.0,-491
12399,52.0,self-employed,single,primary,credito,0.0,217
12400,46.0,admin.,married,secondary,hipoteca_credito,0.0,0
12402,60.0,technician,married,secondary,deposit,0.0,294
12403,33.0,management,single,tertiary,hipoteca__deposit,0.0,952
12405,27.0,blue-collar,single,secondary,hipoteca,0.0,5563
12406,48.0,housemaid,married,secondary,credito_deposit,0.0,513
12407,46.0,management,divorced,tertiary,deposit,0.0,1329
12409,27.0,admin.,married,secondary,hipoteca__deposit,0.0,1293
12410,39.0,blue-collar,married,secondary,hipoteca_credito,0.0,854
12411,24.0,blue-collar,single,secondary,hipoteca__deposit,1.0,-203
12412,39.0,management,married,secondary,hipoteca,0.0,13578
12413,33.0,technician,single,tertiary,deposit,0.0,3689
12414,46.0,blue-collar,married,secondary,credito,0.0,-396
12415,33.0,technician,married,secondary,hipoteca__deposit,0.0,2044
12416,52.0,management,married,tertiary,hipoteca,0.0,601
12417,35.0,services,married,unknown,deposit,0.0,618
12418,32.0,entrepreneur,married,secondary,deposit,0.0,390
12419,46.0,blue-collar,married,secondary,hipoteca,0.0,-27
12421,41.0,technician,married,tertiary,deposit,0.0,515
12422,46.0,blue-collar,married,primary,hipoteca__deposit,0.0,804
12423,32.0,blue-collar,married,secondary,hipoteca,0.0,4996
12425,43.0,management,married,tertiary,deposit,0.0,3186
12426,34.0,blue-collar,married,secondary,hipoteca__deposit,0.0,2495
12428,39.0,management,married,tertiary,hipoteca_credito,0.0,691
12429,25.0,management,single,tertiary,deposit,0.0,808
12430,45.0,admin.,married,secondary,hipoteca,0.0,111
12431,24.0,admin.,single,secondary,deposit,0.0,1295
12432,26.0,management,single,tertiary,deposit,0.0,222
12434,34.0,entrepreneur,married,tertiary,hipoteca__deposit,0.0,1076
12435,40.0,technician,single,secondary,hipoteca__deposit,0.0,5637
12436,32.0,blue-collar,single,tertiary,deposit,0.0,700
12437,35.0,management,single,tertiary,hipoteca,0.0,243
12438,43.0,entrepreneur,married,primary,hipoteca_credito,0.0,2315
12440,33.0,admin.,single,secondary,hipoteca,0.0,598
12441,47.0,housemaid,single,primary,hipoteca__deposit,0.0,2785
12442,31.0,blue-collar,married,secondary,hipoteca_credito_deposit,0.0,152
12443,30.0,admin.,divorced,secondary,hipoteca,0.0,370
12444,30.0,management,single,tertiary,hipoteca,0.0,3773
12446,49.0,admin.,married,secondary,hipoteca_credito,0.0,880
12447,38.0,technician,divorced,secondary,hipoteca__deposit,0.0,902
12448,44.0,admin.,single,secondary,deposit,0.0,1534
12449,30.0,services,single,secondary,hipoteca,0.0,438
12450,50.0,blue-collar,divorced,secondary,hipoteca,0.0,203
12452,33.0,management,married,tertiary,hipoteca__deposit,0.0,0
12453,47.0,admin.,divorced,secondary,deposit,0.0,225
12455,59.0,technician,married,secondary,hipoteca_credito_deposit,0.0,135
12457,36.0,student,single,unknown,deposit,0.0,417
12459,23.0,student,single,secondary,deposit,0.0,431
12460,35.0,management,single,tertiary,credito,0.0,0
12461,29.0,management,married,tertiary,hipoteca,0.0,-6
12462,27.0,services,married,secondary,credito,0.0,221
12464,47.0,unemployed,married,secondary,deposit,0.0,817
12466,35.0,management,married,tertiary,deposit,0.0,8000
12467,48.0,management,single,secondary,credito,0.0,1106
12468,39.0,technician,single,secondary,hipoteca,0.0,681
12469,36.0,services,single,secondary,hipoteca_credito_deposit,0.0,1227
12471,36.0,admin.,married,secondary,hipoteca,0.0,110
12472,57.0,housemaid,married,primary,credito_deposit,0.0,625
12473,93.0,retired,married,unknown,deposit,0.0,775
12474,42.0,technician,single,tertiary,hipoteca_credito,0.0,35
12475,35.0,admin.,single,secondary,hipoteca,0.0,2452
12476,55.0,management,divorced,tertiary,deposit,0.0,0
12477,69.0,retired,single,tertiary,deposit,0.0,2144
12478,38.0,management,single,tertiary,hipoteca,0.0,690
12479,43.0,retired,married,secondary,deposit,0.0,860
12480,52.0,management,married,tertiary,deposit,0.0,40
12482,39.0,management,married,tertiary,hipoteca,0.0,0
12483,41.0,management,single,tertiary,deposit,0.0,1982
12484,35.0,management,single,tertiary,deposit,0.0,7918
12485,41.0,blue-collar,married,secondary,hipoteca,0.0,356
12486,75.0,retired,married,primary,deposit,0.0,1413
12487,42.0,blue-collar,married,secondary,hipoteca,0.0,1468
12488,28.0,student,single,secondary,deposit,0.0,0
12489,33.0,self-employed,single,tertiary,hipoteca__deposit,0.0,658
12490,38.0,services,single,primary,hipoteca,0.0,3715
12492,51.0,technician,married,secondary,deposit,0.0,6840
12493,34.0,entrepreneur,married,tertiary,hipoteca,0.0,105
12494,22.0,student,single,secondary,deposit,0.0,71
12496,41.0,management,married,tertiary,hipoteca_credito,0.0,-556
12498,46.0,entrepreneur,divorced,secondary,credito_deposit,0.0,-563
12499,44.0,self-employed,single,tertiary,hipoteca__deposit,0.0,2734
12500,55.0,management,divorced,tertiary,deposit,0.0,2037
12502,35.0,self-employed,married,tertiary,credito,1.0,28
12503,32.0,management,single,tertiary,hipoteca__deposit,0.0,2551
12505,35.0,technician,married,tertiary,deposit,0.0,7050
12507,31.0,blue-collar,married,secondary,hipoteca,0.0,505
12508,59.0,retired,married,primary,hipoteca,0.0,0
12509,36.0,management,married,tertiary,deposit,0.0,1113
12510,76.0,retired,married,primary,deposit,0.0,3324
12511,29.0,self-employed,single,tertiary,hipoteca,0.0,16
12512,37.0,management,married,tertiary,deposit,0.0,255
12513,34.0,blue-collar,married,secondary,hipoteca,0.0,467
12514,42.0,management,married,tertiary,credito,0.0,2110
12515,27.0,student,single,secondary,deposit,0.0,213
12516,29.0,blue-collar,married,primary,hipoteca,0.0,-382
12517,21.0,student,single,secondary,deposit,0.0,215
12518,48.0,unemployed,married,secondary,deposit,0.0,817
12519,28.0,blue-collar,single,secondary,credito,0.0,0
12521,35.0,management,married,tertiary,hipoteca,0.0,750
12522,36.0,technician,single,secondary,hipoteca_credito,0.0,301
12524,54.0,blue-collar,married,primary,hipoteca,0.0,6242
12526,28.0,technician,single,secondary,hipoteca__deposit,0.0,598
12527,35.0,technician,single,secondary,hipoteca__deposit,0.0,3490
12528,30.0,technician,married,secondary,hipoteca,0.0,1011
12529,33.0,technician,married,tertiary,deposit,0.0,0
12530,26.0,admin.,single,secondary,deposit,0.0,96
12531,66.0,retired,married,unknown,deposit,0.0,2540
12532,57.0,blue-collar,married,primary,credito,1.0,195
12533,33.0,admin.,single,secondary,hipoteca__deposit,0.0,5
12534,31.0,unemployed,married,secondary,hipoteca_credito_deposit,0.0,86
12536,37.0,blue-collar,married,primary,hipoteca,0.0,152
12537,52.0,admin.,single,unknown,hipoteca,0.0,872
12539,46.0,blue-collar,married,secondary,hipoteca,0.0,524
12540,35.0,technician,married,secondary,credito_deposit,0.0,-180
12541,54.0,management,married,tertiary,deposit,0.0,1303
12542,52.0,technician,married,tertiary,credito,0.0,7
12543,50.0,management,married,primary,deposit,0.0,313
12544,36.0,blue-collar,married,secondary,hipoteca,0.0,3463
12545,55.0,unemployed,divorced,secondary,deposit,0.0,309
12546,32.0,blue-collar,single,primary,hipoteca,0.0,180
12547,60.0,retired,divorced,tertiary,deposit,0.0,2
12548,25.0,services,married,secondary,hipoteca__deposit,0.0,0
12550,35.0,admin.,married,secondary,hipoteca__deposit,0.0,404
12551,37.0,blue-collar,married,secondary,hipoteca,0.0,105
12552,35.0,technician,married,secondary,deposit,0.0,2779
12553,46.0,entrepreneur,married,tertiary,hipoteca,0.0,4726
12554,40.0,blue-collar,married,primary,hipoteca,0.0,34
12555,33.0,blue-collar,married,secondary,hipoteca,0.0,-112
12558,42.0,management,single,tertiary,deposit,0.0,7560
12559,35.0,admin.,single,secondary,credito_deposit,0.0,-32
12560,68.0,retired,married,secondary,deposit,0.0,1146
12561,32.0,services,married,secondary,hipoteca_credito_deposit,0.0,264
12563,47.0,services,married,secondary,hipoteca__deposit,0.0,367
12564,40.0,admin.,divorced,secondary,deposit,0.0,2129
12566,58.0,management,divorced,tertiary,deposit,0.0,5701
12567,38.0,unemployed,married,tertiary,hipoteca__deposit,0.0,2812
12568,54.0,services,married,unknown,hipoteca__deposit,0.0,0
12569,39.0,admin.,divorced,secondary,hipoteca__deposit,0.0,878
12570,59.0,management,married,unknown,hipoteca_credito,0.0,3428
12571,40.0,blue-collar,married,secondary,hipoteca_credito,0.0,750
12572,72.0,self-employed,married,tertiary,deposit,0.0,132
12574,31.0,housemaid,single,primary,deposit,0.0,26965
12575,25.0,blue-collar,single,secondary,credito,0.0,76
12576,34.0,management,married,tertiary,deposit,0.0,589
12577,36.0,services,married,secondary,deposit,0.0,981
12578,50.0,admin.,single,secondary,deposit,0.0,133
12579,52.0,blue-collar,divorced,primary,hipoteca,0.0,196
12580,52.0,self-employed,married,tertiary,hipoteca_credito,0.0,2289
12581,46.0,unemployed,married,secondary,hipoteca,0.0,2940
12582,61.0,management,married,tertiary,deposit,0.0,997
12583,33.0,blue-collar,single,secondary,hipoteca__deposit,0.0,76
12584,39.0,technician,married,secondary,credito,0.0,8
12585,60.0,admin.,married,primary,credito,0.0,-444
12586,28.0,management,single,tertiary,hipoteca,0.0,466
12587,34.0,blue-collar,married,secondary,hipoteca_credito,0.0,808
12588,56.0,entrepreneur,married,tertiary,hipoteca,0.0,-124
12589,26.0,unemployed,single,secondary,deposit,0.0,632
12590,28.0,management,single,tertiary,deposit,0.0,9314
12591,39.0,management,married,secondary,deposit,0.0,1880
12592,33.0,management,married,tertiary,hipoteca,0.0,1195
12593,45.0,technician,married,secondary,hipoteca,0.0,1441
12594,50.0,management,married,tertiary,deposit,0.0,253
12595,25.0,services,single,secondary,hipoteca__deposit,0.0,162
12596,41.0,technician,single,tertiary,hipoteca,0.0,-89
12597,33.0,management,married,tertiary,hipoteca,0.0,3301
12599,45.0,unemployed,divorced,primary,deposit,1.0,11
12600,48.0,technician,married,secondary,hipoteca,0.0,759
12601,25.0,management,single,tertiary,hipoteca_credito_deposit,0.0,3
12602,49.0,management,married,secondary,hipoteca__deposit,0.0,1623
12603,52.0,blue-collar,married,secondary,credito_deposit,0.0,955
12604,46.0,management,married,tertiary,hipoteca,0.0,385
12605,36.0,blue-collar,divorced,secondary,credito,0.0,7051
12606,36.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,-308
12608,34.0,management,divorced,tertiary,deposit,0.0,2240
12609,27.0,services,married,secondary,hipoteca__deposit,0.0,0
12610,31.0,management,married,tertiary,hipoteca_credito_deposit,0.0,1224
12612,28.0,self-employed,single,tertiary,deposit,0.0,159
12614,42.0,services,married,tertiary,deposit,0.0,4216
12615,34.0,admin.,divorced,secondary,deposit,0.0,-251
12616,23.0,student,single,secondary,deposit,0.0,4126
12617,43.0,blue-collar,married,secondary,hipoteca__deposit,0.0,953
12619,59.0,blue-collar,married,primary,deposit,0.0,1939
12620,49.0,blue-collar,married,secondary,hipoteca_credito,0.0,1127
12621,32.0,housemaid,married,tertiary,hipoteca,0.0,10
12623,43.0,unemployed,married,primary,hipoteca_credito,0.0,9
12626,32.0,management,married,secondary,hipoteca,0.0,1477
12627,73.0,retired,married,unknown,deposit,0.0,739
12629,30.0,unemployed,married,secondary,hipoteca,0.0,142
12630,32.0,blue-collar,married,secondary,hipoteca_credito,0.0,-208
12632,40.0,housemaid,single,tertiary,deposit,0.0,7441
12633,33.0,entrepreneur,married,secondary,hipoteca,0.0,135
12634,54.0,technician,married,secondary,deposit,0.0,10185
12635,37.0,admin.,single,secondary,hipoteca__deposit,0.0,1097
12636,32.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1905
12637,41.0,blue-collar,married,primary,hipoteca__deposit,0.0,201
12638,28.0,technician,single,tertiary,hipoteca__deposit,0.0,1628
12639,44.0,admin.,married,secondary,hipoteca__deposit,0.0,1074
12640,59.0,retired,divorced,secondary,hipoteca,0.0,21
12641,32.0,self-employed,single,tertiary,hipoteca__deposit,0.0,658
12642,32.0,blue-collar,single,primary,hipoteca__deposit,0.0,398
12643,31.0,blue-collar,married,secondary,hipoteca__deposit,0.0,671
12644,28.0,blue-collar,single,tertiary,hipoteca,0.0,727
12645,28.0,unemployed,single,secondary,hipoteca,1.0,-353
12646,28.0,services,single,secondary,deposit,0.0,168
12649,31.0,self-employed,married,tertiary,deposit,0.0,168
12650,41.0,blue-collar,single,secondary,hipoteca,0.0,925
12651,26.0,blue-collar,single,secondary,credito_deposit,1.0,81
12652,38.0,technician,married,secondary,hipoteca__deposit,0.0,0
12653,34.0,unemployed,single,secondary,deposit,0.0,1965
12654,37.0,management,single,tertiary,deposit,0.0,240
12656,43.0,technician,married,secondary,hipoteca_credito,0.0,994
12657,35.0,services,married,secondary,hipoteca,0.0,0
12658,28.0,management,married,tertiary,hipoteca__deposit,0.0,12
12659,35.0,self-employed,married,tertiary,deposit,0.0,2427
12660,27.0,blue-collar,single,primary,hipoteca__deposit,0.0,265
12661,73.0,retired,married,unknown,deposit,0.0,519
12662,33.0,admin.,single,secondary,hipoteca,0.0,1437
12665,71.0,retired,divorced,primary,deposit,0.0,275
12668,32.0,services,single,secondary,hipoteca,0.0,659
12669,49.0,technician,married,tertiary,credito,0.0,-888
12671,46.0,admin.,divorced,secondary,deposit,0.0,2232
12672,29.0,technician,single,secondary,deposit,0.0,1165
12673,29.0,management,single,tertiary,deposit,0.0,5359
12674,37.0,management,married,tertiary,hipoteca,0.0,586
12676,49.0,management,married,tertiary,hipoteca__deposit,0.0,85
12677,49.0,blue-collar,married,primary,hipoteca,0.0,6215
12678,70.0,retired,divorced,secondary,deposit,0.0,0
12679,50.0,blue-collar,married,primary,deposit,0.0,3764
12680,55.0,admin.,married,secondary,hipoteca,0.0,865
12682,28.0,student,single,secondary,deposit,0.0,153
12683,39.0,blue-collar,married,primary,hipoteca,0.0,766
12684,35.0,blue-collar,married,secondary,hipoteca,0.0,106
12685,58.0,admin.,divorced,secondary,hipoteca__deposit,0.0,3337
12686,46.0,blue-collar,married,primary,hipoteca,0.0,333
12687,39.0,services,divorced,primary,hipoteca,0.0,471
12689,46.0,admin.,divorced,primary,hipoteca__deposit,0.0,429
12691,31.0,technician,married,secondary,hipoteca,0.0,106
12692,43.0,blue-collar,single,secondary,hipoteca__deposit,0.0,740
12693,37.0,management,single,tertiary,hipoteca__deposit,0.0,1027
12694,60.0,technician,married,secondary,deposit,0.0,1740
12695,35.0,services,married,secondary,hipoteca,0.0,437
12696,32.0,blue-collar,married,secondary,deposit,0.0,1879
12697,45.0,management,married,tertiary,deposit,0.0,655
12698,41.0,technician,married,tertiary,hipoteca,0.0,-15
12699,52.0,blue-collar,married,primary,deposit,0.0,1524
12700,58.0,housemaid,married,primary,hipoteca,0.0,260
12701,51.0,entrepreneur,married,primary,deposit,0.0,538
12702,44.0,management,married,unknown,deposit,0.0,282
12703,34.0,entrepreneur,married,tertiary,hipoteca__deposit,0.0,0
12704,43.0,blue-collar,married,primary,deposit,0.0,3917
12705,34.0,admin.,divorced,secondary,hipoteca,0.0,0
12706,37.0,services,single,secondary,hipoteca__deposit,0.0,278
12707,37.0,admin.,married,secondary,hipoteca,0.0,641
12708,34.0,management,single,tertiary,hipoteca__deposit,0.0,3821
12709,58.0,self-employed,married,tertiary,credito,0.0,327
12710,45.0,admin.,married,secondary,deposit,0.0,1206
12711,33.0,technician,married,secondary,hipoteca,0.0,-74
12713,61.0,self-employed,divorced,tertiary,hipoteca__deposit,0.0,6
12714,34.0,blue-collar,married,secondary,hipoteca__deposit,0.0,496
12715,45.0,housemaid,married,secondary,deposit,0.0,360
12716,34.0,blue-collar,married,primary,hipoteca,0.0,-78
12717,60.0,retired,married,primary,hipoteca,0.0,894
12718,62.0,management,married,tertiary,deposit,0.0,557
12719,28.0,management,single,tertiary,hipoteca__deposit,0.0,1287
12721,51.0,admin.,married,secondary,deposit,0.0,949
12723,27.0,admin.,married,tertiary,deposit,0.0,2855
12724,54.0,admin.,married,secondary,deposit,0.0,1633
12725,59.0,entrepreneur,married,secondary,deposit,0.0,496
12727,32.0,self-employed,single,tertiary,hipoteca__deposit,0.0,0
12728,39.0,services,divorced,secondary,hipoteca__deposit,0.0,687
12729,45.0,unemployed,single,secondary,hipoteca_credito,0.0,382
12730,33.0,services,married,secondary,hipoteca_credito,0.0,255
12731,34.0,admin.,married,tertiary,hipoteca__deposit,0.0,79
12733,34.0,management,married,tertiary,hipoteca__deposit,0.0,2287
12737,31.0,unemployed,single,secondary,hipoteca,0.0,209
12738,35.0,admin.,single,secondary,deposit,0.0,321
12740,26.0,unemployed,single,tertiary,deposit,0.0,814
12741,62.0,management,married,tertiary,deposit,0.0,0
12742,36.0,management,married,tertiary,deposit,0.0,3949
12743,33.0,admin.,married,tertiary,hipoteca__deposit,0.0,79
12744,34.0,unemployed,married,secondary,hipoteca,0.0,200
12745,37.0,blue-collar,married,primary,credito,0.0,89
12746,59.0,services,married,secondary,hipoteca__deposit,0.0,-22
12747,31.0,unemployed,married,secondary,deposit,0.0,6
12748,34.0,management,married,tertiary,deposit,0.0,0
12749,31.0,blue-collar,married,secondary,hipoteca_credito,0.0,-720
12750,37.0,technician,single,secondary,deposit,0.0,980
12751,39.0,blue-collar,married,primary,hipoteca,0.0,332
12752,20.0,student,single,secondary,deposit,0.0,215
12753,45.0,blue-collar,single,secondary,hipoteca,0.0,0
12754,32.0,technician,single,secondary,hipoteca__deposit,0.0,230
12755,34.0,blue-collar,married,primary,hipoteca__deposit,0.0,-1
12756,35.0,entrepreneur,married,secondary,hipoteca,0.0,1163
12757,48.0,management,divorced,tertiary,deposit,0.0,2263
12758,39.0,admin.,married,tertiary,deposit,0.0,1108
12759,31.0,admin.,married,secondary,hipoteca,0.0,54
12760,58.0,admin.,married,secondary,deposit,0.0,826
12761,36.0,blue-collar,married,secondary,hipoteca__deposit,0.0,249
12762,50.0,blue-collar,married,primary,deposit,0.0,82
12763,56.0,admin.,married,secondary,credito,0.0,33
12764,39.0,admin.,divorced,secondary,credito,0.0,1
12765,38.0,blue-collar,married,secondary,hipoteca,0.0,2008
12766,31.0,technician,married,secondary,hipoteca,0.0,465
12767,32.0,management,single,tertiary,deposit,0.0,1781
12768,31.0,blue-collar,single,unknown,hipoteca,1.0,17
12769,37.0,unemployed,married,secondary,hipoteca,0.0,4969
12771,39.0,services,married,secondary,hipoteca,0.0,0
12772,40.0,unemployed,married,secondary,hipoteca_credito,0.0,1077
12773,33.0,technician,single,tertiary,hipoteca,0.0,179
12774,31.0,management,married,tertiary,deposit,0.0,676
12775,59.0,management,married,tertiary,deposit,0.0,3342
12777,64.0,retired,married,tertiary,deposit,0.0,380
12778,55.0,retired,divorced,secondary,credito_deposit,0.0,1580
12779,38.0,technician,single,tertiary,deposit,0.0,1101
12780,35.0,management,married,tertiary,hipoteca,0.0,867
12781,37.0,management,married,tertiary,hipoteca,0.0,-666
12782,37.0,technician,single,secondary,hipoteca,0.0,228
12783,43.0,blue-collar,married,primary,hipoteca__deposit,0.0,3064
12784,32.0,student,single,secondary,deposit,0.0,1102
