id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
12953,41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
12954,45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no
12955,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
12956,49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
12957,41,blue-collar,married,secondary,no,356,yes,no,cellular,14,may,90,5,-1,0,unknown,no
12958,26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,unknown,yes
12959,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,1,160,2,other,yes
12960,29,admin.,married,secondary,no,-150,yes,no,unknown,6,may,328,1,-1,0,unknown,no
12961,56,management,divorced,tertiary,no,10532,no,no,cellular,7,aug,324,1,-1,0,unknown,yes
12962,36,management,married,secondary,no,565,no,no,cellular,27,mar,300,1,-1,0,unknown,yes
12963,55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no
12964,29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,1,-1,0,unknown,yes
12965,41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,no
12966,52,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,96,4,-1,0,unknown,no
12967,41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,1272,2,-1,0,unknown,yes
12968,39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,-1,0,unknown,yes
12969,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes
12970,37,technician,single,secondary,no,-59,yes,no,cellular,22,jul,70,1,-1,0,unknown,no
12971,38,technician,single,secondary,no,145,yes,no,unknown,27,may,109,2,-1,0,unknown,no
12972,25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,-1,0,unknown,no
12973,39,technician,married,secondary,no,1587,yes,no,cellular,2,jun,171,3,-1,0,unknown,yes
12974,34,blue-collar,married,secondary,no,113,yes,no,cellular,13,may,16,2,-1,0,unknown,no
12975,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes
12976,40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,unknown,yes
12977,55,admin.,married,secondary,no,8304,no,no,cellular,1,jun,201,1,-1,0,unknown,yes
12978,27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,182,1,success,yes
12979,31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no
12980,31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,514,2,-1,0,unknown,yes
12981,34,blue-collar,married,primary,no,3,yes,no,telephone,8,may,26,1,-1,0,unknown,no
12982,33,technician,divorced,secondary,yes,6,no,no,cellular,22,aug,239,2,-1,0,unknown,no
12983,50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
12984,37,technician,married,secondary,no,1120,yes,no,unknown,30,may,103,5,-1,0,unknown,no
12985,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown,yes
12986,40,technician,married,tertiary,no,1063,yes,yes,cellular,19,aug,264,2,-1,0,unknown,no
12987,32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no
12988,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
12989,52,housemaid,married,primary,no,256,no,no,cellular,6,aug,137,1,-1,0,unknown,no
12990,34,services,married,secondary,no,1182,yes,no,unknown,28,may,124,1,-1,0,unknown,no
12991,38,entrepreneur,married,primary,no,350,yes,no,cellular,8,may,75,1,-1,0,unknown,no
12992,47,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,3,-1,0,unknown,yes
12993,40,entrepreneur,married,primary,no,3676,yes,yes,unknown,15,may,101,1,-1,0,unknown,no
12994,21,student,single,primary,no,423,no,no,telephone,18,jan,287,5,285,5,success,yes
12995,33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,1,91,1,failure,yes
12996,76,retired,divorced,primary,no,2693,no,no,cellular,21,oct,107,2,-1,0,unknown,yes
12997,82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,unknown,yes
12998,38,services,married,secondary,no,2678,no,no,cellular,28,sep,282,2,187,1,success,yes
12999,33,management,married,tertiary,no,0,yes,yes,cellular,14,may,83,2,-1,0,unknown,no
13000,27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes
13001,71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes
13002,47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,261,1,-1,0,unknown,yes
13003,36,admin.,single,secondary,no,787,no,no,unknown,17,jun,92,1,-1,0,unknown,no
13004,29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,unknown,yes
13005,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no
13006,23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,unknown,no
13007,40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other,no
13008,54,technician,married,unknown,no,240,yes,no,cellular,29,oct,142,1,-1,0,unknown,yes
13009,27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
13010,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes
13011,59,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,no
13012,35,entrepreneur,married,secondary,no,1309,yes,no,cellular,18,nov,73,3,-1,0,unknown,no
13013,61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,1,92,3,success,yes
13014,80,retired,married,secondary,no,173,no,no,cellular,2,aug,87,3,-1,0,unknown,no
13015,22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
13016,72,retired,married,tertiary,no,3561,no,no,telephone,15,sep,511,3,184,7,success,yes
13017,37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no
13018,47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes
13019,57,retired,divorced,primary,no,63,no,yes,cellular,25,jul,1448,17,-1,0,unknown,yes
13020,60,retired,married,tertiary,no,2196,no,no,cellular,15,jun,318,3,-1,0,unknown,no
13021,35,management,married,tertiary,no,867,yes,no,unknown,2,jun,230,3,-1,0,unknown,yes
13022,35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,yes
13023,47,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,79,6,-1,0,unknown,no
13024,53,blue-collar,married,secondary,no,3079,no,no,cellular,5,apr,759,1,-1,0,unknown,no
13025,34,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,751,3,-1,0,unknown,yes
13026,30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,unknown,yes
13027,31,management,single,tertiary,no,11821,no,no,cellular,18,aug,384,11,-1,0,unknown,yes
13028,36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,-1,0,unknown,yes
13029,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
13030,52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes
13031,37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,no
13032,42,blue-collar,married,secondary,no,1958,yes,no,unknown,30,may,124,3,-1,0,unknown,no
13033,32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,281,4,188,1,failure,yes
13034,42,housemaid,single,secondary,no,578,no,no,telephone,28,jan,44,1,-1,0,unknown,no
13035,50,housemaid,married,tertiary,no,5260,yes,no,cellular,24,jul,51,2,-1,0,unknown,no
13036,48,management,married,tertiary,no,2266,no,no,cellular,18,nov,676,1,-1,0,unknown,yes
13037,31,blue-collar,married,secondary,no,2910,yes,no,unknown,23,may,1392,2,-1,0,unknown,yes
13038,47,unemployed,married,primary,no,0,no,no,unknown,18,jun,308,1,-1,0,unknown,no
13039,31,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,581,6,-1,0,unknown,yes
13040,50,admin.,divorced,secondary,no,363,yes,no,unknown,16,may,1340,1,-1,0,unknown,yes
13041,44,blue-collar,single,primary,no,1308,no,yes,unknown,19,jun,161,1,-1,0,unknown,no
13042,35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,945,2,-1,0,unknown,yes
13043,41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,yes
13044,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,-1,0,unknown,yes
13045,27,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,102,5,-1,0,unknown,no
13046,31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,yes
13047,35,services,married,secondary,no,1728,yes,no,cellular,17,apr,865,1,-1,0,unknown,no
13048,23,technician,single,unknown,no,231,yes,no,cellular,7,may,560,3,367,1,other,no
13049,57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no
13050,39,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure,no
13051,43,housemaid,married,secondary,no,150,no,no,telephone,28,jul,290,7,-1,0,unknown,no
13052,70,retired,married,primary,no,4982,no,no,cellular,4,may,794,2,-1,0,unknown,no
13053,30,technician,single,secondary,no,-754,yes,yes,unknown,26,may,974,1,-1,0,unknown,no
13054,30,admin.,single,secondary,no,1309,no,no,cellular,28,jan,622,1,-1,0,unknown,yes
13055,36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,1063,2,-1,0,unknown,yes
13056,40,services,divorced,secondary,no,49,no,yes,cellular,18,jul,191,1,-1,0,unknown,no
13057,43,management,married,tertiary,no,1379,yes,no,unknown,27,may,383,3,-1,0,unknown,no
13058,60,retired,married,secondary,no,0,no,no,cellular,9,sep,408,1,-1,0,unknown,yes
13059,28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,578,1,-1,0,unknown,yes
13060,46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,unknown,no
13061,32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145,1,-1,0,unknown,no
13062,33,services,married,secondary,no,930,no,yes,cellular,24,jul,149,2,-1,0,unknown,no
13063,45,admin.,married,secondary,no,0,no,no,cellular,14,aug,113,2,-1,0,unknown,no
13064,58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes
13065,53,technician,married,secondary,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,no
13066,66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes
13067,49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
13068,66,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,1,87,10,failure,yes
13069,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
13070,52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,2,-1,0,unknown,yes
13071,43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,no
13072,38,blue-collar,married,secondary,no,-210,yes,no,unknown,8,may,21,1,-1,0,unknown,no
13073,43,technician,single,secondary,no,1462,no,no,unknown,9,jun,75,2,-1,0,unknown,no
13074,28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,744,1,109,3,success,yes
13075,45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
13076,43,blue-collar,married,secondary,no,1025,yes,no,cellular,2,jun,106,1,-1,0,unknown,no
13077,56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success,yes
13078,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,-1,0,unknown,yes
13079,29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown,yes
13080,34,technician,married,secondary,no,294,yes,no,cellular,9,dec,265,1,184,3,success,yes
13081,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,679,2,-1,0,unknown,yes
13082,59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,574,2,-1,0,unknown,no
13083,38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,163,2,-1,0,unknown,no
13084,46,management,married,secondary,no,5127,no,no,cellular,6,aug,472,1,-1,0,unknown,no
13085,32,self-employed,married,tertiary,no,1214,no,no,cellular,11,aug,104,2,-1,0,unknown,no
13086,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown,yes
13087,31,management,single,tertiary,no,3384,no,no,cellular,22,mar,247,3,187,3,success,yes
13088,41,blue-collar,single,primary,no,22,yes,no,unknown,14,may,152,1,-1,0,unknown,no
13089,42,blue-collar,married,primary,no,170,yes,no,unknown,19,may,51,41,-1,0,unknown,no
13090,NULL,management,married,tertiary,no,309,yes,no,cellular,5,feb,676,1,-1,0,unknown,yes
13091,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes
13092,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
13093,58,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no
13094,29,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,1311,2,-1,0,unknown,yes
13095,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure,yes
13096,57,admin.,married,secondary,no,4168,yes,yes,unknown,16,may,47,1,-1,0,unknown,no
13097,35,blue-collar,married,secondary,no,1055,no,no,unknown,18,nov,150,2,-1,0,unknown,yes
13098,45,management,married,tertiary,no,226,yes,no,cellular,13,aug,177,6,179,10,success,yes
13099,53,technician,married,secondary,no,1776,no,no,unknown,18,jun,443,7,-1,0,unknown,no
13100,44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown,yes
13101,36,services,married,secondary,no,30,no,yes,cellular,8,jul,716,5,-1,0,unknown,yes
13102,37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668,2,-1,0,unknown,yes
13103,38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
13104,33,management,single,tertiary,no,0,no,no,unknown,27,may,277,1,-1,0,unknown,no
13105,36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
13106,46,technician,divorced,secondary,no,111,yes,no,cellular,19,nov,178,3,183,2,other,no
13107,56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
13108,28,management,single,tertiary,no,466,yes,no,cellular,23,jul,170,2,-1,0,unknown,no
13109,33,admin.,married,secondary,no,0,no,yes,cellular,6,feb,214,5,-1,0,unknown,no
13110,54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,unknown,yes
13111,30,technician,single,secondary,no,281,no,no,cellular,12,aug,105,2,-1,0,unknown,no
13112,26,management,single,tertiary,no,362,no,no,cellular,15,sep,925,1,104,2,success,yes
13113,28,admin.,married,secondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,yes
13114,29,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,-1,0,unknown,no
13115,61,retired,married,secondary,no,86,no,no,cellular,23,oct,149,1,-1,0,unknown,yes
13116,27,management,single,tertiary,no,831,no,no,cellular,30,mar,1081,2,-1,0,unknown,yes
13117,50,technician,married,secondary,no,3176,no,no,cellular,7,aug,670,1,-1,0,unknown,yes
13118,77,management,married,unknown,no,1780,yes,no,cellular,23,oct,221,2,183,3,success,yes
13119,33,admin.,married,secondary,no,616,no,no,cellular,6,sep,250,3,-1,0,unknown,yes
13120,40,services,single,secondary,no,19343,yes,no,cellular,21,nov,13,4,179,4,failure,no
13121,46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success,yes
13122,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,-1,0,unknown,yes
13123,36,management,divorced,tertiary,no,14930,no,no,cellular,23,jul,190,1,-1,0,unknown,no
13124,42,technician,married,secondary,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,no
13125,37,unemployed,married,tertiary,no,1236,no,no,cellular,29,jul,300,2,-1,0,unknown,no
13126,27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
13127,28,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,-1,0,unknown,yes
13128,42,housemaid,married,primary,no,4279,yes,no,cellular,22,jul,98,1,-1,0,unknown,no
13129,48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
13130,49,management,single,tertiary,no,5689,no,no,cellular,31,aug,470,1,97,3,failure,yes
13131,60,technician,married,secondary,no,10925,no,no,cellular,23,oct,270,3,185,1,success,yes
13132,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown,yes
13133,38,blue-collar,married,primary,no,1401,no,no,cellular,13,may,516,1,-1,0,unknown,yes
13134,44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success,yes
13135,35,technician,single,secondary,no,1001,no,yes,cellular,24,jul,178,2,-1,0,unknown,no
13136,31,technician,married,tertiary,no,0,no,no,cellular,29,aug,70,2,-1,0,unknown,no
13137,60,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,-1,0,unknown,yes
13138,68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,yes
13139,31,blue-collar,married,secondary,no,435,yes,no,unknown,21,may,204,1,-1,0,unknown,no
13140,33,self-employed,married,tertiary,no,263,no,no,cellular,16,nov,79,4,94,3,failure,no
13141,30,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,1,-1,0,unknown,yes
13142,48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,169,1,196,2,success,yes
13143,54,management,married,tertiary,no,534,no,no,cellular,1,jun,177,2,-1,0,unknown,yes
13144,58,management,divorced,secondary,no,10180,no,no,cellular,3,mar,180,2,-1,0,unknown,yes
13145,57,management,divorced,unknown,no,854,no,no,cellular,27,aug,700,4,92,1,failure,yes
13146,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,no
13147,33,services,married,secondary,no,403,yes,no,unknown,20,may,274,2,-1,0,unknown,no
13148,21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
13149,55,management,married,unknown,no,1504,yes,no,cellular,31,aug,186,3,101,2,success,yes
13150,41,technician,single,primary,no,340,yes,no,cellular,13,may,262,1,349,1,failure,no
13151,28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,-1,0,unknown,no
13152,40,blue-collar,married,primary,no,570,yes,no,unknown,12,may,109,3,-1,0,unknown,no
13153,43,technician,single,secondary,no,593,yes,no,unknown,5,may,55,1,-1,0,unknown,no
13154,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure,yes
13155,42,admin.,married,primary,no,1547,yes,yes,unknown,27,may,272,3,-1,0,unknown,no
13156,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no
13157,33,admin.,married,secondary,no,82,yes,no,cellular,25,jul,735,1,-1,0,unknown,yes
13158,51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,112,2,-1,0,unknown,no
13159,53,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,may,1980,2,-1,0,unknown,yes
13160,29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown,no
13161,26,self-employed,single,secondary,no,467,yes,yes,unknown,4,jun,90,2,-1,0,unknown,no
13162,29,services,single,secondary,no,1008,yes,no,unknown,23,may,426,9,-1,0,unknown,no
13163,50,admin.,married,secondary,no,736,yes,no,unknown,14,may,74,1,-1,0,unknown,no
13164,53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,-1,0,unknown,yes
13165,36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,482,1,374,1,success,yes
13166,51,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,69,1,-1,0,unknown,no
13167,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,no
13168,48,unemployed,married,secondary,no,855,yes,no,unknown,9,may,241,2,-1,0,unknown,no
13169,33,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888,3,-1,0,unknown,yes
13170,54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
13171,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
13172,46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,79,1,394,2,failure,yes
13173,39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown,yes
13174,30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,no
13175,40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,242,2,failure,yes
13176,47,technician,married,secondary,no,834,no,yes,cellular,21,nov,902,1,133,2,other,yes
13177,46,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,3,-1,0,unknown,no
13178,42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,1,90,3,success,yes
13179,34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other,yes
13180,60,retired,married,tertiary,no,0,no,no,cellular,25,aug,101,3,-1,0,unknown,no
13181,40,blue-collar,single,secondary,no,0,yes,no,unknown,27,may,59,4,-1,0,unknown,no
13182,33,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307,1,208,1,success,yes
13183,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
13184,40,management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
13185,56,retired,married,primary,no,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
13186,56,blue-collar,married,primary,no,2442,no,yes,cellular,18,aug,111,7,-1,0,unknown,no
13187,57,unemployed,married,primary,no,0,yes,no,cellular,20,nov,231,2,-1,0,unknown,no
13188,34,admin.,married,secondary,no,384,yes,no,cellular,14,may,551,2,-1,0,unknown,no
13189,52,admin.,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,yes
13190,53,technician,married,secondary,no,65,no,no,cellular,25,nov,99,1,92,2,failure,no
13191,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
13192,29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,-1,0,unknown,no
13193,29,student,single,unknown,no,2929,no,no,cellular,5,may,232,1,89,4,other,yes
13194,53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,337,3,failure,yes
13195,21,technician,single,unknown,no,360,no,no,cellular,26,may,131,2,-1,0,unknown,yes
13196,28,management,single,secondary,no,703,yes,no,cellular,15,may,485,1,88,1,other,yes
13197,26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,4,-1,0,unknown,yes
13198,34,management,married,tertiary,no,39,no,no,cellular,13,aug,160,1,-1,0,unknown,no
13199,41,management,divorced,secondary,no,0,no,no,cellular,6,aug,438,2,-1,0,unknown,no
13200,31,technician,married,secondary,yes,-463,yes,no,unknown,28,may,210,1,-1,0,unknown,no
13201,34,technician,married,secondary,no,1035,no,no,cellular,25,aug,1374,10,-1,0,unknown,yes
13202,54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,3,-1,0,unknown,yes
13203,48,blue-collar,married,primary,no,816,yes,no,cellular,31,jul,114,7,-1,0,unknown,no
13204,43,blue-collar,married,primary,no,3064,yes,no,cellular,20,nov,2453,2,-1,0,unknown,yes
13205,54,blue-collar,married,primary,no,258,no,no,telephone,25,may,86,1,88,1,failure,no
13206,36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,unknown,yes
13207,33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274,1,success,yes
13208,37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,1138,2,138,1,failure,yes
13209,25,technician,single,secondary,no,1298,no,no,cellular,2,sep,206,7,94,2,other,no
13210,48,technician,single,tertiary,no,0,no,no,unknown,16,jun,73,4,-1,0,unknown,no
13211,30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,3,-1,0,unknown,yes
13212,28,management,single,tertiary,no,1086,yes,no,unknown,29,may,128,2,-1,0,unknown,no
13213,38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,370,1,412,1,failure,yes
13214,59,blue-collar,married,secondary,no,2605,no,no,cellular,30,jan,85,2,-1,0,unknown,no
13215,46,management,married,tertiary,no,2817,no,no,cellular,17,sep,543,1,-1,0,unknown,yes
13216,36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success,yes
13217,47,management,married,tertiary,no,1057,no,no,cellular,4,aug,488,2,-1,0,unknown,no
13218,34,blue-collar,married,secondary,no,405,yes,no,unknown,21,may,103,1,-1,0,unknown,no
13219,35,technician,single,secondary,no,16,yes,no,cellular,8,apr,903,1,-1,0,unknown,yes
13220,26,management,single,tertiary,no,47,yes,no,cellular,18,may,63,1,-1,0,unknown,no
13221,75,retired,divorced,primary,no,37127,no,no,cellular,11,feb,505,1,-1,0,unknown,no
13222,39,blue-collar,single,secondary,no,0,no,no,cellular,22,jul,864,4,-1,0,unknown,yes
13223,25,technician,single,secondary,no,1199,no,no,cellular,1,jun,287,1,-1,0,unknown,yes
13224,39,admin.,divorced,secondary,no,1,no,yes,cellular,7,jul,281,1,-1,0,unknown,no
13225,36,services,married,secondary,no,2984,yes,no,unknown,2,jun,394,1,-1,0,unknown,yes
13226,49,technician,single,tertiary,no,2585,no,no,unknown,11,jun,64,1,-1,0,unknown,no
13227,33,management,single,tertiary,no,952,yes,no,cellular,29,apr,1241,5,-1,0,unknown,yes
13228,51,blue-collar,married,primary,no,0,no,no,unknown,9,jun,166,2,-1,0,unknown,no
13229,66,housemaid,married,primary,no,40,no,no,telephone,14,oct,290,2,-1,0,unknown,yes
13230,33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,yes
13231,28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes
13232,27,management,single,tertiary,no,151,yes,no,cellular,16,jul,496,1,-1,0,unknown,yes
13233,35,self-employed,divorced,secondary,no,3443,no,no,cellular,30,jul,409,4,-1,0,unknown,no
13234,24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,yes
13235,37,admin.,married,secondary,no,274,yes,no,unknown,27,may,731,3,-1,0,unknown,yes
13236,34,management,single,tertiary,no,268,no,no,cellular,7,sep,587,1,-1,0,unknown,yes
13237,40,management,married,tertiary,no,964,yes,no,telephone,13,may,95,3,-1,0,unknown,no
13238,33,services,divorced,unknown,no,392,yes,no,cellular,15,jul,753,4,-1,0,unknown,no
13239,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other,yes
13240,45,admin.,married,secondary,no,805,yes,no,unknown,15,may,186,3,-1,0,unknown,no
13241,38,technician,divorced,secondary,no,1221,yes,yes,cellular,18,aug,73,7,-1,0,unknown,no
13242,64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,621,1,181,3,failure,yes
13243,29,admin.,single,secondary,no,260,yes,no,cellular,4,feb,453,2,273,2,failure,no
13244,31,blue-collar,single,secondary,no,23,no,no,cellular,21,nov,116,1,-1,0,unknown,no
