,id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
9413,9414,45,admin.,single,secondary,False,375,False,True,unknown,22,Sep,10,1,594,6,failure,False,2008-09-22
9414,9415,24,blue-collar,single,secondary,False,3,True,False,cellular,15,May,311,1,-1,0,unknown,False,2008-05-15
9415,9416,49,self-employed,divorced,secondary,False,6116,True,False,cellular,21,Nov,43,1,-1,0,unknown,False,2008-11-21
9416,9417,36,self-employed,married,tertiary,False,4515,True,False,unknown,17,Jun,408,2,-1,0,unknown,False,2008-06-17
9417,9418,28,blue-collar,single,tertiary,False,727,True,False,unknown,6,Jun,144,4,-1,0,unknown,False,2008-06-06
9418,9419,54,retired,married,secondary,False,3846,True,True,unknown,19,Jun,216,2,-1,0,unknown,False,2008-06-19
9419,9420,27,blue-collar,single,primary,False,1128,True,False,unknown,30,Jun,88,4,-1,0,unknown,False,2008-06-30
9420,9421,34,management,divorced,tertiary,False,1173,False,True,cellular,18,Jul,93,1,-1,0,unknown,False,2008-07-18
9421,9422,40,management,single,tertiary,False,27,False,False,cellular,27,Aug,165,6,-1,0,unknown,False,2008-08-27
9422,9423,32,admin.,single,tertiary,False,328,True,True,unknown,26,Jun,271,1,-1,0,unknown,False,2008-06-26
9423,9424,41,admin.,married,secondary,False,0,True,False,cellular,17,Nov,595,2,-1,0,unknown,False,2008-11-17
9424,9425,38,services,single,primary,False,-87,True,False,cellular,13,May,531,1,-1,0,unknown,False,2008-05-13
9425,9426,35,admin.,single,secondary,False,2830,False,False,unknown,20,Jun,22,12,-1,0,unknown,False,2008-06-20
9426,9427,31,technician,married,secondary,False,4,False,False,unknown,20,May,199,4,-1,0,unknown,False,2008-05-20
9427,9428,47,entrepreneur,married,secondary,False,0,False,False,unknown,19,Jun,563,2,-1,0,unknown,False,2008-06-19
9428,9429,41,admin.,married,secondary,False,80,False,False,cellular,19,Nov,202,1,-1,0,unknown,False,2008-11-19
9429,9430,29,admin.,single,secondary,False,2768,True,False,unknown,2,Jun,121,4,-1,0,unknown,False,2008-06-02
9430,9431,33,management,married,tertiary,False,5,True,False,unknown,7,Aug,12,1,-1,0,unknown,False,2008-08-07
9431,9432,89,retired,married,tertiary,False,553,False,False,telephone,19,Aug,2027,5,-1,0,unknown,False,2008-08-19
9432,9433,54,blue-collar,married,secondary,False,-102,True,False,cellular,27,Aug,164,7,-1,0,unknown,False,2008-08-27
9433,9434,72,retired,married,primary,False,2079,False,False,cellular,13,Aug,100,1,191,3,other,False,2008-08-13
9434,9435,29,blue-collar,married,secondary,False,1,True,False,unknown,6,May,215,1,-1,0,unknown,False,2008-05-06
9435,9436,41,blue-collar,married,secondary,False,598,True,False,cellular,12,May,69,3,364,11,failure,False,2008-05-12
9436,9437,39,housemaid,married,primary,False,34,True,False,cellular,14,Jul,377,3,-1,0,unknown,False,2008-07-14
9437,9438,41,services,divorced,secondary,False,-19,True,False,unknown,19,May,201,1,-1,0,unknown,False,2008-05-19
9438,9439,31,blue-collar,married,primary,False,292,True,True,unknown,30,May,30,18,-1,0,unknown,False,2008-05-30
9439,9440,32,services,married,secondary,False,144,True,False,unknown,19,May,260,11,-1,0,unknown,False,2008-05-19
9440,9441,52,admin.,married,secondary,False,1113,False,True,cellular,8,Jul,83,1,-1,0,unknown,False,2008-07-08
9441,9442,41,entrepreneur,married,tertiary,False,121,True,False,cellular,5,May,456,1,287,1,failure,False,2008-05-05
9442,9443,45,management,married,tertiary,False,904,True,True,unknown,20,Jun,14,9,-1,0,unknown,False,2008-06-20
9443,9444,29,admin.,single,secondary,False,-498,True,False,cellular,2,Feb,99,3,227,14,failure,False,2008-02-02
9444,9445,32,admin.,married,tertiary,False,0,True,False,unknown,5,May,138,1,-1,0,unknown,False,2008-05-05
9445,9446,35,blue-collar,married,secondary,False,67,False,False,unknown,20,May,60,6,-1,0,unknown,False,2008-05-20
9446,9447,54,technician,married,secondary,False,3967,False,True,cellular,29,Jul,90,3,-1,0,unknown,False,2008-07-29
9447,9448,41,self-employed,married,secondary,False,305,True,False,cellular,13,May,174,2,-1,0,unknown,False,2008-05-13
9448,9449,42,blue-collar,married,primary,False,260,True,False,telephone,31,Jul,175,2,-1,0,unknown,False,2008-07-31
9449,9450,59,management,divorced,tertiary,False,258,True,False,cellular,20,Apr,33,1,173,1,success,False,2008-04-20
9450,9451,58,retired,married,primary,False,0,False,False,cellular,4,Aug,506,1,-1,0,unknown,False,2008-08-04
9451,9452,32,services,single,secondary,False,72,False,False,cellular,28,Jul,88,9,-1,0,unknown,False,2008-07-28
9452,9453,56,technician,single,primary,False,145,True,False,telephone,6,Feb,124,2,9,2,other,False,2008-02-06
9453,9454,50,management,divorced,tertiary,False,2564,True,False,cellular,21,Nov,124,4,113,8,failure,False,2008-11-21
9454,9455,45,services,married,primary,False,7811,False,False,unknown,16,Jun,143,2,-1,0,unknown,False,2008-06-16
9455,9456,59,retired,married,secondary,False,5744,False,False,unknown,18,Jun,632,1,-1,0,unknown,False,2008-06-18
9456,9457,47,blue-collar,married,primary,False,673,True,True,unknown,6,Jun,118,4,-1,0,unknown,False,2008-06-06
9457,9458,54,management,single,secondary,False,602,False,False,cellular,30,Jul,101,2,-1,0,unknown,False,2008-07-30
9458,9459,40,services,married,secondary,False,9374,True,False,cellular,21,Nov,7,8,185,1,failure,False,2008-11-21
9459,9460,37,management,married,tertiary,False,5016,False,False,cellular,8,Aug,119,1,-1,0,unknown,False,2008-08-08
9460,9461,29,blue-collar,married,secondary,False,508,True,True,unknown,19,Jun,262,5,-1,0,unknown,False,2008-06-19
9461,9462,36,blue-collar,married,primary,False,156,True,False,cellular,21,Nov,219,2,-1,0,unknown,False,2008-11-21
9462,9463,33,management,married,tertiary,False,0,True,False,cellular,9,Jul,310,1,-1,0,unknown,False,2008-07-09
9463,9464,32,management,divorced,tertiary,False,12,False,False,cellular,17,Jul,321,1,-1,0,unknown,False,2008-07-17
9464,9465,53,technician,married,secondary,False,7984,False,False,cellular,2,Feb,151,1,-1,0,unknown,False,2008-02-02
9465,9466,33,services,married,secondary,False,255,True,True,cellular,21,Nov,588,2,184,2,failure,False,2008-11-21
9466,9467,36,admin.,married,tertiary,False,211,True,False,unknown,5,May,146,2,-1,0,unknown,False,2008-05-05
9467,9468,43,unemployed,divorced,secondary,False,1854,False,False,cellular,13,Nov,131,2,197,1,success,False,2008-11-13
9468,9469,45,self-employed,married,tertiary,False,-497,True,True,cellular,15,May,217,1,176,1,failure,False,2008-05-15
9469,9470,52,services,married,secondary,False,431,False,False,cellular,26,Aug,73,17,-1,0,unknown,False,2008-08-26
9470,9471,48,blue-collar,divorced,secondary,False,-314,True,False,cellular,18,May,7,5,-1,0,unknown,False,2008-05-18
9471,9472,0,management,married,tertiary,False,552,False,False,cellular,28,Jul,761,8,-1,0,unknown,False,2008-07-28
9472,9473,31,technician,married,secondary,False,465,True,False,cellular,12,May,259,3,-1,0,unknown,False,2008-05-12
9473,9474,34,services,single,secondary,False,544,True,False,unknown,27,May,257,2,-1,0,unknown,False,2008-05-27
9474,9475,54,blue-collar,married,primary,,-636,True,False,unknown,30,May,324,3,-1,0,unknown,False,2008-05-30
9475,9476,40,management,married,tertiary,False,7780,False,False,telephone,4,May,364,1,355,1,other,False,2008-05-04
9476,9477,55,unemployed,single,primary,False,274,False,False,cellular,9,Feb,7,5,-1,0,unknown,False,2008-02-09
9477,9478,33,management,married,tertiary,False,1148,False,False,cellular,19,Nov,299,1,-1,0,unknown,False,2008-11-19
9478,9479,50,management,married,tertiary,False,67,False,True,unknown,20,Jun,156,3,-1,0,unknown,False,2008-06-20
9479,9480,59,retired,divorced,secondary,False,914,False,False,cellular,28,Jan,192,1,-1,0,unknown,False,2008-01-28
9480,9481,40,services,married,secondary,False,1293,True,False,cellular,13,Apr,128,3,-1,0,unknown,False,2008-04-13
9481,9482,45,admin.,married,secondary,False,111,True,False,cellular,11,Aug,173,1,-1,0,unknown,False,2008-08-11
9482,9483,32,management,married,tertiary,False,937,False,False,cellular,28,Aug,90,1,94,2,failure,False,2008-08-28
9483,9484,50,blue-collar,married,unknown,False,605,True,False,unknown,15,May,200,1,-1,0,unknown,False,2008-05-15
9484,9485,58,blue-collar,married,secondary,False,1457,True,False,cellular,8,Jul,144,4,-1,0,unknown,False,2008-07-08
9485,9486,38,management,married,tertiary,False,1617,True,False,cellular,16,Apr,691,1,-1,0,unknown,False,2008-04-16
9486,9487,57,technician,married,secondary,False,29207,True,False,telephone,21,Nov,232,2,-1,0,unknown,False,2008-11-21
9487,9488,31,blue-collar,married,secondary,False,812,True,False,cellular,23,Sep,245,1,-1,0,unknown,False,2008-09-23
9488,9489,69,retired,married,primary,False,324,False,False,cellular,12,Aug,875,1,189,4,success,False,2008-08-12
9489,9490,26,admin.,single,secondary,False,1327,False,False,cellular,30,Mar,171,4,-1,0,unknown,False,2008-03-30
9490,9491,30,admin.,married,secondary,False,482,False,False,cellular,23,Apr,86,1,-1,0,unknown,False,2008-04-23
9491,9492,49,blue-collar,married,secondary,False,134,True,True,unknown,27,May,265,2,-1,0,unknown,False,2008-05-27
9492,9493,36,blue-collar,married,primary,False,347,False,False,cellular,4,Feb,167,2,-1,0,unknown,False,2008-02-04
9493,9494,37,technician,married,secondary,False,1824,True,False,cellular,3,Jul,112,2,324,2,other,False,2008-07-03
9494,9495,55,blue-collar,divorced,primary,False,410,False,True,cellular,11,Jul,221,2,-1,0,unknown,False,2008-07-11
9495,9496,36,management,single,tertiary,False,-38,True,False,unknown,14,May,784,1,-1,0,unknown,False,2008-05-14
9496,9497,31,self-employed,married,secondary,False,581,True,False,cellular,13,Oct,845,1,152,6,failure,False,2008-10-13
9497,9498,30,technician,divorced,secondary,False,3100,True,False,unknown,21,May,154,4,-1,0,unknown,False,2008-05-21
9498,9499,36,services,married,secondary,False,0,True,True,cellular,15,Jul,201,4,-1,0,unknown,False,2008-07-15
9499,9500,50,self-employed,married,secondary,False,1138,False,False,cellular,14,Aug,219,10,-1,0,unknown,False,2008-08-14
9500,9501,53,unknown,married,unknown,False,0,False,False,cellular,25,Aug,209,5,-1,0,unknown,False,2008-08-25
9501,9502,39,services,married,secondary,False,304,True,True,unknown,9,May,323,1,-1,0,unknown,False,2008-05-09
9502,9503,31,technician,married,tertiary,False,313,True,False,cellular,27,Aug,114,2,-1,0,unknown,False,2008-08-27
9503,9504,49,blue-collar,married,primary,False,1898,False,False,cellular,21,Aug,159,1,-1,0,unknown,False,2008-08-21
9504,9505,35,services,married,secondary,False,142,True,False,cellular,20,Nov,315,2,196,4,failure,False,2008-11-20
9505,9506,45,blue-collar,married,primary,False,4696,False,False,unknown,17,Jun,99,1,-1,0,unknown,False,2008-06-17
9506,9507,30,management,single,secondary,False,135,False,False,cellular,14,Aug,112,2,-1,0,unknown,False,2008-08-14
9507,9508,47,self-employed,married,primary,False,574,True,False,cellular,20,Nov,137,5,-1,0,unknown,False,2008-11-20
9508,9509,37,blue-collar,married,primary,False,1322,True,False,cellular,21,Nov,14,8,185,1,other,False,2008-11-21
9509,9510,35,technician,married,tertiary,False,703,False,False,cellular,20,Apr,169,1,-1,0,unknown,False,2008-04-20
9510,9511,41,management,single,tertiary,False,0,False,False,cellular,7,Aug,91,2,-1,0,unknown,False,2008-08-07
9511,9512,35,unemployed,married,secondary,False,1,True,False,cellular,28,Jul,173,8,-1,0,unknown,False,2008-07-28
9512,9513,60,retired,married,primary,False,55,False,False,cellular,4,Jun,207,1,-1,0,unknown,False,2008-06-04
9513,9514,58,technician,married,secondary,False,786,True,False,unknown,7,May,165,3,-1,0,unknown,False,2008-05-07
9514,9515,28,management,married,tertiary,False,22,True,False,cellular,31,Jul,59,3,-1,0,unknown,False,2008-07-31
9515,9516,57,unemployed,married,secondary,False,890,False,False,cellular,5,Feb,343,4,-1,0,unknown,False,2008-02-05
9516,9517,35,management,married,tertiary,False,451,True,False,cellular,17,Apr,220,6,-1,0,unknown,False,2008-04-17
9517,9518,54,admin.,married,tertiary,False,59,True,False,cellular,10,Jul,268,1,-1,0,unknown,False,2008-07-10
9518,9519,31,management,single,tertiary,False,15,False,False,cellular,11,Aug,119,2,-1,0,unknown,False,2008-08-11
9519,9520,32,blue-collar,single,secondary,False,15341,False,False,unknown,21,May,738,3,-1,0,unknown,False,2008-05-21
9520,9521,56,admin.,single,secondary,False,-273,False,False,cellular,8,Jul,119,2,-1,0,unknown,False,2008-07-08
9521,9522,35,self-employed,married,tertiary,True,28,False,True,cellular,8,Jul,259,1,-1,0,unknown,False,2008-07-08
9522,9523,33,blue-collar,married,secondary,False,58,False,False,unknown,16,May,144,2,-1,0,unknown,False,2008-05-16
9523,9524,50,technician,married,secondary,False,103,True,False,cellular,3,Feb,109,4,267,6,failure,False,2008-02-03
9524,9525,46,management,single,secondary,False,244,True,False,unknown,15,May,244,1,-1,0,unknown,False,2008-05-15
9525,9526,35,services,married,secondary,False,0,False,False,unknown,9,Jun,115,4,-1,0,unknown,False,2008-06-09
9526,9527,49,admin.,married,secondary,False,880,True,True,cellular,18,May,22,3,-1,0,unknown,False,2008-05-18
9527,9528,56,management,divorced,tertiary,False,-141,False,False,cellular,28,Jul,101,4,-1,0,unknown,False,2008-07-28
9528,9529,33,blue-collar,single,primary,False,447,True,False,unknown,9,May,180,2,-1,0,unknown,False,2008-05-09
9529,9530,37,entrepreneur,married,primary,False,62,False,False,cellular,31,Jul,404,2,-1,0,unknown,False,2008-07-31
9530,9531,30,blue-collar,single,secondary,False,148,False,False,cellular,2,Apr,206,1,-1,0,unknown,False,2008-04-02
9531,9532,34,admin.,single,secondary,False,79,True,False,cellular,28,Jul,219,3,-1,0,unknown,False,2008-07-28
9532,9533,29,blue-collar,single,secondary,False,9,True,False,cellular,11,May,262,3,-1,0,unknown,False,2008-05-11
9533,9534,32,management,married,tertiary,False,578,False,True,cellular,22,Jul,29,2,-1,0,unknown,False,2008-07-22
9534,9535,29,blue-collar,married,primary,False,-382,True,False,cellular,28,Jul,35,2,-1,0,unknown,False,2008-07-28
9535,9536,50,blue-collar,married,primary,False,888,False,True,telephone,10,Jul,160,3,-1,0,unknown,False,2008-07-10
9536,9537,58,technician,single,secondary,False,382,False,False,cellular,13,Aug,460,2,-1,0,unknown,False,2008-08-13
9537,9538,30,management,married,tertiary,False,1390,False,False,cellular,20,Aug,552,4,-1,0,unknown,False,2008-08-20
9538,9539,52,entrepreneur,married,primary,False,-104,False,True,cellular,10,Jul,124,1,-1,0,unknown,False,2008-07-10
9539,9540,39,management,married,tertiary,False,22,True,False,unknown,2,Jun,493,1,-1,0,unknown,False,2008-06-02
9540,9541,43,technician,divorced,secondary,False,-36,True,False,cellular,17,Nov,190,1,104,1,failure,False,2008-11-17
9541,9542,51,technician,married,secondary,False,130,False,False,cellular,22,Aug,547,3,-1,0,unknown,False,2008-08-22
9542,9543,38,admin.,single,secondary,False,77,False,False,cellular,20,Nov,441,4,-1,0,unknown,False,2008-11-20
9543,9544,30,self-employed,single,secondary,False,1031,False,False,unknown,20,Oct,7,1,-1,0,unknown,False,2008-10-20
9544,9545,52,management,divorced,primary,False,92,False,True,cellular,16,Jul,469,7,-1,0,unknown,False,2008-07-16
9545,9546,40,technician,married,tertiary,False,1063,True,True,cellular,19,Aug,264,2,-1,0,unknown,False,2008-08-19
9546,9547,37,technician,married,secondary,False,0,True,True,cellular,15,Jul,101,3,-1,0,unknown,False,2008-07-15
9547,9548,30,blue-collar,married,secondary,False,282,True,True,unknown,23,May,148,2,-1,0,unknown,False,2008-05-23
9548,9549,51,management,married,tertiary,False,1394,True,False,cellular,5,Aug,115,1,-1,0,unknown,False,2008-08-05
9549,9550,27,technician,single,secondary,False,16,False,False,unknown,19,May,193,1,-1,0,unknown,False,2008-05-19
9550,9551,35,blue-collar,married,secondary,False,975,True,False,cellular,16,Jul,102,1,-1,0,unknown,False,2008-07-16
9551,9552,47,admin.,married,tertiary,False,12276,False,False,unknown,20,Jun,77,5,-1,0,unknown,False,2008-06-20
9552,9553,29,blue-collar,married,secondary,False,313,True,False,cellular,20,Apr,172,2,343,3,other,False,2008-04-20
9553,9554,0,admin.,married,secondary,False,1648,True,False,cellular,19,Nov,172,3,-1,0,unknown,False,2008-11-19
9554,9555,43,admin.,single,secondary,False,6,False,False,cellular,4,Feb,58,1,264,1,failure,False,2008-02-04
9555,9556,31,blue-collar,married,primary,False,1127,True,False,telephone,13,May,43,1,349,1,failure,False,2008-05-13
9556,9557,54,blue-collar,married,secondary,False,1070,False,False,cellular,18,Nov,373,4,-1,0,unknown,False,2008-11-18
9557,9558,59,housemaid,married,secondary,False,1040,False,False,cellular,5,Aug,123,2,-1,0,unknown,False,2008-08-05
9558,9559,51,blue-collar,married,secondary,False,50,True,True,unknown,6,May,121,1,-1,0,unknown,False,2008-05-06
9559,9560,32,management,married,tertiary,False,62,True,False,telephone,13,Nov,45,1,-1,0,unknown,False,2008-11-13
9560,9561,42,blue-collar,married,secondary,False,-755,True,True,unknown,2,Jun,312,1,-1,0,unknown,False,2008-06-02
9561,9562,46,blue-collar,married,secondary,False,4707,True,False,unknown,23,May,93,8,-1,0,unknown,False,2008-05-23
9562,9563,30,technician,single,secondary,False,925,False,False,cellular,20,Nov,240,1,-1,0,unknown,False,2008-11-20
9563,9564,42,management,divorced,primary,False,0,True,False,cellular,19,Nov,73,5,-1,0,unknown,False,2008-11-19
9564,9565,39,blue-collar,married,primary,False,867,True,False,unknown,7,May,481,1,-1,0,unknown,False,2008-05-07
9565,9566,31,management,single,tertiary,False,-201,True,False,cellular,22,Aug,81,4,-1,0,unknown,False,2008-08-22
9566,9567,35,blue-collar,married,secondary,False,120,True,False,unknown,28,May,245,2,-1,0,unknown,False,2008-05-28
9567,9568,34,admin.,married,secondary,False,61,False,True,unknown,5,May,21,1,-1,0,unknown,False,2008-05-05
9568,9569,42,technician,divorced,secondary,False,0,True,False,unknown,28,May,471,2,-1,0,unknown,False,2008-05-28
9569,9570,57,management,married,primary,False,687,True,True,telephone,21,Jul,107,3,-1,0,unknown,False,2008-07-21
9570,9571,38,management,single,tertiary,False,38,False,False,cellular,20,Aug,105,2,-1,0,unknown,False,2008-08-20
9571,9572,29,blue-collar,single,secondary,False,2806,False,False,cellular,15,Oct,294,1,93,5,other,False,2008-10-15
9572,9573,46,management,married,secondary,False,-27,True,False,cellular,6,May,289,1,-1,0,unknown,False,2008-05-06
9573,9574,48,management,married,tertiary,False,2498,False,False,cellular,14,Aug,98,2,-1,0,unknown,False,2008-08-14
9574,9575,33,technician,married,secondary,False,390,False,False,cellular,13,Aug,460,2,-1,0,unknown,False,2008-08-13
9575,9576,59,admin.,single,secondary,False,-423,True,True,cellular,20,Apr,84,1,-1,0,unknown,False,2008-04-20
9576,9577,23,technician,single,secondary,False,1587,True,True,cellular,14,May,502,2,-1,0,unknown,False,2008-05-14
9577,9578,37,blue-collar,married,secondary,False,288,True,False,cellular,5,May,159,6,-1,0,unknown,False,2008-05-05
9578,9579,40,technician,single,secondary,False,822,True,True,cellular,29,Jan,155,2,245,3,failure,False,2008-01-29
9579,9580,44,blue-collar,divorced,secondary,False,-222,True,False,unknown,27,May,112,3,-1,0,unknown,False,2008-05-27
9580,9581,37,blue-collar,single,secondary,False,197,True,False,unknown,16,May,251,3,-1,0,unknown,False,2008-05-16
9581,9582,28,services,single,secondary,False,159,True,False,telephone,12,May,345,2,-1,0,unknown,False,2008-05-12
9582,9583,39,technician,single,secondary,False,681,True,False,unknown,5,Jun,170,1,-1,0,unknown,False,2008-06-05
9583,9584,57,retired,divorced,primary,True,0,False,True,cellular,24,Jul,125,2,-1,0,unknown,False,2008-07-24
9584,9585,38,blue-collar,single,unknown,False,495,True,False,unknown,8,May,297,1,-1,0,unknown,False,2008-05-08
9585,9586,60,blue-collar,married,secondary,False,414,False,False,cellular,4,Feb,147,1,-1,0,unknown,False,2008-02-04
9586,9587,38,management,divorced,tertiary,False,151,True,False,cellular,17,Jul,50,1,-1,0,unknown,False,2008-07-17
9587,9588,26,student,single,secondary,False,2572,True,False,cellular,5,May,620,1,-1,0,unknown,False,2008-05-05
9588,9589,32,blue-collar,married,secondary,False,320,True,False,unknown,6,May,198,2,-1,0,unknown,False,2008-05-06
9589,9590,35,management,single,tertiary,False,304,True,False,cellular,19,Nov,274,2,-1,0,unknown,False,2008-11-19
9590,9591,30,management,single,secondary,False,1299,False,False,cellular,14,Aug,515,2,-1,0,unknown,False,2008-08-14
9591,9592,37,blue-collar,married,secondary,False,740,True,False,cellular,7,May,434,3,342,2,failure,False,2008-05-07
9592,9593,36,blue-collar,married,secondary,False,537,False,True,cellular,7,Jul,206,6,-1,0,unknown,False,2008-07-07
9593,9594,34,admin.,single,secondary,False,1581,True,True,unknown,20,May,52,11,-1,0,unknown,False,2008-05-20
9594,9595,28,blue-collar,married,secondary,False,708,True,False,unknown,6,Jun,339,5,-1,0,unknown,False,2008-06-06
9595,9596,37,blue-collar,married,primary,False,178,True,True,unknown,9,Jun,72,1,-1,0,unknown,False,2008-06-09
9596,9597,31,services,single,secondary,False,671,True,False,unknown,7,May,193,3,-1,0,unknown,False,2008-05-07
9597,9598,34,blue-collar,married,primary,False,3,True,False,telephone,8,May,26,1,-1,0,unknown,False,2008-05-08
9598,9599,28,technician,single,secondary,False,981,True,False,cellular,24,Jul,225,1,-1,0,unknown,False,2008-07-24
9599,9600,38,technician,married,tertiary,False,1042,True,False,cellular,4,Feb,419,2,-1,0,unknown,False,2008-02-04
9600,9601,80,retired,married,primary,False,1021,False,False,telephone,26,Feb,37,1,-1,0,unknown,False,2008-02-26
9601,9602,59,retired,married,secondary,False,1035,True,True,cellular,5,Aug,223,1,-1,0,unknown,False,2008-08-05
9602,9603,54,management,married,tertiary,False,1114,True,False,cellular,21,Nov,1195,2,175,1,other,False,2008-11-21
9603,9604,29,blue-collar,single,tertiary,False,98,False,False,cellular,10,Aug,170,2,-1,0,unknown,False,2008-08-10
9604,9605,39,technician,married,secondary,False,24,True,False,cellular,28,Jan,79,4,-1,0,unknown,False,2008-01-28
9605,9606,30,technician,single,secondary,False,486,False,False,cellular,28,Jan,335,3,-1,0,unknown,False,2008-01-28
9606,9607,41,services,divorced,secondary,False,727,True,False,cellular,11,May,246,1,-1,0,unknown,False,2008-05-11
9607,9608,48,technician,married,secondary,False,-205,True,True,cellular,9,Jul,112,1,-1,0,unknown,False,2008-07-09
9608,9609,26,blue-collar,married,secondary,False,895,True,False,cellular,4,Feb,820,3,-1,0,unknown,False,2008-02-04
9609,9610,55,admin.,married,primary,False,319,False,False,cellular,21,Nov,124,3,-1,0,unknown,False,2008-11-21
9610,9611,36,admin.,single,secondary,False,206,True,False,unknown,8,May,183,1,-1,0,unknown,False,2008-05-08
9611,9612,31,services,married,secondary,False,-414,True,False,cellular,6,May,1369,3,-1,0,unknown,False,2008-05-06
9612,9613,35,blue-collar,married,primary,True,-1489,True,True,unknown,29,May,177,1,-1,0,unknown,False,2008-05-29
9613,9614,30,management,married,tertiary,False,0,False,False,cellular,7,Aug,74,1,-1,0,unknown,False,2008-08-07
9614,9615,26,blue-collar,single,secondary,False,249,True,False,cellular,29,Jan,235,3,262,5,failure,False,2008-01-29
9615,9616,32,management,married,tertiary,False,927,False,False,cellular,8,Oct,282,1,-1,0,unknown,False,2008-10-08
9616,9617,43,blue-collar,divorced,primary,False,515,True,False,cellular,18,Nov,182,1,-1,0,unknown,False,2008-11-18
9617,9618,48,admin.,married,secondary,False,1060,True,False,cellular,20,Apr,87,2,318,3,failure,False,2008-04-20
9618,9619,49,technician,married,secondary,False,308,False,False,cellular,27,Jul,266,5,-1,0,unknown,False,2008-07-27
9619,9620,34,blue-collar,married,secondary,False,808,True,True,cellular,17,Jul,20,3,-1,0,unknown,False,2008-07-17
9620,9621,27,blue-collar,single,primary,False,431,True,False,unknown,15,May,286,2,-1,0,unknown,False,2008-05-15
9621,9622,31,admin.,single,secondary,False,396,True,False,unknown,19,May,104,1,-1,0,unknown,False,2008-05-19
9622,9623,35,technician,single,secondary,False,-89,True,False,cellular,15,May,75,1,368,1,failure,False,2008-05-15
9623,9624,40,admin.,married,secondary,False,-253,True,False,cellular,9,Jul,177,1,-1,0,unknown,False,2008-07-09
9624,9625,39,services,married,secondary,False,0,True,False,unknown,20,May,793,2,-1,0,unknown,False,2008-05-20
9625,9626,19,student,single,unknown,False,60,False,False,cellular,14,Aug,253,1,-1,0,unknown,False,2008-08-14
9626,9627,40,services,married,secondary,False,695,True,False,cellular,11,May,270,1,348,10,failure,False,2008-05-11
9627,9628,25,admin.,single,tertiary,False,1141,True,False,cellular,5,May,718,1,347,1,failure,False,2008-05-05
9628,9629,38,technician,divorced,tertiary,False,791,True,False,unknown,26,May,89,2,-1,0,unknown,False,2008-05-26
9629,9630,62,blue-collar,married,primary,False,1381,False,False,cellular,19,Oct,1020,1,-1,0,unknown,False,2008-10-19
9630,9631,27,services,married,secondary,False,0,True,False,cellular,23,Jul,198,13,-1,0,unknown,False,2008-07-23
9631,9632,40,technician,married,secondary,False,-28,True,True,unknown,30,May,289,2,-1,0,unknown,False,2008-05-30
9632,9633,56,management,married,tertiary,False,412,False,False,telephone,20,Nov,179,6,-1,0,unknown,False,2008-11-20
9633,9634,33,management,married,tertiary,False,310,False,False,cellular,29,Aug,179,2,-1,0,unknown,False,2008-08-29
9634,9635,52,blue-collar,married,secondary,False,1319,False,False,telephone,30,Apr,37,2,-1,0,unknown,False,2008-04-30
9635,9636,33,blue-collar,married,secondary,False,0,True,True,cellular,28,Jul,83,12,-1,0,unknown,False,2008-07-28
9636,9637,38,services,married,secondary,False,-314,True,False,unknown,28,May,66,2,-1,0,unknown,False,2008-05-28
9637,9638,27,services,married,secondary,False,511,True,False,unknown,30,Jun,85,5,-1,0,unknown,False,2008-06-30
9638,9639,54,retired,married,secondary,False,-152,True,True,unknown,26,May,14,11,-1,0,unknown,False,2008-05-26
9639,9640,35,admin.,married,secondary,False,907,False,True,unknown,2,Jul,97,4,-1,0,unknown,False,2008-07-02
9640,9641,41,blue-collar,single,primary,False,22,True,False,unknown,14,May,152,1,-1,0,unknown,False,2008-05-14
9641,9642,28,blue-collar,single,secondary,False,0,False,True,cellular,31,Jul,11,21,-1,0,unknown,False,2008-07-31
9642,9643,55,management,divorced,tertiary,False,8044,True,False,cellular,11,May,175,5,333,19,other,False,2008-05-11
9643,9644,56,admin.,single,secondary,False,1854,True,False,telephone,7,May,45,1,342,2,failure,False,2008-05-07
9644,9645,33,blue-collar,single,secondary,False,1794,True,False,cellular,12,May,360,1,173,1,other,False,2008-05-12
9645,9646,42,technician,married,secondary,False,2,False,False,unknown,29,May,249,2,-1,0,unknown,False,2008-05-29
9646,9647,34,student,single,unknown,False,2321,False,False,cellular,9,Nov,600,2,99,5,failure,False,2008-11-09
9647,9648,35,technician,single,secondary,False,144,False,False,cellular,22,Jul,163,2,-1,0,unknown,False,2008-07-22
9648,9649,46,technician,divorced,secondary,False,1,True,True,unknown,26,May,200,3,-1,0,unknown,False,2008-05-26
9649,9650,31,self-employed,single,secondary,False,762,False,False,cellular,11,Aug,312,3,-1,0,unknown,False,2008-08-11
9650,9651,48,self-employed,married,tertiary,False,16,True,True,cellular,18,Nov,214,1,-1,0,unknown,False,2008-11-18
9651,9652,38,technician,married,secondary,False,20,False,False,cellular,2,Feb,147,1,-1,0,unknown,False,2008-02-02
9652,9653,47,services,married,secondary,False,2070,True,True,unknown,26,May,136,1,-1,0,unknown,False,2008-05-26
9653,9654,48,management,married,tertiary,False,308,True,False,cellular,14,Jul,125,5,-1,0,unknown,False,2008-07-14
9654,9655,57,technician,married,unknown,False,1617,True,False,unknown,7,May,96,2,-1,0,unknown,False,2008-05-07
