id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
5011,34,management,married,tertiary,False,158,False,False,cellular,9,Jun,190,1,92,9,success,True,2024-06-09
5012,25,technician,single,secondary,False,7103,True,False,cellular,28,May,188,3,10,1,failure,True,2024-05-28
5013,50,admin.,married,secondary,False,4855,False,False,cellular,5,Aug,720,2,-1,0,unknown,True,2024-08-05
5014,47,admin.,single,secondary,False,3696,False,False,cellular,12,Jul,250,2,181,4,success,True,2024-07-12
5015,40,technician,married,secondary,False,-357,True,False,cellular,16,Jul,700,4,-1,0,unknown,True,2024-07-16
5016,79,retired,married,secondary,False,8304,False,False,telephone,9,Mar,303,9,-1,0,unknown,True,2024-03-09
5017,30,student,single,secondary,False,48,False,False,cellular,25,Feb,217,1,191,2,success,True,2024-02-25
5018,54,self-employed,single,tertiary,False,384,False,True,cellular,27,May,200,1,-1,0,unknown,True,2024-05-27
5019,53,blue-collar,married,primary,False,751,True,False,cellular,3,Feb,1528,2,-1,0,unknown,True,2024-02-03
5020,33,blue-collar,divorced,secondary,False,3546,True,False,unknown,23,May,777,2,-1,0,unknown,True,2024-05-23
5021,60,management,married,tertiary,False,73,False,False,telephone,8,Aug,243,2,-1,0,unknown,True,2024-08-08
5022,35,self-employed,single,tertiary,False,71,False,False,cellular,15,Jun,651,1,-1,0,unknown,True,2024-06-15
5023,46,admin.,married,secondary,False,974,False,False,cellular,5,Jun,174,2,80,1,success,True,2024-06-05
5024,52,services,married,primary,False,306,True,False,cellular,13,May,650,5,-1,0,unknown,True,2024-05-13
5025,50,management,married,tertiary,False,3463,False,True,cellular,28,Oct,96,1,-1,0,unknown,True,2024-10-28
5026,47,admin.,married,secondary,False,3676,False,False,cellular,15,Jul,415,2,342,1,other,True,2024-07-15
5027,73,retired,married,tertiary,False,459,False,False,cellular,17,Feb,281,1,-1,0,unknown,True,2024-02-17
5028,35,admin.,married,tertiary,False,286,False,False,cellular,30,Apr,949,2,-1,0,unknown,True,2024-04-30
5029,26,blue-collar,married,secondary,False,-11,True,True,cellular,17,Jul,1150,3,-1,0,unknown,True,2024-07-17
5030,46,management,married,tertiary,False,273,True,False,cellular,15,Sep,1962,1,105,3,failure,True,2024-09-15
5031,42,management,married,tertiary,False,2665,True,False,cellular,4,Jun,280,2,126,11,failure,True,2024-06-04
5032,29,self-employed,single,tertiary,False,3290,False,False,cellular,12,May,430,1,50,3,success,True,2024-05-12
5033,30,management,single,tertiary,False,8535,False,False,cellular,18,Jun,393,2,-1,0,unknown,True,2024-06-18
5034,37,management,married,tertiary,False,1276,False,False,cellular,16,Nov,146,1,94,2,success,True,2024-11-16
5035,28,admin.,single,unknown,False,2736,False,False,cellular,8,Jul,705,1,-1,0,unknown,True,2024-07-08
5036,32,blue-collar,married,secondary,False,10287,True,False,cellular,27,May,281,4,188,1,failure,True,2024-05-27
5037,53,management,married,tertiary,False,1624,False,False,cellular,6,Aug,107,1,98,6,success,True,2024-08-06
5038,41,self-employed,married,secondary,True,0,True,False,cellular,17,Nov,789,1,-1,0,unknown,True,2024-11-17
5039,40,services,married,secondary,False,446,True,False,unknown,16,May,1252,1,-1,0,unknown,True,2024-05-16
5040,53,technician,married,tertiary,False,395,False,False,cellular,29,Oct,136,1,148,1,failure,True,2024-10-29
5041,64,retired,divorced,primary,False,315,False,False,cellular,17,Feb,154,1,-1,0,unknown,True,2024-02-17
5042,32,technician,married,secondary,False,484,True,False,cellular,12,Aug,668,2,463,1,success,True,2024-08-12
5043,48,technician,married,secondary,True,0,False,False,unknown,30,May,682,1,-1,0,unknown,True,2024-05-30
5044,35,admin.,single,secondary,False,507,True,False,cellular,22,Jul,560,2,-1,0,unknown,True,2024-07-22
5045,43,management,married,tertiary,False,2987,False,False,cellular,4,Jun,156,1,85,3,failure,True,2024-06-04
5046,25,services,single,secondary,False,801,False,False,cellular,5,Jun,255,2,-1,0,unknown,True,2024-06-05
5047,43,management,married,tertiary,False,0,False,False,cellular,14,Jul,1153,3,-1,0,unknown,True,2024-07-14
5048,29,management,single,tertiary,False,572,True,False,telephone,8,Nov,319,1,-1,0,unknown,True,2024-11-08
5049,61,management,single,tertiary,False,2,False,False,cellular,12,Aug,131,1,114,3,failure,True,2024-08-12
5050,64,retired,married,unknown,False,34,False,False,cellular,26,Aug,244,2,-1,0,unknown,True,2024-08-26
5051,27,technician,single,tertiary,False,1075,False,False,cellular,2,Sep,529,2,184,1,success,True,2024-09-02
5052,38,technician,single,tertiary,False,508,True,True,cellular,12,Aug,1103,2,-1,0,unknown,True,2024-08-12
5053,36,management,married,tertiary,False,926,False,False,cellular,14,Apr,216,1,-1,0,unknown,True,2024-04-14
5054,61,self-employed,married,tertiary,False,10861,False,False,cellular,25,Oct,225,1,91,5,success,True,2024-10-25
5055,49,blue-collar,divorced,primary,False,24,True,False,cellular,11,May,701,1,362,1,success,True,2024-05-11
5056,33,blue-collar,single,primary,False,611,False,False,telephone,16,Sep,390,2,-1,0,unknown,True,2024-09-16
5057,25,blue-collar,single,secondary,False,1857,True,False,cellular,12,Oct,187,1,91,12,success,True,2024-10-12
5058,33,blue-collar,single,secondary,False,329,False,False,cellular,6,Sep,224,1,145,2,other,True,2024-09-06
5059,51,management,married,tertiary,False,2635,False,False,cellular,21,May,407,3,74,5,failure,True,2024-05-21
5060,32,blue-collar,married,secondary,False,225,True,False,cellular,17,Apr,574,1,150,1,failure,True,2024-04-17
5061,32,admin.,married,secondary,False,1604,False,True,cellular,7,Jul,625,1,-1,0,unknown,True,2024-07-07
5062,72,retired,married,primary,False,4657,False,False,telephone,23,Mar,255,1,91,8,success,True,2024-03-23
5063,34,admin.,married,secondary,False,1406,True,False,cellular,20,Aug,63,2,85,1,success,True,2024-08-20
5064,38,technician,married,secondary,False,6728,False,False,cellular,25,Nov,232,1,96,4,success,True,2024-11-25
5065,35,management,married,tertiary,False,611,False,False,cellular,1,Oct,305,2,121,1,success,True,2024-10-01
5066,38,technician,divorced,tertiary,False,1805,False,False,unknown,9,Jun,952,2,-1,0,unknown,True,2024-06-09
5067,43,blue-collar,single,primary,False,-399,False,True,cellular,28,Jul,662,3,-1,0,unknown,True,2024-07-28
5068,31,technician,single,tertiary,False,208,False,False,cellular,12,Aug,1344,7,-1,0,unknown,True,2024-08-12
5069,30,management,married,tertiary,False,10884,False,False,cellular,4,May,333,2,-1,0,unknown,True,2024-05-04
5070,22,student,single,primary,False,3472,False,False,cellular,20,Oct,332,1,183,3,failure,True,2024-10-20
5071,46,admin.,married,secondary,False,556,True,True,unknown,15,May,646,3,-1,0,unknown,True,2024-05-15
5072,52,management,married,tertiary,False,7192,False,False,cellular,4,Aug,1486,1,-1,0,unknown,True,2024-08-04
5073,35,technician,single,tertiary,False,13460,True,False,cellular,15,May,1068,3,-1,0,unknown,True,2024-05-15
5074,71,retired,married,primary,False,2988,False,False,telephone,17,Apr,130,1,-1,0,unknown,True,2024-04-17
5075,30,management,single,tertiary,False,102,True,False,cellular,18,Dec,364,3,-1,0,unknown,True,2024-12-18
5076,25,student,single,secondary,False,1868,False,False,cellular,26,Oct,259,1,103,2,other,True,2024-10-26
5077,34,management,single,tertiary,False,-578,True,False,cellular,18,May,767,2,-1,0,unknown,True,2024-05-18
5078,51,admin.,married,secondary,False,241,False,False,cellular,7,Dec,308,2,-1,0,unknown,True,2024-12-07
5079,25,services,single,secondary,False,162,True,False,cellular,1,Sep,531,2,-1,0,unknown,True,2024-09-01
5080,48,management,married,tertiary,False,5320,True,False,unknown,20,Jun,792,1,-1,0,unknown,True,2024-06-20
5081,42,blue-collar,married,secondary,False,366,True,False,cellular,22,May,324,1,106,1,failure,True,2024-05-22
5082,55,management,married,unknown,False,1504,True,False,cellular,22,May,338,2,-1,0,unknown,True,2024-05-22
5083,38,admin.,single,secondary,False,262,False,False,cellular,3,Feb,315,2,180,6,failure,True,2024-02-03
5084,26,blue-collar,single,secondary,False,191,True,False,cellular,6,May,550,1,-1,0,unknown,True,2024-05-06
5085,27,admin.,married,tertiary,False,73,False,False,cellular,10,Feb,159,1,-1,0,unknown,True,2024-02-10
5086,75,retired,married,primary,False,358,False,False,cellular,17,Feb,364,11,-1,0,unknown,True,2024-02-17
5087,32,technician,single,secondary,False,483,False,False,cellular,8,Aug,580,3,-1,0,unknown,True,2024-08-08
5088,39,management,single,tertiary,False,5047,False,False,cellular,29,Apr,218,4,-1,0,unknown,True,2024-04-29
5089,46,technician,single,secondary,False,5862,False,False,cellular,1,Jun,84,1,-1,0,unknown,True,2024-06-01
5090,40,management,married,tertiary,False,0,True,False,cellular,25,Mar,506,2,-1,0,unknown,True,2024-03-25
5091,36,blue-collar,divorced,secondary,False,2843,False,False,cellular,14,Aug,186,1,-1,0,unknown,True,2024-08-14
5092,54,self-employed,divorced,primary,False,351,True,False,unknown,6,Jun,642,2,-1,0,unknown,True,2024-06-06
5093,42,management,married,tertiary,False,372,True,False,cellular,4,Aug,153,3,1,2,success,True,2024-08-04
5094,42,management,married,tertiary,False,27696,False,False,cellular,12,May,176,2,89,5,success,True,2024-05-12
5095,37,blue-collar,single,secondary,False,133,True,False,cellular,11,May,1388,2,-1,0,unknown,True,2024-05-11
5096,25,student,single,unknown,False,3,False,False,cellular,26,May,170,1,-1,0,unknown,True,2024-05-26
5097,29,management,single,tertiary,False,15459,False,False,cellular,18,Feb,264,7,-1,0,unknown,True,2024-02-18
5098,32,management,single,tertiary,False,2551,True,False,cellular,21,Jul,638,3,-1,0,unknown,True,2024-07-21
5099,64,retired,married,secondary,False,571,True,False,cellular,20,Apr,1422,2,-1,0,unknown,True,2024-04-20
5100,55,management,married,tertiary,False,7803,False,False,cellular,15,Jan,441,1,-1,0,unknown,True,2024-01-15
5101,56,management,married,primary,False,0,False,False,cellular,3,Feb,996,1,-1,0,unknown,True,2024-02-03
5102,28,admin.,single,unknown,False,24,True,False,cellular,18,Jul,415,2,-1,0,unknown,True,2024-07-18
5103,52,management,divorced,tertiary,False,2104,False,False,cellular,3,Jun,210,2,-1,0,unknown,True,2024-06-03
5104,36,technician,divorced,secondary,False,3158,True,False,cellular,3,Jun,144,2,-1,0,unknown,True,2024-06-03
5105,25,student,married,tertiary,False,10,True,False,cellular,21,Jul,857,4,-1,0,unknown,True,2024-07-21
5106,66,self-employed,married,tertiary,False,147,False,False,telephone,12,Jan,411,1,-1,0,unknown,True,2024-01-12
5107,31,management,single,tertiary,False,12857,True,False,telephone,4,May,483,4,87,2,success,True,2024-05-04
5108,43,technician,divorced,unknown,False,4389,False,False,telephone,2,Jul,632,2,85,1,success,True,2024-07-02
5109,59,management,married,tertiary,False,474,False,False,cellular,21,Aug,252,1,-1,0,unknown,True,2024-08-21
5110,35,management,married,unknown,False,2326,True,True,cellular,16,Sep,319,1,-1,0,unknown,True,2024-09-16
5111,48,admin.,married,primary,False,3644,True,True,telephone,31,Jul,1039,9,-1,0,unknown,True,2024-07-31
5112,38,admin.,married,tertiary,False,1988,False,False,cellular,27,Mar,164,2,130,2,failure,True,2024-03-27
5113,27,admin.,married,secondary,False,1595,False,False,cellular,29,Dec,196,2,197,2,success,True,2024-12-29
5114,25,student,single,secondary,False,331,False,False,telephone,26,Aug,170,4,-1,0,unknown,True,2024-08-26
5115,56,management,married,unknown,False,4623,False,False,cellular,25,Feb,305,1,192,1,success,True,2024-02-25
5116,54,management,divorced,tertiary,False,12018,True,False,cellular,21,Dec,267,2,-1,0,unknown,True,2024-12-21
5117,36,unemployed,married,tertiary,False,154,False,False,cellular,26,Aug,556,7,-1,0,unknown,True,2024-08-26
5118,31,admin.,single,secondary,False,190,False,False,cellular,30,Apr,514,1,-1,0,unknown,True,2024-04-30
5119,62,entrepreneur,married,secondary,False,3904,False,False,telephone,29,Jan,403,2,-1,0,unknown,True,2024-01-29
5120,31,technician,single,tertiary,False,882,False,False,cellular,4,Sep,293,1,93,1,success,True,2024-09-04
5121,66,retired,divorced,unknown,False,53,False,False,cellular,12,Jul,562,4,-1,0,unknown,True,2024-07-12
5122,32,management,single,tertiary,False,6542,True,False,cellular,15,May,1598,4,175,5,failure,True,2024-05-15
5123,40,services,divorced,secondary,False,687,True,False,cellular,2,Feb,531,1,208,1,success,True,2024-02-02
5124,43,blue-collar,married,primary,False,3064,True,False,cellular,20,Nov,2453,2,-1,0,unknown,True,2024-11-20
5125,51,housemaid,divorced,secondary,False,9228,False,False,cellular,18,Jul,655,4,-1,0,unknown,True,2024-07-18
5126,34,blue-collar,married,secondary,False,800,False,False,cellular,5,Apr,144,1,-1,0,unknown,True,2024-04-05
5127,47,management,married,tertiary,False,3505,False,False,cellular,17,Nov,434,2,-1,0,unknown,True,2024-11-17
5128,36,management,single,tertiary,False,5958,True,False,cellular,22,Sep,155,1,184,1,success,True,2024-09-22
5129,27,technician,single,tertiary,False,667,False,False,cellular,29,Jan,866,2,-1,0,unknown,True,2024-01-29
5130,52,services,divorced,secondary,False,36,True,True,cellular,11,May,930,1,-1,0,unknown,True,2024-05-11
5131,44,housemaid,single,primary,False,1059,False,False,unknown,18,Jun,2093,1,-1,0,unknown,True,2024-06-18
5132,26,technician,married,secondary,False,915,False,False,cellular,2,Jun,384,1,-1,0,unknown,True,2024-06-02
5133,32,technician,married,secondary,False,1547,False,False,cellular,26,Oct,289,1,805,4,other,True,2024-10-26
5134,34,management,married,tertiary,False,3050,True,False,cellular,13,May,469,1,-1,0,unknown,True,2024-05-13
5135,35,technician,married,tertiary,False,7050,False,False,cellular,11,Aug,222,3,182,4,success,True,2024-08-11
5136,32,management,single,tertiary,False,2,True,False,cellular,11,Sep,100,2,-1,0,unknown,True,2024-09-11
5137,43,self-employed,married,secondary,False,14144,True,False,cellular,21,Nov,504,1,-1,0,unknown,True,2024-11-21
5138,50,unemployed,married,primary,False,705,False,False,unknown,5,Jun,504,1,-1,0,unknown,True,2024-06-05
5139,40,blue-collar,married,primary,False,1758,True,False,unknown,16,May,1230,3,-1,0,unknown,True,2024-05-16
5140,29,self-employed,single,tertiary,False,476,True,False,cellular,18,May,427,1,-1,0,unknown,True,2024-05-18
5141,32,technician,married,secondary,False,348,True,False,cellular,17,Jul,926,1,-1,0,unknown,True,2024-07-17
5142,50,management,married,tertiary,False,5969,False,False,cellular,25,Jan,455,1,544,2,failure,True,2024-01-25
5143,65,unemployed,married,secondary,False,3195,False,False,telephone,2,Mar,904,1,-1,0,unknown,True,2024-03-02
5144,59,self-employed,married,tertiary,False,2013,False,False,cellular,17,Nov,409,2,-1,0,unknown,True,2024-11-17
5145,44,entrepreneur,married,tertiary,False,121,False,False,cellular,10,Aug,412,1,-1,0,unknown,True,2024-08-10
5146,33,admin.,married,secondary,False,82,True,False,cellular,25,Jul,735,1,-1,0,unknown,True,2024-07-25
5147,33,management,single,tertiary,False,935,False,False,cellular,9,Feb,385,2,92,8,success,True,2024-02-09
5148,57,unemployed,married,secondary,False,3754,False,False,cellular,5,Feb,1063,2,-1,0,unknown,True,2024-02-05
5149,38,management,single,tertiary,False,104,True,False,cellular,6,May,606,3,-1,0,unknown,True,2024-05-06
5150,49,management,married,tertiary,False,4751,False,False,cellular,12,Aug,884,4,-1,0,unknown,True,2024-08-12
5151,45,blue-collar,married,unknown,False,1529,True,False,cellular,13,Nov,181,1,197,1,success,True,2024-11-13
5152,25,technician,single,secondary,False,102,False,True,cellular,8,Jul,574,2,-1,0,unknown,True,2024-07-08
5153,22,housemaid,single,secondary,False,1796,False,False,cellular,28,Jun,369,3,-1,0,unknown,True,2024-06-28
5154,32,management,single,tertiary,False,935,False,False,cellular,10,Aug,161,2,375,5,failure,True,2024-08-10
5155,36,services,single,secondary,False,365,False,False,cellular,4,May,643,1,-1,0,unknown,True,2024-05-04
5156,32,management,divorced,tertiary,False,222,False,True,cellular,15,Jul,820,4,-1,0,unknown,True,2024-07-15
5157,45,blue-collar,single,secondary,False,0,False,False,cellular,5,Aug,374,2,472,1,success,True,2024-08-05
5158,35,housemaid,single,secondary,False,1015,True,False,unknown,5,Jun,406,2,-1,0,unknown,True,2024-06-05
5159,23,student,single,secondary,False,107,False,False,cellular,14,Oct,84,1,183,1,success,True,2024-10-14
5160,50,blue-collar,married,primary,False,82,False,False,telephone,5,Apr,456,1,-1,0,unknown,True,2024-04-05
5161,31,management,married,tertiary,False,877,False,False,cellular,9,Jun,192,1,93,7,other,True,2024-06-09
5162,61,retired,married,tertiary,False,2557,True,False,cellular,10,Nov,89,1,91,4,success,True,2024-11-10
5163,42,blue-collar,married,primary,False,1673,True,False,cellular,17,Apr,636,3,-1,0,unknown,True,2024-04-17
5164,39,blue-collar,married,secondary,False,2467,False,False,cellular,19,Jul,207,2,276,3,other,True,2024-07-19
5165,37,technician,single,secondary,False,980,False,False,cellular,8,Aug,1306,5,-1,0,unknown,True,2024-08-08
5166,30,blue-collar,single,secondary,False,183,True,False,cellular,18,Jul,610,1,-1,0,unknown,True,2024-07-18
5167,55,unemployed,divorced,secondary,False,387,True,False,unknown,6,May,918,1,-1,0,unknown,True,2024-05-06
5168,30,services,divorced,primary,False,459,True,False,cellular,18,Jul,494,1,-1,0,unknown,True,2024-07-18
5169,57,management,married,tertiary,False,1227,False,False,cellular,5,Jun,232,1,-1,0,unknown,True,2024-06-05
5170,31,unemployed,single,tertiary,False,302,False,False,cellular,3,Feb,349,1,357,3,success,True,2024-02-03
5171,37,entrepreneur,divorced,secondary,False,175,True,True,unknown,13,May,753,6,-1,0,unknown,True,2024-05-13
5172,34,blue-collar,married,secondary,False,182,False,False,cellular,6,Aug,938,2,-1,0,unknown,True,2024-08-06
5173,31,technician,married,secondary,True,-367,True,False,cellular,18,Jul,474,2,-1,0,unknown,True,2024-07-18
5174,52,technician,married,tertiary,False,876,False,False,cellular,4,May,601,3,-1,0,unknown,True,2024-05-04
5175,48,unemployed,divorced,secondary,False,201,False,False,cellular,10,Nov,594,1,91,1,success,True,2024-11-10
5176,73,retired,married,primary,False,796,False,False,cellular,23,Oct,427,1,182,2,failure,True,2024-10-23
5177,54,retired,divorced,tertiary,False,0,False,False,unknown,13,May,618,1,-1,0,unknown,True,2024-05-13
5178,38,admin.,married,secondary,False,1559,False,False,cellular,3,Mar,136,2,280,1,failure,True,2024-03-03
5179,39,blue-collar,married,primary,False,70,False,False,unknown,8,May,813,1,-1,0,unknown,True,2024-05-08
5180,44,self-employed,single,tertiary,False,2734,True,False,cellular,12,May,897,4,-1,0,unknown,True,2024-05-12
5181,29,admin.,single,secondary,False,3528,False,False,cellular,8,Oct,137,1,-1,0,unknown,True,2024-10-08
5182,51,management,married,tertiary,False,469,False,False,cellular,15,Apr,200,1,181,2,success,True,2024-04-15
5183,31,blue-collar,married,secondary,False,3311,True,False,unknown,20,May,719,1,-1,0,unknown,True,2024-05-20
5184,33,services,single,secondary,False,152,True,False,cellular,25,May,202,2,365,2,success,True,2024-05-25
5185,39,self-employed,married,tertiary,False,1047,False,False,unknown,6,Jun,554,1,-1,0,unknown,True,2024-06-06
5186,30,technician,married,secondary,False,484,True,False,unknown,6,May,703,1,-1,0,unknown,True,2024-05-06
5187,39,technician,married,secondary,False,1587,True,False,cellular,8,Sep,108,2,98,3,success,True,2024-09-08
5188,25,management,married,tertiary,False,4461,False,False,cellular,11,Mar,796,5,-1,0,unknown,True,2024-03-11
5189,57,admin.,single,secondary,False,3551,True,False,cellular,12,May,458,1,-1,0,unknown,True,2024-05-12
5190,35,management,married,tertiary,False,495,False,False,cellular,30,Apr,266,1,87,1,failure,True,2024-04-30
5191,27,blue-collar,single,secondary,False,3792,False,False,cellular,22,Apr,279,2,-1,0,unknown,True,2024-04-22
5192,27,technician,single,secondary,False,489,True,False,cellular,30,Jul,356,4,-1,0,unknown,True,2024-07-30
5193,28,self-employed,single,tertiary,False,159,False,False,cellular,16,Nov,449,2,33,4,success,True,2024-11-16
5194,41,admin.,single,secondary,False,985,True,False,cellular,30,Jun,274,2,391,11,success,True,2024-06-30
5195,46,blue-collar,married,primary,False,369,True,False,unknown,13,May,916,2,-1,0,unknown,True,2024-05-13
5196,38,management,divorced,secondary,False,257,True,False,cellular,30,Apr,435,1,-1,0,unknown,True,2024-04-30
5197,35,technician,married,secondary,False,2779,False,False,cellular,22,Oct,118,2,-1,0,unknown,True,2024-10-22
5198,24,services,single,secondary,False,638,True,True,cellular,7,May,792,3,-1,0,unknown,True,2024-05-07
5199,24,blue-collar,single,secondary,False,833,True,False,cellular,15,May,956,1,-1,0,unknown,True,2024-05-15
5200,28,management,single,tertiary,False,9314,False,False,cellular,2,Jul,276,2,-1,0,unknown,True,2024-07-02
5201,28,admin.,single,secondary,False,4745,False,False,telephone,12,May,360,1,181,5,success,True,2024-05-12
5202,53,management,married,secondary,False,2693,False,False,cellular,5,Mar,90,1,104,1,failure,True,2024-03-05
5203,45,management,married,tertiary,False,160,False,False,cellular,10,Nov,182,2,194,1,success,True,2024-11-10
5204,33,services,married,secondary,False,1697,False,False,cellular,3,Nov,179,1,-1,0,unknown,True,2024-11-03
5205,51,management,married,tertiary,False,0,False,False,unknown,7,Jun,302,1,-1,0,unknown,True,2024-06-07
5206,32,technician,single,tertiary,False,-770,True,False,cellular,18,May,618,1,-1,0,unknown,True,2024-05-18
5207,65,retired,married,secondary,False,20806,False,False,telephone,8,Apr,523,2,-1,0,unknown,True,2024-04-08
5208,32,blue-collar,married,primary,False,3136,True,False,cellular,19,Nov,820,1,-1,0,unknown,True,2024-11-19
5209,67,retired,married,primary,False,1430,False,False,cellular,11,Jan,499,2,91,3,failure,True,2024-01-11
5210,53,technician,married,secondary,False,6831,False,False,cellular,13,May,1130,2,-1,0,unknown,True,2024-05-13
5211,41,blue-collar,divorced,primary,False,664,False,True,cellular,15,Jul,955,5,-1,0,unknown,True,2024-07-15
5212,30,blue-collar,single,secondary,False,49,False,False,cellular,30,Jan,808,2,-1,0,unknown,True,2024-01-30
5213,37,blue-collar,married,secondary,False,604,True,False,cellular,7,Oct,371,1,495,1,failure,True,2024-10-07
5214,27,technician,single,tertiary,False,931,True,False,cellular,4,Feb,1078,1,-1,0,unknown,True,2024-02-04
5215,77,retired,married,tertiary,False,699,False,False,cellular,13,Aug,425,2,-1,0,unknown,True,2024-08-13
5216,32,admin.,single,secondary,False,212,False,False,cellular,7,Jul,830,5,-1,0,unknown,True,2024-07-07
5217,25,management,single,tertiary,False,362,False,False,cellular,3,Jun,617,2,-1,0,unknown,True,2024-06-03
5218,32,management,single,tertiary,False,2667,True,False,cellular,12,Aug,971,2,-1,0,unknown,True,2024-08-12
5219,43,technician,married,secondary,False,-754,True,True,cellular,9,Jul,727,3,-1,0,unknown,True,2024-07-09
5220,30,services,married,secondary,False,517,False,False,cellular,11,Dec,141,2,-1,0,unknown,True,2024-12-11
5221,59,management,divorced,tertiary,False,258,True,False,telephone,29,Oct,266,1,-1,0,unknown,True,2024-10-29
5222,61,retired,married,tertiary,False,3140,True,True,cellular,6,Aug,975,4,98,1,unknown,True,2024-08-06
5223,32,self-employed,single,tertiary,False,658,True,False,cellular,27,Mar,283,1,-1,0,unknown,True,2024-03-27
5224,37,management,married,tertiary,False,255,False,False,cellular,24,Feb,562,2,183,10,success,True,2024-02-24
5225,51,self-employed,married,tertiary,False,5350,True,True,cellular,31,Jul,612,4,-1,0,unknown,True,2024-07-31
5226,55,management,divorced,tertiary,False,9756,True,False,cellular,5,Jun,103,2,95,1,other,True,2024-06-05
5227,38,management,single,tertiary,False,3646,True,False,cellular,12,May,1710,2,286,1,other,True,2024-05-12
5228,47,admin.,married,secondary,False,368,False,False,cellular,21,May,403,1,87,6,success,True,2024-05-21
5229,59,services,divorced,secondary,False,1,True,False,cellular,28,Jan,602,1,253,5,other,True,2024-01-28
5230,51,retired,married,secondary,False,1435,False,False,unknown,11,Jun,587,1,-1,0,unknown,True,2024-06-11
5231,25,admin.,single,secondary,False,122,True,False,cellular,7,May,481,2,-1,0,unknown,True,2024-05-07
5232,67,retired,divorced,primary,False,2027,False,False,cellular,15,Mar,161,2,-1,0,unknown,True,2024-03-15
5233,58,entrepreneur,married,secondary,False,496,False,False,cellular,22,Apr,132,1,-1,0,unknown,True,2024-04-22
5234,52,management,single,tertiary,False,83,False,False,cellular,26,Aug,1223,6,-1,0,unknown,True,2024-08-26
5235,54,technician,single,tertiary,False,467,True,False,cellular,18,Jul,674,3,-1,0,unknown,True,2024-07-18
5236,27,technician,single,secondary,True,0,False,True,cellular,8,Jul,732,1,-1,0,unknown,True,2024-07-08
5237,41,services,married,secondary,False,471,True,False,cellular,13,May,954,2,293,4,success,True,2024-05-13
5238,72,retired,married,secondary,False,5715,False,False,cellular,17,May,1114,1,181,2,success,True,2024-05-17
5239,24,blue-collar,married,secondary,False,-389,True,True,unknown,4,Jun,1242,1,-1,0,unknown,True,2024-06-04
5240,36,admin.,single,tertiary,False,364,False,True,cellular,31,Aug,185,1,123,1,failure,True,2024-08-31
5241,39,services,married,secondary,False,25,True,True,cellular,12,May,658,1,351,3,failure,True,2024-05-12
5242,55,technician,divorced,secondary,False,3450,False,False,cellular,10,Feb,169,1,183,1,failure,True,2024-02-10
5243,35,admin.,married,secondary,False,2374,True,False,cellular,11,Aug,765,2,183,5,success,True,2024-08-11
5244,32,technician,single,tertiary,False,5514,False,False,cellular,22,Apr,319,1,182,1,success,True,2024-04-22
5245,29,blue-collar,single,tertiary,False,455,False,False,telephone,27,May,214,2,36,1,success,True,2024-05-27
5246,59,services,single,secondary,False,739,False,False,cellular,14,Jan,408,1,-1,0,unknown,True,2024-01-14
5247,33,management,married,secondary,False,336,False,False,cellular,15,Apr,179,3,-1,0,unknown,True,2024-04-15
5248,30,services,divorced,secondary,False,436,True,False,cellular,17,Jun,1720,1,-1,0,unknown,True,2024-06-17
5249,30,management,single,tertiary,False,536,False,False,cellular,2,Jul,309,1,-1,0,unknown,True,2024-07-02
5250,37,management,married,tertiary,False,0,False,False,cellular,16,Jul,268,2,182,3,success,True,2024-07-16
5251,39,management,single,tertiary,False,0,True,False,cellular,18,Feb,224,3,-1,0,unknown,True,2024-02-18
5252,40,blue-collar,married,unknown,False,1181,True,False,cellular,4,Feb,718,2,189,2,success,True,2024-02-04
5253,29,management,single,tertiary,False,265,False,False,cellular,22,May,491,1,-1,0,unknown,True,2024-05-22
5254,24,unemployed,single,secondary,False,2573,False,False,cellular,24,May,375,2,-1,0,unknown,True,2024-05-24
5255,31,blue-collar,married,primary,False,-537,True,True,cellular,21,Jul,1039,7,-1,0,unknown,True,2024-07-21
5256,62,management,married,secondary,False,1128,False,False,cellular,2,Sep,236,1,290,3,other,True,2024-09-02
5257,33,admin.,married,unknown,False,2780,False,False,cellular,19,Nov,485,1,-1,0,unknown,True,2024-11-19
5258,67,management,married,tertiary,False,405,False,False,cellular,10,Nov,344,2,95,2,success,True,2024-11-10
5259,44,self-employed,married,secondary,False,706,False,False,unknown,5,Nov,204,1,-1,0,unknown,True,2024-11-05
5260,79,retired,married,secondary,False,2661,False,False,cellular,10,Nov,254,5,-1,0,unknown,True,2024-11-10
5261,30,technician,single,secondary,False,2734,False,False,cellular,21,Nov,459,3,-1,0,unknown,True,2024-11-21
5262,38,housemaid,married,primary,False,196,False,False,cellular,30,Apr,574,1,-1,0,unknown,True,2024-04-30
5263,31,management,single,tertiary,False,533,False,False,telephone,12,May,372,1,90,10,success,True,2024-05-12
5264,38,technician,married,secondary,False,6728,False,False,cellular,21,Aug,252,4,-1,0,unknown,True,2024-08-21
5265,36,services,single,secondary,False,1227,True,True,cellular,4,May,775,5,341,3,failure,True,2024-05-04
5266,30,blue-collar,married,secondary,False,5,False,False,cellular,17,Apr,840,3,-1,0,unknown,True,2024-04-17
5267,34,technician,married,tertiary,False,197,False,False,cellular,20,Aug,78,3,-1,0,unknown,True,2024-08-20
