"age";"job";"marital";"education";"balance";"housing";"deposit"
26;"blue-collar";"single";"secondary";249;"yes";"no"
32;"management";"married";"tertiary";927;"no";"no"
43;"blue-collar";"divorced";"primary";515;"yes";"no"
48;"admin";"married";"secondary";1060;"yes";"no"
49;"technician";"married";"secondary";308;"no";"no"
34;"blue-collar";"married";"secondary";808;"yes";"no"
27;"blue-collar";"single";"primary";431;"yes";"no"
31;"admin";"single";"secondary";396;"yes";"no"
35;"technician";"single";"secondary";-89;"yes";"no"
40;"admin";"married";"secondary";-253;"yes";"no"
39;"services";"married";"secondary";0;"yes";"no"
40;"services";"married";"secondary";695;"yes";"no"
25;"admin";"single";"tertiary";1141;"yes";"no"
38;"technician";"divorced";"tertiary";791;"yes";"no"
62;"blue-collar";"married";"primary";1381;"no";"no"
27;"services";"married";"secondary";0;"yes";"no"
40;"technician";"married";"secondary";-28;"yes";"no"
56;"management";"married";"tertiary";412;"no";"no"
33;"management";"married";"tertiary";310;"no";"no"
52;"blue-collar";"married";"secondary";1319;"no";"no"
33;"blue-collar";"married";"secondary";0;"yes";"no"
38;"services";"married";"secondary";-314;"yes";"no"
27;"services";"married";"secondary";511;"yes";"no"
54;"retired";"married";"secondary";-152;"yes";"no"
35;"admin";"married";"secondary";907;"no";"no"
41;"blue-collar";"single";"primary";22;"yes";"no"
28;"blue-collar";"single";"secondary";0;"no";"no"
55;"management";"divorced";"tertiary";8044;"yes";"no"
56;"admin";"single";"secondary";1854;"yes";"no"
33;"blue-collar";"single";"secondary";1794;"yes";"no"
42;"technician";"married";"secondary";2;"no";"no"
35;"technician";"single";"secondary";144;"no";"no"
46;"technician";"divorced";"secondary";1;"yes";"no"
31;"self-employed";"single";"secondary";762;"no";"no"
48;"self-employed";"married";"tertiary";16;"yes";"no"
38;"technician";"married";"secondary";20;"no";"no"
47;"services";"married";"secondary";2070;"yes";"no"
48;"management";"married";"tertiary";308;"yes";"no"
30;"admin";"married";"secondary";39;"yes";"no"
39;"blue-collar";"married";"primary";332;"yes";"no"
31;"management";"single";"tertiary";713;"no";"no"
44;"blue-collar";"married";"secondary";2885;"yes";"no"
38;"services";"married";"secondary";968;"yes";"no"
58;"unknown";"married";"tertiary";4150;"no";"no"
42;"management";"married";"tertiary";687;"no";"no"
33;"management";"married";"secondary";333;"no";"no"
55;"retired";"married";"primary";1821;"no";"no"
34;"blue-collar";"married";"secondary";-436;"yes";"no"
35;"technician";"single";"secondary";126;"no";"no"
35;"technician";"married";"secondary";2019;"yes";"no"
56;"retired";"married";"secondary";878;"no";"no"
27;"management";"single";"tertiary";6791;"no";"no"
39;"self-employed";"divorced";"secondary";0;"yes";"no"
36;"admin";"married";"secondary";110;"yes";"no"
35;"self-employed";"married";"secondary";28;"no";"no"
34;"housemaid";"single";"primary";443;"no";"no"
28;"unemployed";"single";"primary";236;"no";"no"
37;"technician";"married";"secondary";2707;"yes";"no"
57;"technician";"married";"secondary";1753;"yes";"no"
34;"services";"married";"secondary";1182;"yes";"no"
38;"management";"single";"tertiary";427;"yes";"no"
48;"technician";"married";"primary";788;"no";"no"
35;"admin";"married";"secondary";0;"no";"no"
40;"blue-collar";"married";"primary";-509;"yes";"no"
48;"services";"divorced";"primary";-110;"no";"no"
54;"blue-collar";"married";"primary";244;"yes";"no"
49;"services";"divorced";"secondary";933;"no";"no"
38;"technician";"married";"tertiary";940;"no";"no"
44;"entrepreneur";"married";"tertiary";1631;"yes";"no"
44;"unemployed";"married";"secondary";-505;"yes";"no"
60;"admin";"married";"secondary";7336;"no";"no"
55;"services";"single";"secondary";-40;"yes";"no"
27;"student";"single";"primary";25;"no";"no"
33;"management";"single";"secondary";0;"no";"no"
32;"technician";"married";"secondary";5;"yes";"no"
51;"blue-collar";"married";"secondary";-92;"yes";"no"
44;"admin";"married";"secondary";497;"yes";"no"
49;"blue-collar";"married";"primary";2356;"no";"no"
42;"blue-collar";"married";"secondary";3;"yes";"no"
35;"services";"married";"secondary";128;"yes";"no"
32;"admin";"married";"tertiary";390;"yes";"no"
39;"technician";"single";"secondary";300;"no";"no"
54;"technician";"married";"secondary";827;"no";"no"
35;"technician";"married";"tertiary";25;"no";"no"
41;"technician";"single";"primary";340;"yes";"no"
35;"management";"married";"tertiary";867;"yes";"no"
41;"blue-collar";"married";"secondary";140;"yes";"no"
36;"technician";"married";"secondary";3;"no";"no"
51;"self-employed";"married";"secondary";4920;"no";"no"
59;"unknown";"single";"secondary";3237;"no";"no"
44;"blue-collar";"married";"primary";0;"yes";"no"
49;"admin";"married";"secondary";1096;"yes";"no"
37;"admin";"single";"tertiary";869;"no";"no"
60;"technician";"divorced";"tertiary";1900;"yes";"no"
40;"management";"married";"tertiary";413;"yes";"no"
27;"blue-collar";"married";"primary";-588;"no";"no"
34;"housemaid";"married";"secondary";0;"no";"no"
41;"technician";"married";"secondary";2490;"yes";"no"
39;"services";"married";"secondary";20928;"no";"no"
34;"admin";"married";"secondary";560;"yes";"no"
38;"blue-collar";"divorced";"secondary";0;"yes";"no"
56;"blue-collar";"married";"primary";826;"yes";"no"
42;"services";"married";"secondary";115;"yes";"no"
32;"blue-collar";"married";"secondary";320;"yes";"no"
37;"blue-collar";"married";"secondary";-399;"yes";"no"
25;"student";"single";"secondary";703;"no";"no"
29;"technician";"divorced";"secondary";328;"yes";"no"
48;"management";"divorced";"tertiary";148;"no";"no"
39;"self-employed";"single";"tertiary";2298;"yes";"no"
31;"blue-collar";"married";"secondary";64;"yes";"no"
28;"management";"single";"tertiary";4013;"yes";"no"
32;"management";"married";"tertiary";0;"no";"no"
35;"technician";"married";"tertiary";633;"yes";"no"
32;"blue-collar";"married";"primary";902;"yes";"no"
30;"blue-collar";"married";"secondary";2850;"no";"no"
54;"management";"married";"tertiary";313;"yes";"no"
41;"blue-collar";"married";"secondary";923;"yes";"no"
35;"admin";"single";"primary";8;"yes";"no"
44;"technician";"married";"secondary";945;"yes";"no"
58;"management";"married";"tertiary";2261;"yes";"no"
43;"blue-collar";"married";"primary";18;"yes";"no"
52;"blue-collar";"married";"secondary";5828;"yes";"no"
60;"retired";"married";"primary";6307;"yes";"no"
32;"management";"single";"tertiary";537;"no";"no"
41;"blue-collar";"married";"secondary";393;"yes";"no"
54;"blue-collar";"divorced";"primary";215;"yes";"no"
30;"blue-collar";"single";"secondary";132;"yes";"no"
36;"technician";"single";"secondary";35;"no";"no"
27;"admin";"single";"secondary";125;"no";"no"
32;"technician";"single";"secondary";129;"yes";"no"
34;"management";"married";"tertiary";0;"no";"no"
43;"admin";"married";"secondary";315;"no";"no"
45;"services";"married";"primary";2567;"yes";"no"
31;"management";"divorced";"tertiary";883;"yes";"no"
37;"technician";"married";"secondary";1120;"yes";"no"
51;"technician";"divorced";"secondary";0;"yes";"no"
52;"blue-collar";"married";"secondary";1117;"yes";"no"
57;"blue-collar";"married";"secondary";773;"yes";"no"
32;"technician";"single";"tertiary";390;"yes";"no"
47;"admin";"married";"secondary";1358;"yes";"no"
31;"management";"married";"tertiary";216;"no";"no"
27;"blue-collar";"single";"secondary";317;"yes";"no"
31;"blue-collar";"single";"primary";2369;"yes";"no"
36;"admin";"divorced";"tertiary";125;"yes";"no"
44;"blue-collar";"married";"primary";6;"no";"no"
34;"blue-collar";"married";"primary";15841;"yes";"no"
32;"housemaid";"married";"primary";51;"yes";"no"
52;"management";"married";"secondary";0;"yes";"no"
60;"retired";"divorced";"primary";-79;"yes";"no"
30;"services";"single";"secondary";1881;"no";"no"
48;"blue-collar";"married";"primary";456;"yes";"no"
39;"management";"married";"primary";1873;"no";"no"
59;"management";"divorced";"tertiary";0;"yes";"no"
42;"admin";"married";"secondary";445;"yes";"no"
77;"retired";"married";"secondary";2123;"no";"no"
29;"technician";"married";"secondary";767;"yes";"no"
49;"technician";"divorced";"secondary";229;"no";"no"
57;"retired";"married";"secondary";3783;"yes";"no"
37;"blue-collar";"married";"secondary";140;"yes";"no"
35;"technician";"married";"secondary";6;"yes";"no"
63;"retired";"divorced";"secondary";859;"no";"no"
37;"technician";"married";"secondary";261;"no";"no"
37;"services";"married";"secondary";50;"yes";"no"
52;"admin";"married";"secondary";-462;"yes";"no"
60;"retired";"married";"secondary";0;"no";"no"
36;"technician";"married";"secondary";283;"yes";"no"
48;"self-employed";"married";"secondary";91;"no";"no"
47;"entrepreneur";"married";"tertiary";0;"no";"no"
56;"management";"divorced";"tertiary";442;"no";"no"
45;"blue-collar";"married";"secondary";0;"no";"no"
53;"housemaid";"married";"secondary";1182;"yes";"no"
56;"blue-collar";"married";"secondary";316;"yes";"no"
59;"technician";"married";"secondary";316;"no";"no"
34;"management";"married";"tertiary";402;"no";"no"
45;"unemployed";"single";"primary";8725;"no";"no"
60;"self-employed";"married";"secondary";0;"no";"no"
54;"blue-collar";"divorced";"secondary";615;"no";"no"
41;"services";"married";"secondary";0;"yes";"no"
44;"blue-collar";"married";"secondary";3060;"yes";"no"
40;"technician";"married";"secondary";990;"yes";"no"
40;"services";"divorced";"primary";1937;"yes";"no"
29;"technician";"married";"secondary";428;"no";"no"
28;"technician";"married";"secondary";655;"yes";"no"
35;"management";"married";"tertiary";16;"no";"no"
33;"management";"married";"tertiary";2044;"yes";"no"
33;"management";"single";"tertiary";20;"no";"no"
50;"retired";"married";"primary";29;"no";"no"
56;"management";"married";"primary";-155;"yes";"no"
37;"management";"single";"tertiary";340;"no";"no"
53;"technician";"married";"secondary";1776;"no";"no"
27;"blue-collar";"single";"secondary";23;"no";"no"
46;"technician";"married";"secondary";863;"yes";"no"
36;"blue-collar";"divorced";"secondary";7051;"no";"no"
37;"admin";"married";"secondary";1049;"no";"no"
28;"admin";"married";"tertiary";174;"yes";"no"
40;"blue-collar";"married";"primary";137;"no";"no"
48;"blue-collar";"married";"primary";783;"no";"no"
46;"services";"married";"primary";116;"yes";"no"
39;"technician";"married";"primary";2118;"yes";"no"
37;"management";"single";"tertiary";10269;"yes";"no"
26;"admin";"single";"secondary";141;"yes";"no"
35;"blue-collar";"divorced";"primary";13;"no";"no"
37;"management";"single";"tertiary";0;"no";"no"
32;"entrepreneur";"married";"secondary";1996;"yes";"no"
31;"admin";"single";"secondary";1129;"yes";"no"
36;"housemaid";"single";"tertiary";561;"no";"no"
36;"management";"married";"tertiary";539;"no";"no"
38;"services";"married";"secondary";-349;"yes";"no"
45;"admin";"married";"secondary";6971;"no";"no"
58;"housemaid";"married";"tertiary";497;"no";"no"
34;"management";"married";"tertiary";362;"yes";"no"
51;"blue-collar";"married";"primary";4497;"yes";"no"
38;"technician";"single";"tertiary";2496;"no";"no"
73;"retired";"married";"secondary";2850;"no";"no"
57;"technician";"married";"primary";0;"no";"no"
45;"management";"married";"tertiary";1199;"no";"no"
34;"technician";"divorced";"tertiary";66;"no";"no"
39;"blue-collar";"single";"secondary";1170;"no";"no"
35;"technician";"married";"tertiary";944;"no";"no"
58;"management";"divorced";"tertiary";50;"yes";"no"
36;"management";"single";"tertiary";171;"no";"no"
43;"services";"married";"secondary";122;"yes";"no"
34;"blue-collar";"divorced";"secondary";1780;"yes";"no"
52;"technician";"married";"secondary";136;"no";"no"
36;"unknown";"married";"secondary";179;"no";"no"
32;"blue-collar";"single";"secondary";232;"no";"no"
23;"student";"single";"tertiary";82;"no";"no"
57;"blue-collar";"married";"primary";630;"yes";"no"
43;"blue-collar";"married";"primary";1202;"no";"no"
33;"admin";"single";"tertiary";867;"yes";"no"
45;"management";"divorced";"tertiary";6200;"no";"no"
31;"admin";"single";"secondary";-422;"yes";"no"
47;"management";"divorced";"tertiary";107;"no";"no"
39;"services";"divorced";"secondary";-96;"yes";"no"
47;"blue-collar";"married";"secondary";581;"yes";"no"
57;"technician";"married";"secondary";402;"yes";"no"
52;"blue-collar";"married";"secondary";555;"yes";"no"
45;"admin";"married";"secondary";67;"no";"no"
42;"management";"married";"tertiary";72;"yes";"no"
32;"self-employed";"married";"secondary";1942;"yes";"no"
31;"technician";"single";"secondary";373;"no";"no"
25;"blue-collar";"single";"secondary";84;"yes";"no"
30;"technician";"married";"secondary";394;"no";"no"
33;"blue-collar";"married";"primary";925;"no";"no"
29;"blue-collar";"married";"secondary";0;"yes";"no"
55;"retired";"married";"secondary";6690;"no";"no"
51;"admin";"married";"secondary";4178;"yes";"no"
68;"retired";"married";"secondary";20723;"yes";"no"
29;"services";"single";"secondary";887;"no";"no"
35;"self-employed";"married";"secondary";598;"yes";"no"
38;"technician";"married";"secondary";1;"yes";"no"
39;"management";"divorced";"secondary";4314;"yes";"no"
47;"technician";"married";"tertiary";2155;"no";"no"
22;"management";"single";"tertiary";760;"no";"no"
44;"admin";"married";"secondary";1248;"yes";"no"
38;"technician";"single";"tertiary";5122;"yes";"no"
56;"services";"divorced";"secondary";191;"no";"no"
56;"management";"married";"secondary";230;"no";"no"
54;"management";"divorced";"tertiary";7010;"no";"no"
39;"services";"married";"secondary";1970;"yes";"no"
36;"blue-collar";"married";"secondary";3935;"yes";"no"
42;"admin";"married";"secondary";437;"yes";"no"
51;"technician";"divorced";"secondary";2323;"yes";"no"
32;"management";"married";"tertiary";2213;"no";"no"
31;"management";"married";"tertiary";84;"no";"no"
23;"technician";"single";"secondary";4545;"no";"no"
45;"admin";"single";"secondary";206;"yes";"no"
51;"technician";"married";"secondary";2937;"no";"no"
36;"unemployed";"single";"tertiary";221;"no";"no"
56;"blue-collar";"married";"secondary";1521;"yes";"no"
41;"technician";"married";"secondary";102;"yes";"no"
57;"retired";"married";"secondary";519;"yes";"no"
55;"blue-collar";"married";"secondary";660;"no";"no"
34;"management";"divorced";"tertiary";500;"yes";"no"
32;"admin";"married";"secondary";1661;"yes";"no"
32;"admin";"divorced";"secondary";-273;"yes";"no"
53;"management";"married";"tertiary";7067;"no";"no"
27;"services";"married";"secondary";221;"no";"no"
48;"technician";"single";"secondary";479;"no";"no"
33;"services";"single";"tertiary";1595;"yes";"no"
41;"management";"married";"tertiary";65;"yes";"no"
33;"admin";"married";"tertiary";640;"no";"no"
25;"management";"single";"tertiary";490;"no";"no"
38;"management";"married";"tertiary";1440;"no";"no"
43;"self-employed";"married";"secondary";918;"yes";"no"
56;"management";"single";"tertiary";6507;"yes";"no"
28;"services";"married";"secondary";4;"yes";"no"
52;"self-employed";"married";"tertiary";2289;"yes";"no"
32;"management";"single";"tertiary";131;"no";"no"
33;"services";"single";"secondary";1852;"no";"no"
31;"technician";"single";"tertiary";-749;"yes";"no"
54;"technician";"married";"secondary";719;"yes";"no"
36;"technician";"married";"secondary";4613;"no";"no"
40;"admin";"single";"secondary";664;"no";"no"
32;"admin";"single";"tertiary";291;"no";"no"
27;"student";"single";"tertiary";24;"yes";"no"
42;"technician";"single";"secondary";823;"yes";"no"
30;"management";"married";"tertiary";1235;"yes";"no"
43;"technician";"single";"secondary";1195;"yes";"no"
46;"technician";"married";"secondary";363;"yes";"no"
36;"blue-collar";"single";"secondary";0;"no";"no"
44;"blue-collar";"single";"primary";0;"yes";"no"
30;"management";"single";"tertiary";136;"yes";"no"
34;"admin";"single";"secondary";846;"yes";"no"
20;"student";"single";"primary";0;"no";"no"
31;"services";"married";"secondary";505;"no";"no"
34;"blue-collar";"married";"primary";3986;"yes";"no"
27;"technician";"single";"tertiary";11862;"no";"no"
47;"management";"married";"primary";145;"no";"no"
56;"management";"divorced";"tertiary";2037;"no";"no"
45;"technician";"divorced";"secondary";441;"yes";"no"
35;"blue-collar";"married";"primary";105;"yes";"no"
32;"technician";"married";"secondary";465;"yes";"no"
44;"entrepreneur";"married";"secondary";320;"yes";"no"
38;"services";"married";"secondary";-762;"yes";"no"
32;"management";"single";"tertiary";316;"yes";"no"
35;"management";"single";"tertiary";123;"yes";"no"
40;"blue-collar";"married";"secondary";273;"yes";"no"
36;"technician";"married";"secondary";1345;"yes";"no"
52;"blue-collar";"married";"secondary";1027;"no";"no"
35;"technician";"single";"secondary";1855;"yes";"no"
38;"services";"single";"secondary";1315;"no";"no"
43;"admin";"married";"secondary";59;"yes";"no"
43;"admin";"married";"secondary";2682;"no";"no"
35;"management";"married";"tertiary";2682;"yes";"no"
40;"services";"married";"secondary";3164;"yes";"no"
49;"technician";"divorced";"secondary";342;"no";"no"
35;"services";"single";"secondary";1742;"yes";"no"
42;"technician";"divorced";"secondary";-106;"yes";"no"
26;"technician";"single";"secondary";430;"no";"no"
44;"blue-collar";"single";"primary";-234;"yes";"no"
29;"management";"single";"tertiary";0;"yes";"no"
36;"blue-collar";"married";"secondary";-206;"yes";"no"
30;"technician";"single";"secondary";656;"no";"no"
52;"retired";"married";"secondary";603;"no";"no"
55;"admin";"married";"secondary";1102;"yes";"no"
30;"services";"single";"secondary";117;"no";"no"
29;"technician";"single";"secondary";-13;"yes";"no"
27;"admin";"single";"tertiary";1993;"yes";"no"
33;"services";"married";"secondary";881;"yes";"no"
48;"admin";"married";"secondary";0;"yes";"no"
39;"housemaid";"married";"secondary";953;"no";"no"
55;"blue-collar";"married";"primary";781;"yes";"no"
40;"blue-collar";"single";"primary";1530;"yes";"no"
33;"management";"single";"tertiary";2667;"yes";"no"
56;"admin";"married";"secondary";5310;"no";"no"
42;"blue-collar";"married";"secondary";1468;"yes";"no"
43;"unknown";"married";"primary";0;"yes";"no"
41;"management";"married";"tertiary";144;"no";"no"
58;"admin";"single";"secondary";247;"no";"no"
29;"blue-collar";"married";"primary";258;"yes";"no"
38;"management";"married";"tertiary";595;"yes";"no"
49;"blue-collar";"divorced";"secondary";259;"no";"no"
55;"self-employed";"married";"secondary";2408;"no";"no"
53;"management";"married";"tertiary";1356;"yes";"no"
56;"admin";"married";"secondary";292;"yes";"no"
31;"management";"single";"tertiary";2384;"yes";"no"
29;"technician";"single";"secondary";307;"yes";"no"
48;"admin";"married";"secondary";292;"yes";"no"
43;"blue-collar";"married";"primary";3131;"yes";"no"
29;"technician";"married";"secondary";0;"no";"no"
39;"management";"single";"tertiary";2258;"yes";"no"
53;"management";"married";"tertiary";1348;"no";"no"
48;"blue-collar";"married";"secondary";741;"yes";"no"
34;"management";"married";"tertiary";0;"no";"no"
52;"management";"single";"tertiary";741;"no";"no"
30;"admin";"married";"secondary";521;"yes";"no"
45;"entrepreneur";"married";"primary";5315;"yes";"no"
54;"management";"married";"secondary";1660;"no";"no"
35;"entrepreneur";"married";"secondary";1163;"yes";"no"
34;"technician";"single";"tertiary";122;"no";"no"
65;"retired";"married";"primary";493;"no";"no"
28;"technician";"single";"tertiary";558;"yes";"no"
33;"technician";"married";"tertiary";16992;"yes";"no"
34;"management";"married";"tertiary";179;"yes";"no"
37;"blue-collar";"married";"primary";152;"yes";"no"
40;"blue-collar";"married";"primary";2805;"yes";"no"
28;"services";"single";"secondary";6332;"yes";"no"
31;"technician";"married";"secondary";2420;"yes";"no"
42;"management";"married";"secondary";580;"no";"no"
34;"technician";"divorced";"secondary";259;"no";"no"
34;"services";"married";"secondary";-451;"yes";"no"
53;"management";"married";"tertiary";261;"no";"no"
55;"entrepreneur";"married";"tertiary";323;"yes";"no"
51;"entrepreneur";"single";"tertiary";0;"no";"no"
58;"retired";"married";"secondary";235;"no";"no"
35;"blue-collar";"married";"primary";526;"yes";"no"
35;"blue-collar";"married";"primary";4366;"yes";"no"
31;"technician";"married";"tertiary";0;"yes";"no"
32;"student";"married";"secondary";833;"yes";"no"
59;"retired";"married";"primary";-13;"no";"no"
50;"management";"divorced";"tertiary";405;"no";"no"
37;"blue-collar";"married";"primary";3517;"yes";"no"
30;"services";"married";"secondary";699;"yes";"no"
41;"blue-collar";"married";"primary";943;"yes";"no"
43;"blue-collar";"married";"primary";794;"yes";"no"
34;"blue-collar";"married";"primary";503;"yes";"no"
42;"management";"married";"tertiary";-700;"yes";"no"
33;"management";"married";"tertiary";644;"no";"no"
26;"services";"single";"secondary";335;"no";"no"
32;"technician";"single";"secondary";719;"yes";"no"
41;"management";"married";"tertiary";-195;"no";"no"
49;"technician";"divorced";"secondary";972;"no";"no"
51;"blue-collar";"married";"primary";5050;"no";"no"
43;"blue-collar";"married";"primary";232;"no";"no"
45;"services";"married";"primary";2406;"yes";"no"
42;"entrepreneur";"married";"secondary";324;"yes";"no"
37;"blue-collar";"married";"secondary";168;"yes";"no"
59;"retired";"married";"secondary";374;"no";"no"
31;"services";"single";"secondary";658;"no";"no"
22;"admin";"single";"secondary";-1;"yes";"no"
30;"self-employed";"single";"secondary";280;"no";"no"
50;"self-employed";"married";"primary";0;"no";"no"
34;"admin";"married";"secondary";2064;"yes";"no"
30;"blue-collar";"married";"secondary";128;"yes";"no"
56;"blue-collar";"married";"primary";0;"yes";"no"
31;"technician";"single";"secondary";863;"yes";"no"
51;"admin";"married";"secondary";50;"no";"no"
33;"services";"single";"secondary";187;"yes";"no"
47;"blue-collar";"married";"secondary";-614;"yes";"no"
46;"technician";"married";"tertiary";841;"yes";"no"
44;"services";"divorced";"secondary";206;"yes";"no"
51;"blue-collar";"married";"secondary";984;"yes";"no"
39;"technician";"single";"secondary";201;"no";"no"
41;"technician";"married";"tertiary";585;"yes";"no"
33;"management";"single";"tertiary";8514;"no";"no"
31;"admin";"married";"secondary";728;"yes";"no"
60;"entrepreneur";"divorced";"secondary";80;"yes";"no"
34;"technician";"married";"secondary";1246;"no";"no"
58;"services";"married";"secondary";818;"no";"no"
42;"technician";"married";"secondary";0;"no";"no"
44;"services";"divorced";"secondary";210;"no";"no"
31;"services";"married";"secondary";71;"yes";"no"
51;"blue-collar";"married";"primary";1869;"no";"no"
59;"admin";"married";"primary";1040;"no";"no"
33;"admin";"married";"secondary";920;"no";"no"
47;"blue-collar";"married";"secondary";668;"yes";"no"
43;"management";"divorced";"tertiary";36;"no";"no"
44;"housemaid";"married";"primary";-972;"yes";"no"
29;"admin";"single";"secondary";382;"yes";"no"
30;"admin";"married";"secondary";-170;"yes";"no"
53;"technician";"single";"tertiary";1;"no";"no"
46;"blue-collar";"married";"secondary";922;"yes";"no"
41;"management";"married";"tertiary";3016;"yes";"no"
44;"blue-collar";"married";"primary";0;"yes";"no"
38;"management";"married";"tertiary";1101;"yes";"no"
43;"management";"divorced";"tertiary";3578;"no";"no"
41;"blue-collar";"married";"primary";0;"yes";"no"
44;"blue-collar";"married";"secondary";0;"yes";"no"
31;"blue-collar";"married";"secondary";-190;"yes";"no"
59;"self-employed";"married";"tertiary";185;"no";"no"
30;"management";"single";"tertiary";156;"yes";"no"
35;"blue-collar";"married";"secondary";503;"yes";"no"
57;"retired";"married";"secondary";485;"no";"no"
53;"technician";"divorced";"secondary";392;"yes";"no"
35;"blue-collar";"married";"secondary";625;"no";"no"
49;"services";"married";"primary";468;"no";"no"
41;"management";"married";"secondary";280;"yes";"no"
40;"services";"married";"secondary";181;"yes";"no"
49;"services";"married";"primary";5737;"yes";"no"
38;"management";"married";"tertiary";1187;"yes";"no"
26;"admin";"married";"secondary";5231;"no";"no"
34;"admin";"married";"secondary";3185;"yes";"no"
58;"management";"married";"tertiary";3228;"no";"no"
30;"services";"married";"secondary";80;"yes";"no"
52;"blue-collar";"divorced";"primary";2800;"no";"no"
30;"technician";"single";"tertiary";10;"no";"no"
52;"blue-collar";"married";"secondary";331;"no";"no"
34;"entrepreneur";"married";"secondary";223;"no";"no"
33;"blue-collar";"married";"primary";0;"no";"no"
34;"admin";"married";"tertiary";35;"yes";"no"
23;"admin";"married";"secondary";299;"yes";"no"
37;"blue-collar";"married";"primary";240;"yes";"no"
42;"management";"married";"tertiary";223;"no";"no"
50;"admin";"divorced";"secondary";-194;"yes";"no"
41;"technician";"divorced";"secondary";1545;"no";"no"
34;"technician";"single";"secondary";440;"yes";"no"
57;"management";"married";"primary";2538;"no";"no"
31;"technician";"single";"tertiary";53;"no";"no"
27;"student";"single";"secondary";91;"no";"no"
48;"blue-collar";"single";"primary";316;"no";"no"
37;"blue-collar";"married";"secondary";2697;"yes";"no"
28;"student";"single";"tertiary";3;"no";"no"
34;"services";"married";"secondary";244;"no";"no"
39;"admin";"married";"secondary";159;"no";"no"
30;"management";"married";"tertiary";6432;"yes";"no"
35;"blue-collar";"married";"secondary";-701;"yes";"no"
43;"housemaid";"single";"primary";24;"no";"no"
33;"management";"married";"tertiary";296;"no";"no"
24;"blue-collar";"single";"secondary";1;"yes";"no"
39;"technician";"married";"secondary";1965;"yes";"no"
27;"technician";"single";"tertiary";501;"no";"no"
50;"blue-collar";"married";"secondary";3558;"no";"no"
30;"blue-collar";"married";"secondary";177;"yes";"no"
52;"technician";"divorced";"secondary";204;"no";"no"
30;"admin";"married";"secondary";46;"yes";"no"
35;"technician";"divorced";"secondary";2047;"yes";"no"
36;"admin";"single";"secondary";810;"yes";"no"
39;"management";"single";"tertiary";1914;"no";"no"
43;"admin";"single";"secondary";56831;"no";"no"
43;"admin";"single";"secondary";386;"no";"no"
46;"admin";"married";"primary";469;"yes";"no"
33;"admin";"married";"tertiary";69;"no";"no"
56;"entrepreneur";"married";"tertiary";-124;"yes";"no"
60;"retired";"married";"primary";600;"no";"no"
48;"management";"married";"tertiary";3842;"no";"no"
31;"blue-collar";"married";"secondary";-720;"yes";"no"
36;"blue-collar";"single";"secondary";1127;"yes";"no"
24;"student";"single";"secondary";423;"yes";"no"
27;"blue-collar";"married";"secondary";-59;"no";"no"
36;"admin";"married";"secondary";0;"yes";"no"
29;"technician";"married";"tertiary";1489;"yes";"no"
42;"self-employed";"married";"secondary";0;"no";"no"
44;"management";"married";"tertiary";1451;"yes";"no"
39;"entrepreneur";"married";"secondary";283;"yes";"no"
45;"management";"single";"tertiary";16;"no";"no"
36;"blue-collar";"married";"primary";973;"yes";"no"
34;"blue-collar";"married";"secondary";1257;"yes";"no"
43;"technician";"married";"secondary";-1701;"yes";"no"
32;"blue-collar";"single";"secondary";567;"yes";"no"
38;"technician";"married";"tertiary";-1;"no";"no"
29;"blue-collar";"married";"secondary";3310;"no";"no"
28;"blue-collar";"married";"primary";115;"yes";"no"
33;"management";"single";"tertiary";321;"no";"no"
43;"admin";"married";"secondary";71;"no";"no"
42;"unemployed";"divorced";"secondary";759;"no";"no"
33;"management";"married";"tertiary";23;"yes";"no"
32;"technician";"single";"secondary";3297;"no";"no"
42;"housemaid";"single";"secondary";578;"no";"no"
42;"housemaid";"married";"primary";4279;"yes";"no"
29;"blue-collar";"single";"secondary";234;"yes";"no"
27;"management";"single";"tertiary";1137;"yes";"no"
38;"management";"single";"tertiary";8669;"yes";"no"
45;"entrepreneur";"married";"primary";488;"yes";"no"
32;"management";"single";"tertiary";1077;"no";"no"
33;"technician";"married";"secondary";4790;"yes";"no"
48;"technician";"married";"secondary";256;"yes";"no"
53;"blue-collar";"married";"secondary";974;"yes";"no"
41;"blue-collar";"married";"secondary";196;"yes";"no"
41;"admin";"single";"secondary";2002;"yes";"no"
50;"services";"married";"tertiary";218;"yes";"no"
28;"blue-collar";"single";"secondary";1011;"yes";"no"
54;"retired";"divorced";"secondary";2761;"no";"no"
38;"services";"divorced";"primary";92;"yes";"no"
27;"self-employed";"married";"tertiary";10005;"yes";"no"
54;"management";"married";"tertiary";1168;"no";"no"
28;"services";"single";"secondary";168;"yes";"no"
32;"technician";"single";"tertiary";1710;"yes";"no"
39;"services";"married";"secondary";207;"no";"no"
29;"technician";"single";"secondary";18;"no";"no"
37;"entrepreneur";"married";"primary";8;"yes";"no"
30;"management";"married";"tertiary";-250;"yes";"no"
41;"blue-collar";"married";"secondary";449;"yes";"no"
39;"unemployed";"married";"secondary";1654;"no";"no"
38;"blue-collar";"married";"primary";714;"yes";"no"
55;"management";"single";"tertiary";1498;"no";"no"
29;"services";"single";"secondary";695;"no";"no"
36;"technician";"single";"secondary";-15;"yes";"no"
60;"blue-collar";"married";"primary";14;"yes";"no"
43;"services";"divorced";"secondary";-287;"yes";"no"
45;"blue-collar";"married";"primary";0;"yes";"no"
